1,1211,256,1243,304,7
1,1051,224,1083,256,14
1,1195,208,1259,256,1
2,1211,256,1243,304,7
2,1051,224,1083,256,14
2,1195,208,1259,256,1
3,1211,256,1243,304,7
3,1051,224,1083,256,14
3,1195,208,1259,256,1
4,1211,256,1243,304,7
4,1051,224,1083,256,14
4,1195,208,1259,256,1
5,1211,256,1243,304,7
5,1051,224,1083,256,14
5,1195,208,1259,256,1
6,1211,256,1243,304,7
6,1051,224,1083,256,14
6,1195,208,1259,256,1
7,1211,256,1243,304,7
7,1051,224,1083,256,14
7,1195,208,1259,256,1
8,1211,256,1243,304,7
8,1051,224,1083,256,14
8,1195,208,1259,256,1
9,1211,256,1243,304,7
9,1051,224,1083,256,14
9,1195,208,1259,256,7
10,1211,256,1243,304,7
10,1051,224,1083,256,14
10,1195,208,1259,256,1
11,1211,256,1243,304,7
11,1051,224,1083,256,14
11,1195,208,1259,256,1
12,1211,256,1243,304,7
12,1051,224,1083,256,14
12,1195,208,1259,256,1
13,1211,256,1243,304,7
13,1051,224,1083,256,14
13,1195,208,1259,256,1
15,800,224,816,256,16
27,1067,224,1083,256,14
27,1211,208,1259,272,1
28,1227,256,1259,304,7
28,1067,224,1083,256,14
28,1211,192,1259,256,1
29,1227,256,1259,304,7
29,1067,224,1083,256,14
29,1211,208,1275,256,1
29,1083,528,1179,624,18
30,1227,256,1259,304,7
30,1067,224,1083,256,14
30,1211,208,1275,256,1
31,1227,256,1259,304,7
31,1211,208,1275,256,1
31,1067,224,1083,256,14
32,1211,208,1275,256,1
32,1067,224,1083,256,14
33,1227,272,1259,304,7
33,1067,224,1099,256,14
33,1227,192,1275,256,1
34,448,96,512,144,20
34,1227,208,1275,256,1
34,1067,224,1099,256,14
35,1067,224,1099,256,14
35,1227,192,1275,256,1
36,1067,224,1099,256,14
36,1227,192,1275,256,1
37,1067,224,1099,256,14
37,1227,192,1291,256,1
37,779,208,827,256,16
38,1227,192,1291,256,1
38,1067,224,1099,256,14
38,795,208,827,256,16
39,1243,256,1275,304,7
39,1227,192,1291,256,1
39,1067,224,1099,256,14
40,1243,192,1291,256,1
40,1067,224,1099,256,14
41,1243,192,1291,256,1
41,1083,224,1099,256,14
42,1083,224,1099,256,14
42,1243,192,1291,256,1
43,1083,224,1099,256,14
43,1243,192,1291,256,1
43,1115,384,1243,496,18
44,1083,224,1099,256,14
44,1243,192,1307,256,1
44,795,208,827,256,16
45,1259,256,1291,304,7
45,1083,224,1099,256,14
45,1243,192,1307,256,1
45,795,208,827,256,16
46,1259,256,1291,304,7
46,1243,192,1307,256,1
46,1083,224,1115,256,14
46,795,208,827,256,16
47,1259,272,1291,304,7
47,1259,192,1307,256,1
47,1083,224,1115,256,14
48,1259,272,1291,304,7
48,1259,192,1307,256,1
48,1083,224,1115,256,14
48,1067,352,1147,432,18
49,1259,192,1307,256,1
49,1083,224,1115,256,14
49,987,256,1019,288,16
50,1275,272,1307,304,7
50,1083,224,1115,256,14
50,1259,192,1307,256,1
50,1051,352,1163,464,18
51,1275,272,1307,304,7
51,1083,224,1115,256,14
51,1259,192,1307,256,1
51,1051,352,1131,416,18
