1,240,576,288,624,19
1,304,160,336,208,20
1,1035,256,1067,288,7
1,1355,176,1419,240,2
1,939,224,955,256,16
1,1035,208,1083,256,1
1,1275,224,1323,272,16
2,288,160,336,208,20
2,939,224,955,256,14
2,1035,208,1083,256,1
2,1355,176,1419,240,2
3,939,224,955,256,14
3,1035,208,1083,256,1
3,1371,176,1419,240,2
4,939,224,955,256,14
4,1035,208,1083,256,1
5,939,224,955,256,14
5,1035,208,1083,256,1
6,1051,256,1083,288,7
6,939,224,955,256,14
6,1035,208,1083,256,1
7,1051,256,1083,288,7
7,939,224,955,256,14
7,1035,208,1083,256,1
8,1051,256,1083,288,7
8,939,224,955,256,14
8,1035,208,1083,256,1
9,1051,256,1083,288,7
9,923,160,971,208,20
9,923,144,971,192,20
9,939,224,955,256,14
9,1035,208,1083,256,1
10,1051,256,1083,288,7
10,1051,208,1099,256,1
10,779,320,811,368,19
10,939,224,955,256,14
11,1051,256,1083,288,7
11,1051,208,1099,256,1
11,939,224,955,256,14
12,272,160,320,208,20
12,1051,256,1083,288,7
12,1051,208,1099,256,1
13,288,160,320,208,20
13,1051,256,1083,288,7
13,1051,208,1099,256,1
13,939,224,971,256,14
14,1051,256,1083,288,7
14,1051,208,1099,256,1
14,939,224,971,256,14
15,1051,256,1083,288,7
15,1051,208,1099,256,1
15,939,224,971,256,14
16,1051,256,1083,288,7
16,1051,208,1099,256,1
16,939,224,971,256,14
17,1051,256,1083,288,7
17,1051,208,1099,256,1
17,939,224,971,256,14
18,272,160,320,208,20
18,1051,256,1083,288,7
18,1051,208,1099,256,1
18,939,224,971,256,14
18,1419,176,1483,240,16
19,1051,256,1083,288,7
19,1051,208,1099,256,1
19,939,224,971,256,14
19,1419,176,1483,240,8
20,1051,208,1099,256,1
20,939,224,971,256,14
20,1435,160,1499,240,2
21,1051,208,1099,256,1
21,939,224,971,256,14
21,1435,176,1499,240,2
22,1051,208,1099,256,1
22,939,224,971,256,14
22,1435,176,1515,240,2
23,1067,256,1099,288,7
