1,1035,224,1051,256,14
1,891,224,923,256,16
1,1275,192,1339,256,10
2,1035,224,1067,256,14
2,891,224,923,256,16
2,1291,192,1355,256,10
3,1227,208,1259,240,2
3,1307,192,1355,256,10
3,1035,224,1067,256,14
3,891,224,923,256,16
4,1035,224,1067,256,14
5,1243,208,1275,240,2
5,1323,192,1387,256,10
5,1051,224,1067,256,14
6,1243,208,1275,240,2
6,1323,192,1387,256,10
6,1115,224,1147,256,14
6,1051,224,1067,256,14
7,1259,208,1291,240,2
7,1339,192,1403,256,10
8,1259,208,1291,240,2
8,1355,192,1419,256,10
9,1051,224,1083,256,14
9,1371,192,1419,256,10
10,1051,224,1083,256,14
10,1371,192,1435,256,10
11,1275,208,1307,240,2
11,1387,192,1451,256,10
11,1051,224,1083,256,14
12,1275,208,1307,240,2
12,1387,192,1467,256,10
12,1051,224,1083,256,14
13,1067,224,1083,256,14
13,1403,192,1483,256,10
14,1291,208,1323,240,2
14,1419,192,1483,256,10
14,1067,224,1083,256,14
15,1291,208,1323,240,2
15,1419,176,1499,256,10
15,1067,224,1083,256,14
16,1067,224,1083,256,14
16,1435,176,1515,256,10
17,1307,208,1339,240,2
17,1451,176,1531,256,10
17,1067,224,1083,256,14
18,1307,208,1339,240,2
18,1451,176,1531,256,10
18,1067,224,1083,256,14
19,1067,224,1083,256,14
19,1051,224,1083,256,14
19,843,192,875,224,20
19,1467,176,1547,256,10
20,1467,176,1547,256,10
21,1323,208,1355,240,2
21,1483,176,1563,256,10
21,1131,224,1163,256,1
22,1323,208,1355,240,2
22,1499,176,1579,256,10
22,1451,0,1579,80,16
23,1323,208,1355,240,2
23,1499,160,1595,256,10
24,1323,208,1355,240,2
24,1515,176,1611,272,10
24,1131,224,1163,256,1
25,1131,224,1163,256,1
25,1531,176,1627,256,10
26,592,272,640,320,17
26,1547,160,1627,256,10
28,1115,224,1147,256,1
29,1115,224,1147,256,1
30,224,256,256,304,20
30,1339,208,1371,240,2
30,1115,224,1147,256,1
31,1339,208,1371,240,2
31,1115,224,1147,256,1
32,1339,208,1371,240,2
33,1099,256,1131,288,7
34,1099,256,1131,288,7
34,1099,224,1131,256,1
35,1099,256,1131,288,7
35,1099,224,1131,256,1
35,1339,208,1387,240,2
36,1099,256,1131,288,7
36,1339,208,1387,240,2
36,1099,224,1131,256,1
37,512,112,560,160,20
37,1355,208,1387,240,2
38,1083,256,1115,288,7
38,1355,208,1387,240,2
38,779,224,811,256,16
39,1083,256,1115,288,7
39,1355,208,1387,240,2
40,496,96,560,160,20
40,1083,256,1115,288,7
40,1355,208,1403,240,2
40,1083,208,1115,256,1
41,1083,256,1115,288,7
41,1355,208,1403,240,2
42,1083,256,1115,288,7
42,1371,208,1403,240,2
43,971,224,987,256,16
43,1067,208,1115,256,1
44,1083,256,1099,288,7
44,971,224,987,256,16
44,955,224,987,256,16
44,1067,208,1115,256,1
45,1067,256,1099,288,7
45,955,224,987,256,16
45,1067,208,1115,256,1
46,1067,256,1099,288,7
46,955,224,987,256,16
47,1067,256,1099,288,7
48,1067,256,1099,288,7
48,1067,208,1115,256,1
48,955,224,971,256,16
49,432,224,480,272,16
49,1067,256,1099,288,7
49,955,224,971,256,16
49,1067,208,1115,256,1
50,96,320,128,352,17
50,1067,256,1099,288,7
50,1419,192,1467,240,2
50,1067,208,1115,256,1
50,955,224,971,256,16
51,1067,256,1099,288,7
51,1515,224,1563,272,20
51,1067,208,1115,256,1
51,1419,192,1467,240,2
52,1435,192,1483,240,2
52,1067,208,1115,256,1
53,1563,224,1611,272,20
53,1067,208,1115,256,1
53,955,224,971,256,16
53,1451,192,1499,240,2
54,1083,256,1115,288,7
54,1451,192,1499,240,2
54,1067,208,1115,256,1
54,955,224,971,256,16
55,1083,256,1115,288,7
55,1387,192,1435,240,16
55,1467,192,1515,240,2
55,1067,208,1115,256,1
55,955,224,987,256,16
56,1083,256,1115,288,7
56,1483,192,1531,240,2
56,1083,208,1131,256,1
56,1067,208,1115,256,1
57,1083,256,1115,288,7
57,1483,192,1547,240,2
57,1083,208,1131,256,1
57,955,224,987,256,16
58,1499,176,1563,240,2
58,1083,208,1131,256,1
58,955,224,971,256,16
58,955,224,987,256,16
59,432,128,496,192,20
59,1099,256,1131,288,7
59,1515,176,1579,240,2
59,1083,208,1131,256,1
59,891,208,923,240,20
60,752,208,784,240,16
60,1099,256,1131,288,7
60,1531,176,1595,240,2
60,1099,208,1147,256,1
60,971,224,1003,256,16
61,1115,256,1147,288,7
61,1547,176,1611,240,2
61,1099,208,1147,256,1
61,971,224,1003,256,16
62,1115,256,1147,288,7
62,1099,208,1163,256,1
62,1563,176,1627,240,2
63,1115,208,1163,256,1
64,1131,256,1163,288,7
64,1115,208,1179,256,1
64,1003,224,1019,256,16
65,1131,256,1163,288,7
65,1131,208,1179,256,1
66,1147,256,1179,288,7
66,1131,208,1179,256,1
67,1147,256,1179,288,7
67,1131,208,1195,256,1
68,1147,256,1179,288,7
68,1131,208,1195,256,1
68,1019,224,1035,256,16
69,1019,224,1035,256,16
69,1147,208,1195,256,1
70,1163,256,1195,288,7
70,1147,208,1195,256,1
71,1163,256,1195,288,7
71,1147,208,1211,256,1
72,1163,256,1195,288,7
72,1147,208,1211,256,1
73,1035,224,1051,256,16
73,1163,208,1211,256,1
74,1163,208,1211,256,1
74,1035,224,1051,256,16
75,1179,256,1211,288,7
75,1163,208,1227,256,1
75,1035,224,1051,256,16
76,1179,256,1211,288,7
76,1163,208,1227,256,1
77,1179,256,1211,288,7
77,1179,208,1227,256,1
78,1179,208,1227,256,1
78,1035,224,1067,256,16
79,1179,208,1227,256,1
80,1195,256,1227,288,7
80,1179,208,1227,256,1
81,1195,256,1227,288,7
81,1179,192,1227,256,1
81,939,208,971,240,16
82,1179,208,1243,256,1
82,1051,224,1067,256,14
82,939,208,971,240,20
83,1051,224,1067,256,14
83,1179,208,1243,256,1
83,939,208,971,240,20
84,1195,256,1227,288,7
84,1051,224,1067,256,14
84,1179,208,1243,256,1
85,1179,208,1243,256,1
85,1051,224,1067,256,14
86,1195,256,1227,288,7
86,1051,224,1067,256,14
86,1195,208,1243,256,1
87,1195,256,1227,288,7
87,1051,224,1067,256,14
87,1195,208,1243,256,1
88,1195,208,1243,256,1
88,1051,224,1067,256,14
89,160,336,192,368,23
89,1195,208,1243,256,1
89,1051,224,1067,256,14
89,1051,224,1083,256,14
90,1195,208,1243,256,1
90,1051,224,1083,256,14
91,1195,208,1243,256,1
91,1051,224,1083,256,14
92,1051,224,1083,256,14
92,1195,208,1243,256,1
93,1051,224,1083,256,14
93,1195,208,1243,256,1
94,1211,256,1243,304,7
94,1051,224,1083,256,14
