frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
283,13,898,261,911,261,898,272,911,272
284,13,898,263,911,263,898,274,911,274
285,13,898,265,911,265,898,276,911,276
286,13,898,264,911,264,898,275,911,275
287,13,899,263,912,263,899,275,912,275
288,13,899,263,912,263,899,275,912,275
289,13,901,261,914,261,901,272,914,272
290,13,901,259,914,259,901,270,914,270
291,13,902,256,915,256,902,267,915,267
292,13,903,252,916,252,903,263,916,263
293,13,904,251,917,251,904,262,917,262
294,13,904,253,917,253,904,264,917,264
295,13,904,252,917,252,904,264,917,264
296,13,905,252,918,252,905,264,918,264
297,13,906,255,919,255,906,266,919,266
298,13,906,256,919,256,906,267,919,267
299,13,907,256,920,256,907,267,920,267
300,13,907,259,920,259,907,270,920,270
