frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,14,350,264,386,264,350,313,386,313
2,14,404,263,440,263,404,312,440,312
3,14,459,257,495,257,459,306,495,306
4,14,519,249,555,249,519,298,555,298
5,14,576,245,612,245,576,294,612,294
6,14,632,240,668,240,632,289,668,289
7,14,692,232,728,232,692,285,728,285
8,14,748,230,787,230,748,283,787,283
9,14,801,228,840,228,801,281,840,281
10,14,857,223,898,223,857,282,898,282
11,14,911,219,952,219,911,280,952,280
12,14,966,218,1007,218,966,283,1007,283
13,14,1017,216,1066,216,1017,289,1066,289
14,14,1073,220,1129,220,1073,293,1129,293
15,14,1125,213,1183,213,1125,293,1183,293
16,14,1188,208,1252,208,1188,294,1252,294
17,14,1260,202,1327,202,1260,295,1327,295
18,14,1341,197,1416,197,1341,299,1416,299
19,14,1435,192,1519,192,1435,305,1519,305
20,14,1557,179,1626,179,1557,310,1626,310
153,8,948,223,961,223,948,238,961,238
154,8,955,226,968,226,955,241,968,241
155,8,960,224,973,224,960,239,973,239
156,8,962,223,978,223,962,238,978,238
157,8,965,224,981,224,965,240,981,240
158,8,968,225,984,225,968,241,984,241
159,8,970,224,986,224,970,240,986,240
160,8,972,224,988,224,972,240,988,240
161,8,973,224,989,224,973,240,989,240
162,8,974,223,990,223,974,239,990,239
163,8,973,224,989,224,973,240,989,240
164,8,971,225,987,225,971,241,987,241
165,8,969,224,985,224,969,240,985,240
166,8,966,224,984,224,966,240,984,240
167,8,963,226,981,226,963,242,981,242
168,8,960,228,978,228,960,244,978,244
169,8,957,229,975,229,957,245,975,245
170,8,954,229,972,229,954,245,972,245
171,8,951,229,972,229,951,245,972,245
172,8,948,227,969,227,948,243,969,243
173,8,946,226,967,226,946,242,967,242
174,8,943,226,964,226,943,242,964,242
175,8,940,226,961,226,940,242,961,242
176,8,938,226,959,226,938,242,959,242
177,8,935,229,956,229,935,245,956,245
178,13,902,237,914,237,902,248,914,248
178,8,932,231,953,231,932,247,953,247
179,13,899,237,911,237,899,248,911,248
179,8,932,228,952,228,932,247,952,247
180,13,895,236,907,236,895,247,907,247
180,8,929,227,949,227,929,246,949,246
181,13,892,235,904,235,892,246,904,246
181,8,926,226,946,226,926,245,946,245
182,13,889,233,901,233,889,244,901,244
182,8,924,224,944,224,924,243,944,243
183,13,887,232,899,232,887,243,899,243
183,8,923,223,943,223,923,242,943,242
184,13,884,229,896,229,884,240,896,240
184,8,921,218,944,218,921,239,944,239
185,13,882,227,894,227,882,238,894,238
185,8,920,216,943,216,920,237,943,237
186,13,880,230,892,230,880,241,892,241
186,8,919,221,944,221,919,241,944,241
187,13,879,235,891,235,879,246,891,246
187,8,919,224,944,224,919,246,944,246
188,13,878,237,890,237,878,248,890,248
188,8,919,226,944,226,919,248,944,248
189,13,879,239,891,239,879,250,891,250
189,8,919,227,944,227,919,249,944,249
190,13,879,241,891,241,879,252,891,252
190,8,920,229,945,229,920,252,945,252
191,13,878,242,890,242,878,253,890,253
191,8,921,230,946,230,921,253,946,253
192,13,878,241,890,241,878,252,890,252
192,8,922,230,947,230,922,253,947,253
193,13,877,235,889,235,877,246,889,246
193,8,923,224,948,224,923,247,948,247
194,13,876,231,888,231,876,242,888,242
194,8,924,220,949,220,924,243,949,243
195,13,875,231,887,231,875,242,887,242
195,8,925,220,950,220,925,243,950,243
196,13,875,230,887,230,875,241,887,241
196,8,925,219,950,219,925,242,950,242
197,13,874,227,886,227,874,238,886,238
197,8,924,214,953,214,924,239,953,239
198,13,874,229,886,229,874,240,886,240
198,8,925,216,954,216,925,241,954,241
199,13,873,235,885,235,873,246,885,246
199,8,926,222,955,222,926,249,955,249
200,13,873,237,885,237,873,248,885,248
200,8,927,224,957,224,927,251,957,251
201,13,873,238,885,238,873,249,885,249
201,8,928,225,959,225,928,252,959,252
202,13,873,242,885,242,873,253,885,253
202,8,930,226,961,226,930,256,961,256
203,13,873,244,885,244,873,255,885,255
203,8,932,229,964,229,932,258,964,258
204,13,873,241,885,241,873,252,885,252
204,8,934,225,966,225,934,254,966,254
205,13,873,240,885,240,873,251,885,251
205,8,936,224,970,224,936,253,970,253
206,13,873,236,885,236,873,247,885,247
206,8,939,220,973,220,939,249,973,249
207,13,875,230,887,230,875,241,887,241
207,8,943,214,977,214,943,243,977,243
208,13,876,227,888,227,876,238,888,238
208,8,947,209,982,209,947,240,982,240
209,13,877,230,889,230,877,241,889,241
