frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
7,1,7,597,28,597,7,612,28,612
8,1,33,596,53,596,33,612,53,612
9,1,58,596,78,596,58,611,78,611
10,1,83,596,102,596,83,611,102,611
11,1,107,596,126,596,107,611,126,611
12,1,131,596,149,596,131,611,149,611
13,1,154,597,172,597,154,611,172,611
14,1,175,597,192,597,175,611,192,611
15,1,195,597,212,597,195,611,212,611
16,1,215,597,232,597,215,611,232,611
17,1,234,597,251,597,234,611,251,611
18,1,253,597,270,597,253,611,270,611
19,1,272,598,288,598,272,611,288,611
20,1,291,598,307,598,291,611,307,611
21,1,308,598,324,598,308,611,324,611
22,1,324,598,340,598,324,611,340,611
23,1,340,598,356,598,340,611,356,611
24,1,356,598,371,598,356,611,371,611
25,1,371,598,387,598,371,611,387,611
26,1,387,598,402,598,387,611,402,611
27,1,402,598,417,598,402,611,417,611
28,1,417,598,431,598,417,611,431,611
29,1,431,598,446,598,431,611,446,611
30,1,444,598,458,598,444,611,458,611
31,1,457,598,471,598,457,611,471,611
32,1,469,598,484,598,469,611,484,611
33,1,482,598,496,598,482,611,496,611
34,1,494,598,508,598,494,611,508,611
35,1,507,598,521,598,507,611,521,611
36,1,519,596,533,596,519,610,533,610
37,1,531,596,545,596,531,609,545,609
38,1,542,596,556,596,542,609,556,609
39,1,553,596,567,596,553,609,567,609
40,1,563,596,577,596,563,610,577,610
41,1,573,596,587,596,573,610,587,610
42,1,583,596,597,596,583,610,597,610
43,1,593,596,607,596,593,610,607,610
44,1,603,596,617,596,603,610,617,610
45,1,613,596,627,596,613,610,627,610
46,1,623,596,637,596,623,610,637,610
47,1,632,596,646,596,632,610,646,610
48,1,642,594,656,594,642,608,656,608
49,1,651,593,665,593,651,607,665,607
50,1,660,593,674,593,660,607,674,607
51,1,668,593,682,593,668,607,682,607
52,1,676,592,690,592,676,606,690,606
53,1,684,592,698,592,684,606,698,606
54,1,692,591,706,591,692,606,706,606
55,1,700,591,715,591,700,606,715,606
56,1,708,591,723,591,708,606,723,606
57,1,716,591,731,591,716,606,731,606
58,1,724,591,739,591,724,606,739,606
59,1,732,591,747,591,732,606,747,606
60,1,740,591,755,591,740,606,755,606
61,1,756,591,771,591,756,606,771,606
62,1,777,590,792,590,777,605,792,605
63,1,794,590,809,590,794,605,809,605
64,1,809,590,824,590,809,605,824,605
