frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
199,10,787,233,799,233,787,243,799,243
200,10,789,234,801,234,789,244,801,244
201,10,791,234,803,234,791,244,803,244
202,10,794,235,806,235,794,245,806,245
203,10,796,236,808,236,796,246,808,246
204,10,799,236,811,236,799,246,811,246
205,10,801,236,813,236,801,246,813,246
206,10,803,235,815,235,803,245,815,245
207,10,805,234,817,234,805,244,817,244
208,10,806,233,818,233,806,243,818,243
209,10,807,232,819,232,807,242,819,242
210,10,808,232,820,232,808,243,820,243
211,10,810,232,822,232,810,244,822,244
212,10,811,232,823,232,811,244,823,244
213,10,812,232,824,232,812,244,824,244
214,10,813,232,825,232,813,245,825,245
215,10,815,232,828,232,815,245,828,245
216,10,816,232,829,232,816,245,829,245
217,10,817,232,830,232,817,245,830,245
218,10,818,231,831,231,818,244,831,244
219,10,819,231,832,231,819,244,832,244
220,10,820,231,833,231,820,244,833,244
221,10,821,231,834,231,821,244,834,244
222,10,822,231,835,231,822,244,835,244
223,10,824,231,838,231,824,246,838,246
224,10,826,231,840,231,826,246,840,246
225,10,828,230,842,230,828,245,842,245
226,10,830,230,844,230,830,245,844,245
227,10,832,230,846,230,832,245,846,245
228,10,834,230,848,230,834,245,848,245
229,10,836,230,850,230,836,245,850,245
230,10,837,228,851,228,837,243,851,243
231,10,838,227,852,227,838,242,852,242
232,10,839,226,853,226,839,241,853,241
233,10,841,225,855,225,841,240,855,240
234,10,842,224,858,224,842,239,858,239
235,10,844,224,860,224,844,239,860,239
236,10,846,223,862,223,846,238,862,238
237,10,848,220,865,220,848,236,865,236
238,10,850,219,867,219,850,235,867,235
239,10,852,219,869,219,852,235,869,235
240,10,854,218,872,218,854,235,872,235
241,10,856,217,874,217,856,234,874,234
242,10,858,216,877,216,858,234,877,234
243,10,860,215,879,215,860,233,879,233
244,10,862,214,881,214,862,232,881,232
245,10,864,214,883,214,864,232,883,232
246,10,868,212,888,212,868,231,888,231
247,10,870,210,890,210,870,229,890,229
248,10,872,210,893,210,872,230,893,230
249,10,875,211,896,211,875,232,896,232
250,10,878,212,899,212,878,233,899,233
251,10,880,212,901,212,880,234,901,234
252,10,882,211,903,211,882,233,903,233
253,10,884,208,907,208,884,231,907,231
254,10,886,208,909,208,886,231,909,231
255,10,889,210,912,210,889,233,912,233
256,10,892,210,915,210,892,233,915,233
257,10,895,209,919,209,895,233,919,233
258,10,898,209,922,209,898,233,922,233
259,10,901,207,926,207,901,233,926,233
260,10,904,207,930,207,904,233,930,233
261,10,907,208,933,208,907,234,933,234
262,10,910,208,937,208,910,235,937,235
263,10,913,207,941,207,913,235,941,235
264,10,916,206,944,206,916,234,944,234
265,10,919,204,947,204,919,233,947,233
266,10,921,202,950,202,921,231,950,231
267,10,923,201,953,201,923,229,953,229
268,10,925,201,956,201,925,230,956,230
269,10,927,198,959,198,927,229,959,229
270,10,929,196,961,196,929,227,961,227
271,10,932,196,965,196,932,227,965,227
272,10,936,197,970,197,936,229,970,229
273,10,940,196,975,196,940,231,975,231
274,10,944,197,979,197,944,231,979,231
275,10,949,197,985,197,949,232,985,232
276,10,953,192,990,192,953,229,990,229
277,10,958,190,996,190,958,228,996,228
278,10,963,189,1003,189,963,228,1003,228
279,10,969,187,1010,187,969,229,1010,229
280,10,975,184,1018,184,975,229,1018,229
281,10,982,183,1025,183,982,228,1025,228
282,10,989,181,1036,181,989,230,1036,230
283,10,996,180,1045,180,996,229,1045,229
284,10,1005,177,1055,177,1005,229,1055,229
285,10,1014,174,1067,174,1014,227,1067,227
286,10,1023,169,1079,169,1023,226,1079,226
287,10,1035,167,1093,167,1035,228,1093,228
288,10,1046,163,1107,163,1046,227,1107,227
289,10,1057,160,1124,160,1057,227,1124,227
290,10,1071,155,1140,155,1071,228,1140,228
291,10,1086,151,1160,151,1086,227,1160,227
292,10,1104,147,1182,147,1104,225,1182,225
293,10,1122,134,1206,134,1122,220,1206,220
294,10,1141,125,1233,125,1141,217,1233,217
295,10,1168,124,1262,124,1168,221,1262,221
296,10,1195,118,1298,118,1195,225,1298,225
297,10,1226,109,1339,109,1226,227,1339,227
298,10,1261,103,1385,103,1261,228,1385,228
299,10,1306,85,1443,85,1306,225,1443,225
300,10,1359,66,1512,66,1359,222,1512,222
