frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,1,908,230,952,230,908,274,952,274
1,10,778,234,794,234,778,251,794,251
1,1,368,229,413,229,368,273,413,273
1,10,485,239,504,239,485,257,504,257
2,1,915,228,959,228,915,272,959,272
2,10,779,232,798,232,779,250,798,250
2,1,361,229,408,229,361,273,408,273
2,10,486,238,507,238,486,257,507,257
3,1,924,222,968,222,924,266,968,266
3,10,784,226,803,226,784,244,803,244
3,1,356,224,403,224,356,268,403,268
3,10,489,232,510,232,489,251,510,251
4,1,933,218,979,218,933,262,979,262
4,10,789,221,809,221,789,240,809,240
4,1,350,219,397,219,350,263,397,263
4,10,489,228,510,228,489,247,510,247
5,1,943,217,989,217,943,261,989,261
5,10,795,219,815,219,795,238,815,238
5,1,345,217,392,217,345,261,392,261
5,10,492,226,513,226,492,245,513,245
6,1,951,216,1003,216,951,264,1003,264
6,10,800,219,822,219,800,240,822,240
6,1,334,213,385,213,334,264,385,264
6,10,492,226,516,226,492,247,516,247
7,1,962,217,1014,217,962,265,1014,265
7,10,805,220,827,220,805,241,827,241
7,1,329,215,380,215,329,266,380,266
7,10,493,227,517,227,493,248,517,248
8,1,973,221,1025,221,973,269,1025,269
8,10,810,224,832,224,810,245,832,245
8,1,319,220,370,220,319,271,370,271
8,10,495,231,519,231,495,252,519,252
9,1,983,225,1037,225,983,278,1037,278
9,10,814,231,836,231,814,252,836,252
9,1,309,226,361,226,309,278,361,278
9,10,495,238,519,238,495,259,519,259
10,1,992,226,1050,226,992,280,1050,280
10,10,818,230,841,230,818,252,841,252
10,1,296,226,351,226,296,281,351,281
10,10,495,238,520,238,495,260,520,260
11,1,1002,226,1061,226,1002,282,1061,282
11,10,821,230,844,230,821,252,844,252
11,1,281,225,338,225,281,282,338,282
11,10,494,238,519,238,494,260,519,260
12,1,1014,225,1076,225,1014,286,1076,286
12,10,825,230,849,230,825,253,849,253
12,1,263,223,325,223,263,284,325,284
12,10,494,237,519,237,494,259,519,259
13,1,1023,223,1088,223,1023,287,1088,287
13,10,827,229,851,229,827,252,851,252
