frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,12,648,575,675,575,648,605,675,605
2,12,662,574,690,574,662,605,690,605
3,12,677,574,705,574,677,605,705,605
4,12,693,573,721,573,693,604,721,604
5,12,710,572,739,572,710,604,739,604
6,12,728,572,757,572,728,604,757,604
7,12,747,571,776,571,747,604,776,604
8,12,767,570,797,570,767,603,797,603
9,12,788,569,819,569,788,603,819,603
10,12,811,568,842,568,811,603,842,603
11,12,835,567,867,567,835,602,867,602
12,12,861,566,893,566,861,602,893,602
13,12,889,565,922,565,889,601,922,601
13,3,11,600,30,600,11,614,30,614
14,12,919,563,953,563,919,601,953,601
14,3,54,600,73,600,54,614,73,614
15,12,951,562,986,562,951,600,986,600
15,3,98,601,115,601,98,614,115,614
16,12,985,560,1022,560,985,599,1022,599
16,3,141,601,158,601,141,614,158,614
17,12,1022,558,1060,558,1022,599,1060,599
17,3,185,601,201,601,185,614,201,614
18,12,1057,556,1097,556,1057,598,1097,598
18,3,222,602,237,602,222,614,237,614
19,12,1078,555,1119,555,1078,598,1119,598
19,3,238,602,253,602,238,614,253,614
20,12,1098,553,1141,553,1098,597,1141,597
20,3,252,602,267,602,252,614,267,614
21,12,1119,551,1163,551,1119,596,1163,596
21,3,266,602,281,602,266,614,281,614
22,12,1140,549,1186,549,1140,596,1186,596
22,3,279,602,294,602,279,614,294,614
23,12,1160,547,1208,547,1160,595,1208,595
23,3,291,602,306,602,291,614,306,614
24,12,1181,545,1231,545,1181,595,1231,595
24,3,302,602,317,602,302,614,317,614
25,12,1203,543,1255,543,1203,594,1255,594
25,3,313,602,327,602,313,614,327,614
26,12,1225,541,1280,541,1225,593,1280,593
26,3,323,602,337,602,323,614,337,614
27,12,1249,538,1306,538,1249,592,1306,592
27,3,333,601,347,601,333,614,347,614
28,12,1272,536,1332,536,1272,592,1332,592
28,3,342,601,356,601,342,614,356,614
29,12,1297,533,1360,533,1297,591,1360,591
29,3,351,601,365,601,351,614,365,614
30,12,1323,530,1390,530,1323,590,1390,590
30,3,359,601,373,601,359,613,373,613
31,12,1351,527,1421,527,1351,589,1421,589
31,3,368,601,382,601,368,613,382,613
32,12,1380,523,1454,523,1380,588,1454,588
32,3,376,601,390,601,376,613,390,613
33,12,1410,520,1489,520,1410,587,1489,587
33,3,384,600,398,600,384,613,398,613
34,12,1443,515,1527,515,1443,586,1527,586
34,3,392,600,406,600,392,613,406,613
35,12,1478,511,1568,511,1478,584,1568,584
35,3,400,600,414,600,400,613,414,613
36,12,1516,506,1612,506,1516,583,1612,583
36,3,408,600,422,600,408,613,422,613
37,12,1556,501,1628,501,1556,581,1628,581
37,3,416,600,430,600,416,613,430,613
38,3,424,600,437,600,424,612,437,612
39,3,432,600,445,600,432,612,445,612
40,3,440,600,453,600,440,612,453,612
41,3,448,600,461,600,448,612,461,612
42,3,456,600,470,600,456,612,470,612
43,3,465,598,478,598,465,610,478,610
44,3,473,597,487,597,473,610,487,610
45,3,482,598,496,598,482,610,496,610
46,3,492,598,505,598,492,610,505,610
47,3,501,598,515,598,501,610,515,610
48,3,511,597,524,597,511,610,524,610
49,3,521,597,535,597,521,610,535,610
50,3,532,597,546,597,532,610,546,610
51,3,544,598,557,598,544,610,557,610
52,3,556,597,569,597,556,610,569,610
53,3,569,597,582,597,569,610,582,610
54,3,582,597,596,597,582,610,596,610
55,3,597,597,610,597,597,610,610,610
56,3,613,597,626,597,613,610,626,610
57,3,630,597,643,597,630,610,643,610
58,3,649,597,662,597,649,610,662,610
59,3,669,597,682,597,669,610,682,610
60,3,692,597,705,597,692,610,705,610
61,3,716,597,729,597,716,610,729,610
62,3,743,598,756,598,743,611,756,611
63,3,772,598,785,598,772,611,785,611
64,3,792,598,805,598,792,611,805,611
65,3,806,598,819,598,806,611,819,611
66,3,817,598,830,598,817,611,830,611
67,3,826,598,839,598,826,611,839,611
68,3,832,598,845,598,832,611,845,611
69,3,836,598,849,598,836,611,849,611
70,3,839,597,853,597,839,611,853,611
71,3,843,597,856,597,843,611,856,611
72,3,846,597,859,597,846,611,859,611
73,3,848,597,862,597,848,611,862,611
74,3,851,597,865,597,851,611,865,611
75,3,853,597,867,597,853,611,867,611
76,3,856,597,870,597,856,611,870,611
77,3,857,597,872,597,857,611,872,611
78,3,859,596,873,596,859,611,873,611
79,3,861,596,875,596,861,611,875,611
80,3,862,596,877,596,862,611,877,611
81,3,863,596,878,596,863,611,878,611
82,3,865,596,880,596,865,611,880,611
83,3,866,596,881,596,866,611,881,611
84,3,868,595,883,595,868,610,883,610
85,3,869,595,884,595,869,610,884,610
86,3,870,595,885,595,870,610,885,610
87,3,872,595,887,595,872,610,887,610
88,3,873,595,888,595,873,610,888,610
89,3,874,595,889,595,874,610,889,610
90,3,875,594,891,594,875,610,891,610
91,3,876,594,892,594,876,610,892,610
92,3,877,594,893,594,877,610,893,610
93,3,878,594,894,594,878,610,894,610
94,3,879,594,895,594,879,610,895,610
95,3,880,594,897,594,880,610,897,610
96,3,881,593,898,593,881,610,898,610
97,3,882,593,899,593,882,610,899,610
98,3,884,593,900,593,884,610,900,610
99,3,885,593,901,593,885,610,901,610
100,3,886,593,903,593,886,609,903,609
101,3,887,592,904,592,887,609,904,609
102,3,888,592,905,592,888,609,905,609
103,3,889,592,906,592,889,609,906,609
104,3,890,592,907,592,890,609,907,609
105,3,891,591,908,591,891,609,908,609
106,3,892,591,910,591,892,609,910,609
107,3,893,591,911,591,893,609,911,609
108,3,894,591,912,591,894,609,912,609
109,3,895,590,913,590,895,609,913,609
110,3,896,590,915,590,896,609,915,609
111,3,897,590,916,590,897,609,916,609
112,3,898,590,917,590,898,608,917,608
113,3,900,589,918,589,900,608,918,608
114,3,901,589,920,589,901,608,920,608
115,3,902,589,921,589,902,608,921,608
116,3,903,589,922,589,903,608,922,608
117,3,904,588,924,588,904,608,924,608
118,3,905,588,925,588,905,608,925,608
119,3,907,588,927,588,907,608,927,608
120,3,908,588,928,588,908,608,928,608
121,3,909,587,930,587,909,608,930,608
122,3,910,587,931,587,910,608,931,608
123,3,912,587,932,587,912,607,932,607
124,3,913,586,934,586,913,607,934,607
124,4,853,603,863,603,853,613,863,613
125,3,914,586,935,586,914,607,935,607
125,4,853,603,863,603,853,613,863,613
125,1,833,603,843,603,833,613,843,613
126,3,916,586,937,586,916,607,937,607
126,4,854,603,864,603,854,613,864,613
126,1,833,603,843,603,833,613,843,613
127,3,917,585,939,585,917,607,939,607
127,4,854,603,864,603,854,613,864,613
127,1,834,603,844,603,834,613,844,613
128,3,918,585,940,585,918,607,940,607
128,4,855,603,865,603,855,613,865,613
128,1,834,603,844,603,834,613,844,613
129,3,920,585,942,585,920,607,942,607
129,4,855,602,866,602,855,613,866,613
129,1,834,603,845,603,834,613,845,613
130,3,921,584,944,584,921,607,944,607
130,4,856,602,866,602,856,613,866,613
130,1,835,602,845,602,835,613,845,613
131,3,923,584,945,584,923,607,945,607
131,4,856,602,867,602,856,613,867,613
131,1,835,602,846,602,835,613,846,613
132,3,924,583,947,583,924,606,947,606
132,4,857,602,867,602,857,613,867,613
132,1,836,602,846,602,836,613,846,613
133,3,926,583,949,583,926,606,949,606
133,4,857,602,868,602,857,613,868,613
133,1,836,602,847,602,836,613,847,613
134,3,928,583,951,583,928,606,951,606
134,4,858,602,868,602,858,613,868,613
134,1,836,602,847,602,836,613,847,613
135,3,929,582,953,582,929,606,953,606
135,4,858,602,869,602,858,613,869,613
135,1,837,602,847,602,837,613,847,613
136,3,931,582,955,582,931,606,955,606
136,4,859,602,870,602,859,613,870,613
136,1,837,602,848,602,837,613,848,613
137,3,933,581,957,581,933,606,957,606
137,4,860,602,870,602,860,613,870,613
137,1,838,602,848,602,838,613,848,613
138,3,934,581,959,581,934,606,959,606
138,4,860,602,871,602,860,613,871,613
138,1,838,602,849,602,838,613,849,613
139,3,936,581,961,581,936,606,961,606
139,4,861,602,872,602,861,613,872,613
139,1,839,602,849,602,839,613,849,613
140,3,938,580,963,580,938,605,963,605
140,4,861,602,872,602,861,612,872,612
140,1,839,602,850,602,839,612,850,612
141,3,940,580,965,580,940,605,965,605
141,4,862,601,873,601,862,612,873,612
141,1,840,602,851,602,840,612,851,612
142,3,942,579,967,579,942,605,967,605
142,4,863,601,874,601,863,612,874,612
142,1,840,601,851,601,840,612,851,612
143,3,944,579,970,579,944,605,970,605
143,4,863,601,874,601,863,612,874,612
143,1,841,601,852,601,841,612,852,612
144,3,946,578,972,578,946,605,972,605
144,4,864,601,875,601,864,612,875,612
144,1,841,601,852,601,841,612,852,612
145,3,948,578,975,578,948,604,975,604
145,4,865,601,876,601,865,612,876,612
145,1,842,601,853,601,842,612,853,612
146,3,950,577,978,577,950,604,978,604
146,4,865,601,877,601,865,612,877,612
146,1,842,601,854,601,842,612,854,612
147,3,953,577,980,577,953,604,980,604
147,4,866,601,877,601,866,612,877,612
147,1,843,601,854,601,843,612,854,612
148,3,955,576,983,576,955,604,983,604
148,4,867,601,878,601,867,612,878,612
148,1,844,601,855,601,844,612,855,612
149,3,957,573,986,573,957,601,986,601
149,4,868,598,879,598,868,610,879,610
149,1,844,598,856,598,844,610,856,610
150,3,960,572,988,572,960,600,988,600
150,4,868,598,880,598,868,609,880,609
150,1,845,598,856,598,845,609,856,609
151,3,962,571,991,571,962,600,991,600
151,4,869,597,881,597,869,609,881,609
151,1,846,597,857,597,846,609,857,609
152,3,965,570,994,570,965,599,994,599
152,4,870,597,882,597,870,609,882,609
152,1,846,597,858,597,846,609,858,609
153,3,968,569,998,569,968,599,998,599
153,4,871,597,883,597,871,608,883,608
153,1,847,597,859,597,847,608,859,608
154,3,971,568,1002,568,971,598,1002,598
154,4,872,596,884,596,872,608,884,608
154,1,848,596,860,596,848,608,860,608
155,3,975,567,1006,567,975,598,1006,598
155,4,873,596,885,596,873,608,885,608
155,1,849,596,861,596,849,608,861,608
156,3,978,566,1009,566,978,597,1009,597
156,4,875,596,887,596,875,608,887,608
156,1,850,596,862,596,850,608,862,608
157,3,982,565,1013,565,982,597,1013,597
157,4,876,596,888,596,876,608,888,608
157,1,852,596,863,596,852,608,863,608
158,3,985,564,1018,564,985,597,1018,597
158,4,877,595,889,595,877,607,889,607
158,1,853,595,865,595,853,607,865,607
159,3,989,564,1022,564,989,596,1022,596
159,4,879,595,891,595,879,607,891,607
159,1,854,595,866,595,854,607,866,607
160,3,993,563,1026,563,993,596,1026,596
160,4,880,595,893,595,880,607,893,607
160,1,856,595,868,595,856,607,868,607
161,3,998,562,1032,562,998,596,1032,596
161,4,883,595,895,595,883,607,895,607
161,1,858,595,870,595,858,607,870,607
162,3,1005,561,1040,561,1005,595,1040,595
162,4,886,595,898,595,886,607,898,607
162,1,861,595,873,595,861,607,873,607
163,3,1012,560,1048,560,1012,595,1048,595
163,4,890,594,902,594,890,607,902,607
163,1,865,595,877,595,865,607,877,607
164,3,1021,561,1057,561,1021,596,1057,596
164,4,895,596,908,596,895,608,908,608
164,1,870,596,882,596,870,608,882,608
165,3,1031,560,1067,560,1031,597,1067,597
165,4,902,597,914,597,902,609,914,609
165,1,876,597,888,597,876,609,888,609
166,3,1043,560,1080,560,1043,597,1080,597
166,4,910,597,923,597,910,610,923,610
166,1,884,597,897,597,884,610,897,610
167,3,1048,560,1086,560,1048,597,1086,597
167,4,915,597,927,597,915,610,927,610
167,1,889,597,901,597,889,610,901,610
168,3,1053,560,1090,560,1053,597,1090,597
168,4,917,597,930,597,917,610,930,610
168,1,891,597,904,597,891,610,904,610
169,3,1056,559,1094,559,1056,597,1094,597
169,4,919,597,932,597,919,610,932,610
169,1,893,598,905,598,893,610,905,610
170,3,1060,559,1098,559,1060,597,1098,597
170,4,920,598,933,598,920,610,933,610
170,1,894,598,907,598,894,610,907,610
171,3,1063,558,1102,558,1063,597,1102,597
171,4,921,598,934,598,921,610,934,610
171,1,895,598,908,598,895,610,908,610
172,3,1067,557,1107,557,1067,596,1107,596
172,4,922,598,935,598,922,610,935,610
172,1,896,598,909,598,896,611,909,611
173,3,1072,557,1112,557,1072,596,1112,596
173,4,923,598,936,598,923,611,936,611
173,1,897,598,909,598,897,611,909,611
174,3,1077,556,1118,556,1077,596,1118,596
174,4,924,598,937,598,924,611,937,611
174,1,897,598,910,598,897,611,910,611
175,3,1082,554,1124,554,1082,596,1124,596
175,4,925,597,938,597,925,611,938,611
175,1,898,598,911,598,898,611,911,611
176,3,1088,553,1131,553,1088,595,1131,595
176,4,926,597,939,597,926,611,939,611
176,1,899,597,912,597,899,611,912,611
177,3,1095,552,1139,552,1095,595,1139,595
177,4,927,597,940,597,927,611,940,611
177,1,900,597,913,597,900,611,913,611
178,3,1103,550,1148,550,1103,594,1148,594
178,4,928,597,942,597,928,611,942,611
178,1,901,597,914,597,901,611,914,611
179,3,1111,548,1157,548,1111,593,1157,593
179,4,929,597,943,597,929,610,943,610
179,1,901,597,915,597,901,611,915,611
180,3,1121,546,1169,546,1121,593,1169,593
180,4,930,597,944,597,930,610,944,610
180,1,902,597,916,597,902,611,916,611
181,3,1131,543,1181,543,1131,592,1181,592
181,4,932,597,945,597,932,610,945,610
181,1,903,597,917,597,903,610,917,610
182,3,1144,540,1195,540,1144,591,1195,591
182,4,933,596,947,596,933,610,947,610
182,1,904,597,918,597,904,610,918,610
183,3,1157,537,1211,537,1157,590,1211,590
183,4,934,596,949,596,934,610,949,610
183,1,905,596,920,596,905,610,920,610
184,3,1168,535,1223,535,1168,589,1223,589
184,4,935,596,950,596,935,610,950,610
184,1,906,596,920,596,906,610,920,610
185,3,1175,533,1231,533,1175,588,1231,588
185,4,936,596,950,596,936,610,950,610
185,1,907,596,921,596,907,610,921,610
186,3,1182,531,1240,531,1182,588,1240,588
186,4,937,596,951,596,937,610,951,610
186,1,907,596,922,596,907,610,922,610
187,3,1190,530,1249,530,1190,587,1249,587
187,4,937,596,952,596,937,610,952,610
187,1,908,596,922,596,908,610,922,610
188,3,1198,528,1258,528,1198,586,1258,586
188,4,938,596,953,596,938,610,953,610
188,1,908,596,923,596,908,610,923,610
189,3,1207,525,1269,525,1207,586,1269,586
189,4,939,595,953,595,939,610,953,610
189,1,909,596,923,596,909,610,923,610
190,3,1216,523,1280,523,1216,585,1280,585
190,4,939,595,954,595,939,610,954,610
190,1,909,596,924,596,909,610,924,610
191,3,1226,521,1291,521,1226,584,1291,584
191,4,940,595,955,595,940,610,955,610
191,1,910,595,925,595,910,610,925,610
192,3,1237,518,1304,518,1237,583,1304,583
192,4,941,595,956,595,941,610,956,610
192,1,911,595,925,595,911,610,925,610
193,3,1249,516,1317,516,1249,582,1317,582
193,4,942,595,957,595,942,610,957,610
193,1,911,595,926,595,911,610,926,610
194,3,1261,513,1331,513,1261,581,1331,581
194,4,943,595,958,595,943,610,958,610
194,1,912,595,927,595,912,610,927,610
195,3,1274,510,1347,510,1274,580,1347,580
195,4,943,595,959,595,943,610,959,610
195,1,912,595,928,595,912,610,928,610
196,3,1288,506,1363,506,1288,579,1363,579
196,4,944,594,960,594,944,610,960,610
196,1,913,595,928,595,913,610,928,610
197,3,1304,503,1381,503,1304,578,1381,578
197,4,945,594,961,594,945,610,961,610
197,1,914,595,929,595,914,610,929,610
198,3,1320,499,1400,499,1320,576,1400,576
198,4,946,594,962,594,946,610,962,610
198,1,914,594,930,594,914,610,930,610
199,3,1338,495,1421,495,1338,575,1421,575
199,4,947,594,963,594,947,610,963,610
199,1,915,594,931,594,915,610,931,610
