frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,14,641,238,651,238,641,251,651,251
1,7,183,292,197,292,183,308,197,308
2,14,665,239,675,239,665,252,675,252
2,7,202,295,216,295,202,311,216,311
2,14,17,251,27,251,17,265,27,265
3,14,688,240,698,240,688,254,698,254
3,7,223,297,237,297,223,313,237,313
3,14,42,253,53,253,42,267,53,267
4,5,956,254,985,254,956,279,985,279
4,14,714,238,724,238,714,252,724,252
4,7,243,296,257,296,243,312,257,312
4,14,65,252,76,252,65,266,76,266
5,5,983,256,1012,256,983,281,1012,281
5,14,740,238,750,238,740,252,750,252
5,7,264,294,279,294,264,314,279,314
5,14,86,252,98,252,86,266,98,266
6,5,1018,257,1047,257,1018,283,1047,283
6,14,766,240,776,240,766,254,776,254
6,7,282,296,300,296,282,316,300,316
6,14,109,253,119,253,109,267,119,267
7,14,795,240,805,240,795,254,805,254
7,7,301,295,319,295,301,315,319,315
7,14,131,253,141,253,131,267,141,267
8,14,822,241,832,241,822,255,832,255
8,7,322,298,340,298,322,317,340,317
8,14,154,253,166,253,154,267,166,267
9,14,851,240,861,240,851,254,861,254
9,7,342,297,360,297,342,316,360,316
9,14,177,252,189,252,177,266,189,266
10,14,880,240,890,240,880,254,890,254
10,7,362,297,380,297,362,316,380,316
10,14,200,253,210,253,200,269,210,269
11,5,1184,258,1219,258,1184,290,1219,290
11,14,910,240,920,240,910,254,920,254
11,7,383,295,401,295,383,314,401,314
11,14,222,246,232,246,222,262,232,262
12,5,1220,259,1254,259,1220,290,1254,290
12,14,943,237,953,237,943,251,953,251
12,7,404,292,422,292,404,311,422,311
12,14,244,242,254,242,244,258,254,258
13,5,1256,257,1291,257,1256,290,1291,290
13,14,973,236,983,236,973,250,983,250
13,7,424,289,442,289,424,308,442,308
13,14,266,240,277,240,266,256,277,256
14,1,1007,198,1020,198,1007,216,1020,216
14,14,1007,236,1017,236,1007,250,1017,250
14,7,447,290,465,290,447,309,465,309
15,1,1041,196,1053,196,1041,216,1053,216
15,14,1042,236,1052,236,1042,250,1052,250
15,7,468,288,486,288,468,307,486,307
16,1,1077,193,1089,193,1077,213,1089,213
16,14,1076,234,1086,234,1076,248,1086,248
16,7,490,287,508,287,490,306,508,306
17,1,1114,192,1128,192,1114,212,1128,212
17,5,1415,261,1451,261,1415,294,1451,294
17,14,1114,235,1124,235,1114,249,1124,249
17,7,512,288,530,288,512,307,530,307
18,1,1151,190,1165,190,1151,210,1165,210
18,5,1461,261,1501,261,1461,297,1501,297
18,14,1152,234,1162,234,1152,248,1162,248
18,7,533,287,551,287,533,306,551,306
19,1,1190,186,1206,186,1190,208,1206,208
19,5,1505,259,1546,259,1505,300,1546,300
19,14,1190,232,1202,232,1190,248,1202,248
19,7,552,285,573,285,552,306,573,306
20,1,1230,189,1247,189,1230,211,1247,211
20,5,1551,265,1597,265,1551,308,1597,308
20,14,1230,237,1242,237,1230,253,1242,253
20,7,574,287,595,287,574,308,595,308
20,14,419,233,431,233,419,249,431,249
21,1,1271,188,1288,188,1271,213,1288,213
21,5,1599,266,1626,266,1599,309,1626,309
21,14,1274,238,1286,238,1274,254,1286,254
21,7,595,289,616,289,595,310,616,310
21,14,440,232,452,232,440,248,452,248
22,1,1315,191,1332,191,1315,216,1332,216
22,14,1316,243,1328,243,1316,259,1328,259
22,7,615,290,636,290,615,311,636,311
22,14,461,232,473,232,461,248,473,248
23,1,1361,192,1379,192,1361,217,1379,217
23,14,1361,245,1373,245,1361,263,1373,263
23,7,637,294,658,294,637,315,658,315
23,14,481,234,493,234,481,250,493,250
