frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,13,906,262,921,262,906,277,921,277
2,13,906,262,920,262,906,277,920,277
3,13,908,263,921,263,908,278,921,278
4,13,908,264,921,264,908,277,921,277
5,13,908,265,921,265,908,280,921,280
6,13,909,265,922,265,909,279,922,279
7,13,910,266,923,266,910,281,923,281
8,13,911,267,924,267,911,281,924,281
9,13,912,266,925,266,912,280,925,280
10,13,913,266,925,266,913,281,925,281
11,13,914,268,926,268,914,283,926,283
12,13,915,269,927,269,915,284,927,284
13,13,916,268,929,268,916,284,929,284
14,13,918,271,931,271,918,286,931,286
15,13,920,272,932,272,920,287,932,287
16,13,922,272,934,272,922,287,934,287
17,13,924,270,937,270,924,286,937,286
18,13,925,270,939,270,925,286,939,286
19,13,928,270,942,270,928,286,942,286
20,13,931,269,946,269,931,285,946,285
21,13,934,271,949,271,934,287,949,287
22,13,936,273,951,273,936,290,951,290
23,13,937,274,953,274,937,292,953,292
24,13,937,272,955,272,937,291,955,291
25,13,942,271,958,271,942,290,958,290
26,13,944,273,962,273,944,291,962,291
27,13,945,270,964,270,945,290,964,290
28,13,946,269,966,269,946,291,966,291
29,13,947,268,969,268,947,292,969,292
30,13,950,270,971,270,950,292,971,292
30,7,1022,229,1039,229,1022,244,1039,244
31,13,952,272,973,272,952,295,973,295
31,7,1024,232,1041,232,1024,247,1041,247
32,13,955,270,976,270,955,295,976,295
32,7,1026,230,1043,230,1026,245,1043,245
33,13,955,269,978,269,955,292,978,292
33,7,1028,227,1045,227,1028,242,1045,242
34,13,958,272,981,272,958,295,981,295
34,7,1030,231,1047,231,1030,246,1047,246
35,13,960,276,983,276,960,299,983,299
35,7,1032,233,1049,233,1032,248,1049,248
36,13,962,276,985,276,962,299,985,299
36,7,1035,232,1051,232,1035,247,1051,247
37,13,965,275,988,275,965,298,988,298
37,7,1036,232,1051,232,1036,247,1051,247
38,13,967,276,990,276,967,299,990,299
38,7,1039,233,1054,233,1039,248,1054,248
39,13,969,278,992,278,969,301,992,301
39,7,1041,233,1055,233,1041,247,1055,247
40,13,970,278,993,278,970,301,993,301
40,7,1044,232,1059,232,1044,247,1059,247
41,13,972,278,995,278,972,301,995,301
41,7,1047,232,1062,232,1047,247,1062,247
42,13,973,278,998,278,973,302,998,302
42,7,1049,232,1064,232,1049,247,1064,247
43,13,976,278,1001,278,976,303,1001,303
43,7,1050,233,1068,233,1050,247,1068,247
44,13,978,277,1004,277,978,303,1004,303
44,7,1053,232,1071,232,1053,247,1071,247
45,13,979,279,1006,279,979,306,1006,306
45,7,1056,233,1074,233,1056,248,1074,248
46,13,980,280,1008,280,980,308,1008,308
46,7,1058,232,1076,232,1058,249,1076,249
47,13,982,279,1010,279,982,307,1010,307
47,7,1061,229,1079,229,1061,247,1079,247
48,13,984,279,1013,279,984,307,1013,307
49,13,986,279,1015,279,986,307,1015,307
50,13,988,279,1017,279,988,307,1017,307
51,13,990,278,1021,278,990,307,1021,307
52,13,992,278,1023,278,992,307,1023,307
53,13,994,279,1025,279,994,310,1025,310
54,13,996,279,1026,279,996,310,1026,310
55,13,996,280,1029,280,996,312,1029,312
56,13,998,281,1031,281,998,313,1031,313
57,13,1000,281,1033,281,1000,313,1033,313
58,13,1002,282,1035,282,1002,316,1035,316
58,7,1063,227,1079,227,1063,243,1079,243
59,13,1004,282,1037,282,1004,316,1037,316
59,7,1065,227,1081,227,1065,243,1081,243
60,13,1005,283,1039,283,1005,317,1039,317
60,7,1067,227,1083,227,1067,243,1083,243
61,13,1006,285,1041,285,1006,319,1041,319
61,7,1069,228,1085,228,1069,244,1085,244
62,13,1007,287,1042,287,1007,320,1042,320
62,7,1070,228,1087,228,1070,246,1087,246
63,13,1008,288,1045,288,1008,321,1045,321
63,7,1072,229,1089,229,1072,247,1089,247
64,13,1010,288,1047,288,1010,321,1047,321
64,7,1074,229,1091,229,1074,247,1091,247
65,13,1011,288,1048,288,1011,321,1048,321
65,7,1075,229,1092,229,1075,247,1092,247
66,13,1012,288,1049,288,1012,321,1049,321
66,7,1076,229,1093,229,1076,247,1093,247
67,13,1013,288,1050,288,1013,321,1050,321
67,7,1077,229,1094,229,1077,247,1094,247
68,13,1014,289,1051,289,1014,322,1051,322
68,7,1078,230,1095,230,1078,248,1095,248
69,13,1015,289,1053,289,1015,323,1053,323
69,7,1075,228,1094,228,1075,247,1094,247
70,13,1016,289,1054,289,1016,323,1054,323
70,7,1076,228,1095,228,1076,247,1095,247
71,13,1017,290,1055,290,1017,324,1055,324
71,7,1076,228,1095,228,1076,247,1095,247
72,13,1018,291,1056,291,1018,325,1056,325
72,7,1076,228,1095,228,1076,247,1095,247
73,13,1019,291,1057,291,1019,325,1057,325
73,7,1077,228,1096,228,1077,247,1096,247
74,13,1022,291,1058,291,1022,326,1058,326
74,7,1078,229,1095,229,1078,247,1095,247
75,13,1021,291,1059,291,1021,326,1059,326
75,7,1078,229,1095,229,1078,247,1095,247
76,13,1021,291,1060,291,1021,327,1060,327
76,7,1078,230,1095,230,1078,248,1095,248
77,13,1022,293,1061,293,1022,328,1061,328
77,7,1078,230,1095,230,1078,248,1095,248
78,13,1022,293,1062,293,1022,328,1062,328
78,7,1078,230,1095,230,1078,248,1095,248
79,13,1023,293,1063,293,1023,329,1063,329
79,7,1079,230,1097,230,1079,250,1097,250
80,13,1023,294,1064,294,1023,329,1064,329
80,7,1079,230,1097,230,1079,250,1097,250
81,13,1023,294,1064,294,1023,329,1064,329
81,7,1079,230,1097,230,1079,250,1097,250
82,13,1023,294,1064,294,1023,329,1064,329
82,7,1079,230,1097,230,1079,250,1097,250
83,13,1023,294,1064,294,1023,329,1064,329
83,7,1079,230,1097,230,1079,250,1097,250
84,13,1023,294,1064,294,1023,329,1064,329
84,7,1079,230,1097,230,1079,250,1097,250
85,13,1023,294,1064,294,1023,329,1064,329
85,7,1079,230,1097,230,1079,250,1097,250
86,13,1023,294,1064,294,1023,329,1064,329
86,7,1079,230,1097,230,1079,250,1097,250
87,13,1023,294,1064,294,1023,329,1064,329
