frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,5,1567,124,1626,124,1567,241,1626,241
1,14,626,268,636,268,626,285,636,285
2,5,1528,125,1622,125,1528,243,1622,243
2,14,581,270,591,270,581,287,591,287
3,5,1486,128,1582,128,1486,246,1582,246
3,14,533,274,544,274,533,291,544,291
4,5,1440,130,1541,130,1440,252,1541,252
4,14,484,278,497,278,484,295,497,295
5,5,1395,131,1498,131,1395,253,1498,253
5,14,434,278,446,278,434,295,446,295
6,5,1351,127,1454,127,1351,249,1454,249
6,14,384,277,396,277,384,294,396,294
7,5,1306,129,1413,129,1306,254,1413,254
7,14,330,277,342,277,330,295,342,295
8,5,1256,130,1364,130,1256,258,1364,258
8,14,275,277,287,277,275,295,287,295
9,5,1204,128,1312,128,1204,256,1312,256
9,14,214,277,226,277,214,295,226,295
10,5,1149,124,1260,124,1149,256,1260,256
10,14,153,277,165,277,153,295,165,295
11,5,1089,119,1200,119,1089,251,1200,251
11,14,88,280,100,280,88,298,100,298
12,5,1029,112,1140,112,1029,244,1140,244
12,14,17,280,30,280,17,298,30,298
13,5,959,105,1076,105,959,243,1076,243
14,5,894,96,1011,96,894,240,1011,240
15,5,822,91,941,91,822,238,941,238
16,5,749,82,872,82,749,236,872,236
17,5,675,72,798,72,675,230,798,230
18,5,600,63,723,63,600,221,723,221
19,5,517,52,640,52,517,219,640,219
20,5,428,42,559,42,428,217,559,217
21,5,334,29,465,29,334,214,465,214
22,5,229,15,366,15,229,211,366,211
23,5,119,0,264,0,119,205,264,205
24,5,0,0,151,0,0,201,151,201
46,5,857,240,867,240,857,250,867,250
47,5,856,245,866,245,856,255,866,255
48,5,855,245,865,245,855,255,865,255
49,5,854,243,864,243,854,253,864,253
50,5,853,240,863,240,853,250,863,250
51,5,852,240,862,240,852,250,862,250
52,5,852,242,862,242,852,252,862,252
53,5,852,242,862,242,852,252,862,252
54,5,851,241,861,241,851,251,861,251
55,5,851,242,861,242,851,252,861,252
56,5,851,240,861,240,851,250,861,250
57,5,851,238,861,238,851,248,861,248
58,5,851,237,861,237,851,247,861,247
59,5,852,235,862,235,852,245,862,245
60,5,854,231,864,231,854,241,864,241
61,5,856,230,866,230,856,240,866,240
62,5,859,230,869,230,859,240,869,240
63,5,862,229,872,229,862,239,872,239
64,5,865,234,875,234,865,244,875,244
65,5,868,235,878,235,868,245,878,245
66,5,870,235,880,235,870,245,880,245
67,5,872,235,882,235,872,245,882,245
68,5,874,236,884,236,874,246,884,246
69,5,876,236,886,236,876,246,886,246
70,5,879,235,889,235,879,245,889,245
71,5,881,238,891,238,881,248,891,248
72,5,883,246,893,246,883,256,893,256
73,5,886,248,896,248,886,258,896,258
74,5,888,245,898,245,888,255,898,255
75,5,889,242,899,242,889,252,899,252
76,5,890,240,900,240,890,250,900,250
77,5,891,238,901,238,891,248,901,248
78,5,892,233,902,233,892,243,902,243
79,5,892,233,902,233,892,243,902,243
80,5,892,238,902,238,892,248,902,248
81,5,893,238,903,238,893,248,903,248
82,5,890,235,900,235,890,245,900,245
83,5,889,233,899,233,889,243,899,243
84,5,889,233,899,233,889,243,899,243
85,5,889,232,899,232,889,242,899,242
86,5,888,236,898,236,888,246,898,246
87,5,887,240,897,240,887,250,897,250
88,5,886,240,896,240,886,250,896,250
89,5,885,239,895,239,885,249,895,249
90,5,886,239,896,239,886,249,896,249
91,5,885,242,895,242,885,252,895,252
92,5,884,239,894,239,884,249,894,249
93,5,884,240,894,240,884,250,894,250
