frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
4,10,252,223,271,223,252,275,271,275
5,10,238,226,258,226,238,278,258,278
6,10,229,225,248,225,229,279,248,279
7,10,217,225,240,225,217,279,240,279
8,10,204,224,228,224,204,280,228,280
9,10,192,224,217,224,192,280,217,280
10,10,177,222,206,222,177,283,206,283
11,10,164,220,192,220,164,285,192,285
12,10,147,223,180,223,147,288,180,288
13,10,132,223,163,223,132,290,163,290
14,10,113,221,147,221,113,293,147,293
15,10,92,221,130,221,92,293,130,293
16,10,71,223,110,223,71,299,110,299
17,10,45,218,86,218,45,299,86,299
18,10,17,217,64,217,17,302,64,302
19,10,0,218,39,218,0,307,39,307
48,14,1498,257,1514,257,1498,295,1514,295
49,14,1523,261,1543,261,1523,299,1543,299
50,14,1554,260,1574,260,1554,298,1574,298
51,14,1586,261,1606,261,1586,300,1606,300
64,14,446,236,455,236,446,247,455,247
65,14,447,237,456,237,447,248,456,248
66,14,450,243,459,243,450,254,459,254
67,14,454,246,463,246,454,256,463,256
68,14,456,244,466,244,456,255,466,255
69,14,458,244,468,244,458,255,468,255
70,14,459,244,469,244,459,255,469,255
71,14,458,237,467,237,458,249,467,249
72,14,452,229,463,229,452,241,463,241
73,14,442,223,453,223,442,235,453,235
74,14,428,221,439,221,428,233,439,233
75,14,411,218,422,218,411,230,422,230
76,14,391,216,400,216,391,228,400,228
77,14,371,214,381,214,371,226,381,226
78,14,350,214,361,214,350,226,361,226
79,14,331,216,342,216,331,229,342,229
80,14,311,218,322,218,311,230,322,230
81,14,288,217,302,217,288,230,302,230
82,14,268,218,282,218,268,230,282,230
83,14,245,219,259,219,245,233,259,233
84,14,222,220,235,220,222,235,235,235
85,14,201,221,211,221,201,237,211,237
86,14,177,220,191,220,177,235,191,235
87,14,157,225,170,225,157,241,170,241
88,14,139,227,151,227,139,243,151,243
89,14,119,226,131,226,119,242,131,242
90,14,102,228,114,228,102,244,114,244
91,14,81,231,95,231,81,249,95,249
92,14,59,233,73,233,59,249,73,249
93,14,36,231,50,231,36,245,50,245
94,14,17,230,31,230,17,246,31,246
168,14,770,231,780,231,770,241,780,241
169,14,767,233,777,233,767,243,777,243
170,14,764,231,774,231,764,243,774,243
171,14,761,230,771,230,761,241,771,241
172,14,758,229,768,229,758,240,768,240
173,14,756,227,766,227,756,240,766,240
174,14,755,229,765,229,755,242,765,242
175,14,756,230,766,230,756,243,766,243
176,14,758,230,768,230,758,242,768,242
177,14,759,230,769,230,759,241,769,241
178,14,761,232,771,232,761,243,771,243
179,14,762,235,772,235,762,248,772,248
180,14,763,236,773,236,763,249,773,249
181,14,764,235,774,235,764,248,774,248
182,14,764,235,774,235,764,247,774,247
183,14,765,236,775,236,765,248,775,248
184,14,766,235,776,235,766,247,776,247
185,14,767,234,777,234,767,246,777,246
186,14,770,232,780,232,770,244,780,244
187,14,774,233,784,233,774,247,784,247
188,14,779,234,789,234,779,248,789,248
189,14,784,233,794,233,784,247,794,247
190,14,789,232,799,232,789,246,799,246
191,14,793,230,803,230,793,244,803,244
192,14,797,229,807,229,797,243,807,243
193,14,800,227,810,227,800,241,810,241
194,14,803,225,813,225,803,238,813,238
195,14,806,224,816,224,806,237,816,237
196,14,809,224,819,224,809,237,819,237
197,14,812,225,822,225,812,238,822,238
198,14,815,224,825,224,815,238,825,238
199,14,818,222,828,222,818,236,828,236
200,14,822,222,832,222,822,236,832,236
201,14,826,222,836,222,826,236,836,236
202,14,830,223,840,223,830,237,840,237
203,14,834,223,844,223,834,237,844,237
204,14,838,223,848,223,838,237,848,237
205,14,842,223,852,223,842,237,852,237
206,14,846,222,856,222,846,236,856,236
207,14,850,223,860,223,850,237,860,237
208,14,854,223,864,223,854,237,864,237
209,14,857,224,867,224,857,238,867,238
210,14,861,224,871,224,861,238,871,238
211,14,865,223,875,223,865,237,875,237
212,14,869,223,880,223,869,238,880,238
213,14,873,221,884,221,873,236,884,236
214,14,876,220,887,220,876,235,887,235
215,14,879,220,890,220,879,235,890,235
216,14,881,220,892,220,881,236,892,236
216,14,1428,210,1444,210,1428,233,1444,233
217,14,884,220,895,220,884,236,895,236
217,14,1445,210,1461,210,1445,233,1461,233
218,14,886,218,897,218,886,234,897,234
218,14,1462,208,1478,208,1462,231,1478,231
219,14,888,216,899,216,888,232,899,232
219,14,1480,207,1496,207,1480,230,1496,230
220,14,890,216,901,216,890,232,901,232
220,14,1498,207,1514,207,1498,230,1514,230
221,14,892,219,903,219,892,235,903,235
221,14,1517,210,1533,210,1517,233,1533,233
222,14,895,219,906,219,895,235,906,235
222,14,1535,210,1551,210,1535,234,1551,234
223,14,896,219,907,219,896,235,907,235
223,14,1554,208,1570,208,1554,234,1570,234
224,14,897,220,908,220,897,236,908,236
224,14,1575,206,1591,206,1575,232,1591,232
225,14,898,220,909,220,898,236,909,236
225,14,1596,207,1613,207,1596,233,1613,233
226,14,898,218,909,218,898,234,909,234
226,14,1616,203,1626,203,1616,228,1626,228
