frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,14,700,400,713,400,700,418,713,418
2,1,29,263,81,263,29,317,81,317
2,14,797,403,812,403,797,420,812,420
2,14,15,168,52,168,15,210,52,210
3,1,127,263,179,263,127,319,179,319
3,14,899,406,916,406,899,424,916,424
3,14,118,168,154,168,118,210,154,210
4,1,226,254,278,254,226,311,278,311
4,14,1007,411,1020,411,1007,428,1020,428
4,14,222,163,258,163,222,205,258,205
5,1,320,248,373,248,320,306,373,306
5,14,1117,415,1130,415,1117,434,1130,434
5,14,316,157,351,157,316,199,351,199
6,1,408,240,462,240,408,298,462,298
6,14,1226,423,1244,423,1226,443,1244,443
6,14,408,153,442,153,408,195,442,195
7,1,493,238,549,238,493,297,549,297
7,14,1337,432,1354,432,1337,455,1354,455
7,14,494,147,528,147,494,189,528,189
8,1,572,235,628,235,572,294,628,294
8,14,1449,444,1465,444,1449,466,1465,466
8,14,576,139,609,139,576,181,609,181
9,1,651,230,708,230,651,289,708,289
9,14,1567,458,1587,458,1567,481,1587,481
9,14,657,135,690,135,657,178,690,178
10,1,731,230,788,230,731,289,788,289
10,14,736,132,769,132,736,175,769,175
11,1,809,227,867,227,809,286,867,286
11,14,818,128,851,128,818,171,851,171
12,1,884,226,943,226,884,285,943,285
12,14,664,296,676,296,664,312,676,312
12,14,895,124,928,124,895,167,928,167
13,1,959,225,1018,225,959,284,1018,284
13,14,728,292,744,292,728,311,744,311
13,14,968,119,1001,119,968,166,1001,166
14,1,1028,230,1089,230,1028,289,1089,289
14,14,787,293,804,293,787,312,804,312
14,14,1041,118,1074,118,1041,164,1074,164
15,1,1089,230,1151,230,1089,289,1151,289
15,14,844,294,860,294,844,313,860,313
15,14,1106,115,1139,115,1106,160,1139,160
16,1,1154,228,1217,228,1154,289,1217,289
16,14,894,292,912,292,894,312,912,312
16,14,1172,110,1207,110,1172,159,1207,159
17,1,1217,230,1280,230,1217,292,1280,292
17,14,941,292,959,292,941,312,959,312
17,14,1232,106,1268,106,1232,157,1268,157
18,1,1272,235,1335,235,1272,298,1335,298
18,1,0,227,51,227,0,305,51,305
18,14,985,294,1003,294,985,314,1003,314
18,14,1291,106,1327,106,1291,157,1327,157
19,1,1330,232,1393,232,1330,299,1393,299
19,1,2,230,83,230,2,308,83,308
19,14,1027,297,1044,297,1027,319,1044,319
19,14,1348,105,1384,105,1348,156,1384,156
20,1,1386,234,1455,234,1386,302,1455,302
20,1,17,227,98,227,17,305,98,305
20,14,1068,297,1084,297,1068,317,1084,317
20,14,1407,95,1447,95,1407,153,1447,153
21,1,1438,234,1509,234,1438,303,1509,303
21,1,30,226,111,226,30,304,111,304
21,14,1102,298,1118,298,1102,318,1118,318
21,14,1462,90,1502,90,1462,148,1502,148
22,1,1491,235,1565,235,1491,311,1565,311
22,1,40,227,121,227,40,305,121,305
22,14,1134,301,1150,301,1134,321,1150,321
22,14,1518,87,1560,87,1518,144,1560,144
23,1,1544,236,1618,236,1544,313,1618,313
23,1,45,228,126,228,45,306,126,306
23,14,1163,305,1179,305,1163,325,1179,325
23,14,1570,83,1619,83,1570,146,1619,146
24,1,45,229,126,229,45,307,126,307
24,14,1188,309,1204,309,1188,329,1204,329
25,1,28,221,120,221,28,312,120,312
25,14,1209,311,1225,311,1209,331,1225,331
26,1,10,217,108,217,10,313,108,313
26,14,1226,314,1242,314,1226,334,1242,334
27,1,1,220,89,220,1,317,89,317
27,14,1240,318,1256,318,1240,338,1256,338
28,1,0,221,63,221,0,318,63,318
28,14,1251,320,1269,320,1251,341,1269,341
29,14,1259,322,1277,322,1259,343,1277,343
30,14,1265,324,1283,324,1265,345,1283,345
31,14,1270,324,1288,324,1270,345,1288,345
32,14,1276,326,1294,326,1276,347,1294,347
33,14,1282,328,1300,328,1282,349,1300,349
34,14,1289,327,1307,327,1289,348,1307,348
35,14,1298,324,1316,324,1298,345,1316,345
36,14,1305,315,1327,315,1305,344,1327,344
37,14,1315,317,1337,317,1315,346,1337,346
38,14,1326,323,1348,323,1326,352,1348,352
39,14,1335,327,1359,327,1335,359,1359,359
40,14,1347,329,1371,329,1347,361,1371,361
41,14,1359,334,1387,334,1359,367,1387,367
42,14,1372,342,1400,342,1372,375,1400,375
43,14,1386,347,1414,347,1386,380,1414,380
44,14,1402,347,1430,347,1402,380,1430,380
45,14,1419,349,1448,349,1419,385,1448,385
46,14,1434,354,1463,354,1434,390,1463,390
47,14,1450,361,1483,361,1450,397,1483,397
48,14,1470,364,1503,364,1470,400,1503,400
49,14,1492,369,1525,369,1492,404,1525,404
50,14,1516,377,1549,377,1516,411,1549,411
51,14,1542,383,1575,383,1542,417,1575,417
52,14,1565,386,1598,386,1565,412,1598,412
53,14,1590,391,1623,391,1590,427,1623,427
270,14,1073,223,1089,223,1073,241,1089,241
271,14,1079,223,1095,223,1079,241,1095,241
272,14,1085,224,1101,224,1085,242,1101,242
273,14,1091,225,1107,225,1091,243,1107,243
274,14,1098,226,1114,226,1098,244,1114,244
275,14,1105,225,1121,225,1105,243,1121,243
276,14,1113,226,1129,226,1113,244,1129,244
277,14,1121,226,1142,226,1121,248,1142,248
278,14,1129,226,1150,226,1129,248,1150,248
279,14,1138,226,1159,226,1138,248,1159,248
280,14,1148,224,1169,224,1148,246,1169,246
281,14,1158,223,1179,223,1158,245,1179,245
282,14,1168,223,1189,223,1168,245,1189,245
283,14,1179,223,1200,223,1179,245,1200,245
284,14,1190,222,1211,222,1190,244,1211,244
285,14,1202,222,1223,222,1202,247,1223,247
286,14,1215,221,1236,221,1215,246,1236,246
287,14,1229,220,1250,220,1229,245,1250,245
288,14,1244,220,1265,220,1244,245,1265,245
289,14,1260,220,1281,220,1260,245,1281,245
290,14,1272,220,1299,220,1272,248,1299,248
291,14,1289,221,1316,221,1289,249,1316,249
292,14,1307,220,1334,220,1307,248,1334,248
293,14,1327,223,1354,223,1327,251,1354,251
294,14,1347,225,1374,225,1347,253,1374,253
295,14,1370,226,1397,226,1370,254,1397,254
297,14,1419,210,1452,210,1419,255,1452,255
298,14,1447,208,1480,208,1447,252,1480,252
299,14,1482,208,1515,208,1482,251,1515,251
300,14,1517,208,1558,208,1517,266,1558,266
