frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,5,934,596,946,596,934,609,946,609
1,8,1160,560,1201,560,1160,596,1201,596
2,5,934,597,947,597,934,609,947,609
2,8,1166,559,1208,559,1166,596,1208,596
3,5,935,597,948,597,935,610,948,610
3,8,1172,558,1215,558,1172,596,1215,596
4,5,936,597,949,597,936,610,949,610
4,8,1179,558,1222,558,1179,596,1222,596
5,5,937,597,950,597,937,610,950,610
5,8,1185,557,1230,557,1185,596,1230,596
6,5,937,597,951,597,937,610,951,610
6,8,1192,556,1238,556,1192,596,1238,596
7,5,938,597,951,597,938,610,951,610
7,8,1200,555,1246,555,1200,595,1246,595
8,5,939,597,952,597,939,610,952,610
8,8,1207,554,1255,554,1207,595,1255,595
9,5,940,597,953,597,940,610,953,610
9,8,1215,552,1264,552,1215,595,1264,595
10,5,941,597,954,597,941,610,954,610
10,8,1224,551,1273,551,1224,594,1273,594
11,5,941,597,955,597,941,610,955,610
11,8,1232,550,1283,550,1232,594,1283,594
12,5,942,597,956,597,942,610,956,610
12,8,1241,548,1293,548,1241,593,1293,593
13,5,943,597,957,597,943,610,957,610
13,8,1251,547,1303,547,1251,593,1303,593
14,5,944,597,958,597,944,610,958,610
14,8,1261,545,1314,545,1261,592,1314,592
15,5,945,596,959,596,945,610,959,610
15,8,1271,544,1326,544,1271,592,1326,592
16,5,946,596,960,596,946,610,960,610
16,8,1282,542,1338,542,1282,591,1338,591
17,5,947,596,961,596,947,610,961,610
17,8,1293,540,1351,540,1293,591,1351,591
18,5,947,596,962,596,947,610,962,610
18,8,1305,538,1364,538,1305,590,1364,590
19,5,948,596,963,596,948,610,963,610
19,8,1318,536,1378,536,1318,589,1378,589
20,5,949,596,964,596,949,610,964,610
20,8,1331,534,1393,534,1331,588,1393,588
21,5,950,596,965,596,950,610,965,610
21,8,1345,532,1409,532,1345,588,1409,588
22,5,951,596,966,596,951,610,966,610
22,8,1359,529,1425,529,1359,587,1425,587
23,5,952,595,967,595,952,610,967,610
23,8,1375,527,1442,527,1375,586,1442,586
24,5,953,595,968,595,953,610,968,610
24,8,1391,524,1461,524,1391,585,1461,585
25,5,954,595,969,595,954,610,969,610
25,8,1409,521,1480,521,1409,584,1480,584
26,5,955,595,970,595,955,610,970,610
26,8,1427,518,1501,518,1427,583,1501,583
27,5,956,595,971,595,956,610,971,610
27,8,1447,515,1523,515,1447,582,1523,582
28,5,957,595,972,595,957,610,972,610
28,8,1468,512,1547,512,1468,581,1547,581
29,5,958,594,974,594,958,610,974,610
29,8,1490,508,1572,508,1490,579,1572,579
30,5,959,594,975,594,959,610,975,610
30,8,1514,504,1599,504,1514,578,1599,578
31,5,960,594,976,594,960,610,976,610
31,8,1540,500,1628,500,1540,577,1628,577
32,5,961,594,977,594,961,610,977,610
32,8,1568,495,1628,495,1568,575,1628,575
33,5,963,594,978,594,963,609,978,609
34,5,964,594,980,594,964,609,980,609
35,5,965,593,981,593,965,609,981,609
36,5,966,593,982,593,966,609,982,609
37,5,967,593,984,593,967,609,984,609
38,5,968,593,985,593,968,609,985,609
39,5,970,593,986,593,970,609,986,609
40,5,971,592,988,592,971,609,988,609
41,5,972,592,989,592,972,609,989,609
42,5,973,592,990,592,973,609,990,609
43,5,975,592,992,592,975,609,992,609
44,5,976,592,993,592,976,609,993,609
45,5,977,591,995,591,977,609,995,609
46,5,979,591,996,591,979,609,996,609
47,5,980,591,998,591,980,608,998,608
48,5,982,591,1000,591,982,608,1000,608
49,5,983,590,1001,590,983,608,1001,608
50,5,985,590,1003,590,985,608,1003,608
51,5,986,590,1004,590,986,608,1004,608
52,5,988,590,1006,590,988,608,1006,608
53,5,989,589,1008,589,989,608,1008,608
54,5,991,589,1010,589,991,608,1010,608
55,5,992,589,1011,589,992,608,1011,608
56,5,994,589,1013,589,994,608,1013,608
57,5,996,588,1015,588,996,608,1015,608
57,14,903,604,911,604,903,611,911,611
58,5,997,588,1017,588,997,607,1017,607
58,14,904,604,911,604,904,611,911,611
59,5,998,584,1018,584,998,604,1018,604
59,14,904,601,911,601,904,608,911,608
60,5,1002,592,1023,592,1002,612,1023,612
60,14,907,610,915,610,907,618,915,618
61,5,1004,608,1025,608,1004,628,1025,628
61,14,908,625,915,625,908,633,915,633
62,5,1005,623,1025,623,1005,644,1025,644
62,14,906,639,914,639,906,646,914,646
63,5,1007,629,1028,629,1007,649,1028,649
63,14,907,644,914,644,907,651,914,651
64,5,1008,630,1029,630,1008,650,1029,650
64,14,906,645,914,645,906,652,914,652
65,5,1008,619,1030,619,1008,640,1030,640
65,14,906,635,913,635,906,643,913,643
66,5,1011,604,1033,604,1011,626,1033,626
66,14,907,623,915,623,907,630,915,630
67,5,1010,589,1032,589,1010,611,1032,611
67,14,905,609,913,609,905,617,913,617
68,5,1014,577,1035,577,1014,599,1035,599
68,14,906,597,914,597,906,605,914,605
69,5,1018,569,1040,569,1018,591,1040,591
69,14,909,589,917,589,909,596,917,596
70,5,1021,571,1043,571,1021,593,1043,593
70,14,909,591,917,591,909,598,917,598
71,5,1023,573,1045,573,1023,595,1045,595
71,14,910,593,918,593,910,600,918,600
72,5,1025,574,1048,574,1025,597,1048,597
72,14,910,594,918,594,910,602,918,602
73,5,1027,575,1050,575,1027,598,1050,598
73,14,911,595,919,595,911,603,919,603
74,5,1031,584,1054,584,1031,607,1054,607
74,14,912,603,920,603,912,611,920,611
75,5,1034,574,1057,574,1034,597,1057,597
75,14,914,596,922,596,914,604,922,604
