frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,14,1554,208,1601,208,1554,271,1601,271
2,14,1595,205,1626,205,1595,275,1626,275
126,1,1011,228,1023,228,1011,240,1023,240
126,1,741,229,754,229,741,242,754,242
127,1,1011,229,1023,229,1011,241,1023,241
127,1,739,230,752,230,739,243,752,243
128,1,1011,229,1023,229,1011,241,1023,241
128,1,738,230,751,230,738,243,751,243
129,1,1014,231,1026,231,1014,243,1026,243
129,1,737,230,750,230,737,243,750,243
130,1,1014,231,1026,231,1014,243,1026,243
130,1,736,230,749,230,736,243,749,243
131,1,1018,232,1030,232,1018,244,1030,244
131,1,735,230,748,230,735,243,748,243
132,1,1018,233,1030,233,1018,245,1030,245
132,1,734,229,747,229,734,242,747,242
133,1,1019,232,1031,232,1019,244,1031,244
133,1,733,228,746,228,733,241,746,241
134,1,1020,234,1032,234,1020,246,1032,246
134,1,732,230,745,230,732,243,745,243
135,1,1021,234,1033,234,1021,246,1033,246
135,1,731,230,744,230,731,243,744,243
136,1,1027,231,1039,231,1027,243,1039,243
136,1,728,229,741,229,728,242,741,242
137,1,1028,232,1040,232,1028,244,1040,244
137,1,727,231,740,231,727,244,740,244
138,1,1029,233,1041,233,1029,245,1041,245
138,1,726,233,739,233,726,246,739,246
139,1,1030,231,1042,231,1030,243,1042,243
139,1,722,231,735,231,722,244,735,244
140,1,1032,230,1049,230,1032,245,1049,245
140,1,720,228,737,228,720,245,737,245
141,1,1033,230,1050,230,1033,245,1050,245
141,1,719,228,736,228,719,245,736,245
142,1,1035,229,1052,229,1035,244,1052,244
142,1,718,227,735,227,718,244,735,244
143,1,1037,229,1054,229,1037,244,1054,244
143,1,717,228,734,228,717,245,734,245
144,1,1038,230,1055,230,1038,245,1055,245
144,1,716,229,733,229,716,246,733,246
145,1,1043,231,1060,231,1043,246,1060,246
145,1,711,231,728,231,711,248,728,248
146,1,1045,231,1062,231,1045,246,1062,246
146,1,710,231,727,231,710,248,727,248
147,1,1047,231,1064,231,1047,246,1064,246
147,1,708,231,725,231,708,248,725,248
148,1,1049,230,1066,230,1049,245,1066,245
148,1,707,229,724,229,707,246,724,246
149,1,1050,231,1067,231,1050,246,1067,246
149,1,705,229,722,229,705,246,722,246
150,1,1050,232,1071,232,1050,250,1071,250
150,1,703,231,720,231,703,248,720,248
150,7,1056,259,1069,259,1056,270,1069,270
151,1,1050,233,1071,233,1050,251,1071,251
151,1,701,231,718,231,701,248,718,248
151,7,1058,259,1071,259,1058,270,1071,270
152,1,1053,232,1074,232,1053,250,1074,250
152,1,696,227,715,227,696,247,715,247
152,7,1059,258,1072,258,1059,269,1072,269
153,1,1053,233,1074,233,1053,251,1074,251
153,1,692,227,712,227,692,248,712,248
153,7,1060,259,1073,259,1060,270,1073,270
154,1,1053,233,1078,233,1053,251,1078,251
154,1,687,231,707,231,687,252,707,252
154,7,1061,259,1074,259,1061,270,1074,270
155,1,1058,233,1078,233,1058,251,1078,251
155,1,683,231,703,231,683,252,703,252
155,7,1062,260,1074,260,1062,272,1074,272
156,1,1060,231,1078,231,1060,251,1078,251
156,1,679,228,699,228,679,249,699,249
156,7,1062,260,1074,260,1062,272,1074,272
157,1,1060,230,1078,230,1060,250,1078,250
157,1,675,227,695,227,675,248,695,248
157,7,1062,259,1074,259,1062,271,1074,271
158,1,1060,230,1078,230,1060,250,1078,250
158,1,671,227,691,227,671,248,691,248
158,7,1063,259,1075,259,1063,271,1075,271
159,1,1061,230,1079,230,1061,250,1079,250
159,1,667,227,687,227,667,248,687,248
159,7,1064,259,1076,259,1064,271,1076,271
160,1,1065,229,1084,229,1065,249,1084,249
160,1,663,227,683,227,663,248,683,248
160,7,1068,260,1081,260,1068,273,1081,273
161,1,1066,230,1085,230,1066,250,1085,250
161,1,659,228,679,228,659,249,679,249
161,7,1069,261,1082,261,1069,274,1082,274
162,1,1067,232,1086,232,1067,252,1086,252
162,1,653,230,673,230,653,251,673,251
162,7,1070,263,1083,263,1070,276,1083,276
163,1,1068,233,1087,233,1068,253,1087,253
163,1,649,232,669,232,649,253,669,253
163,7,1070,265,1084,265,1070,281,1084,281
164,1,1070,232,1089,232,1070,252,1089,252
164,1,645,231,665,231,645,252,665,252
164,14,1091,225,1102,225,1091,246,1102,246
164,7,1071,264,1085,264,1071,280,1085,280
165,1,1071,231,1090,231,1071,251,1090,251
165,1,640,230,660,230,640,251,660,251
165,14,1092,224,1106,224,1092,244,1106,244
165,7,1074,263,1090,263,1074,279,1090,279
166,1,1072,228,1091,228,1072,248,1091,248
166,1,636,227,656,227,636,248,656,248
166,14,1093,221,1107,221,1093,241,1107,241
