frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,5,1029,569,1062,569,1029,602,1062,602
1,8,908,598,923,598,908,612,923,612
2,5,1032,568,1066,568,1032,601,1066,601
2,8,908,598,924,598,908,611,924,611
3,5,1036,567,1070,567,1036,601,1070,601
3,8,909,598,924,598,909,611,924,611
4,5,1040,566,1075,566,1040,601,1075,601
4,8,910,597,925,597,910,611,925,611
5,5,1043,565,1079,565,1043,601,1079,601
5,8,910,597,926,597,910,611,926,611
6,5,1047,565,1083,565,1047,600,1083,600
6,8,911,597,927,597,911,611,927,611
7,5,1051,563,1088,563,1051,600,1088,600
7,8,911,597,927,597,911,611,927,611
8,5,1055,563,1093,563,1055,599,1093,599
8,8,912,597,928,597,912,611,928,611
9,5,1060,561,1098,561,1060,599,1098,599
9,8,913,597,929,597,913,611,929,611
10,5,1064,560,1103,560,1064,599,1103,599
10,8,913,596,930,596,913,611,930,611
11,5,1069,559,1109,559,1069,598,1109,598
11,8,914,596,931,596,914,611,931,611
12,5,1074,558,1114,558,1074,598,1114,598
12,8,915,596,931,596,915,611,931,611
13,5,1079,557,1120,557,1079,598,1120,598
13,8,916,596,932,596,916,611,932,611
14,5,1084,556,1126,556,1084,597,1126,597
14,8,916,596,933,596,916,611,933,611
15,5,1090,555,1133,555,1090,597,1133,597
15,8,917,596,934,596,917,610,934,610
16,5,1095,553,1139,553,1095,596,1139,596
16,8,918,595,935,595,918,610,935,610
17,5,1101,552,1146,552,1101,596,1146,596
17,8,919,595,936,595,919,610,936,610
18,5,1107,550,1153,550,1107,595,1153,595
18,8,919,595,937,595,919,610,937,610
19,5,1114,549,1161,549,1114,595,1161,595
19,8,920,595,938,595,920,610,938,610
20,5,1121,547,1169,547,1121,594,1169,594
20,8,921,595,938,595,921,610,938,610
21,5,1128,546,1177,546,1128,594,1177,594
21,8,922,595,939,595,922,610,939,610
22,5,1135,544,1186,544,1135,593,1186,593
22,8,923,594,940,594,923,610,940,610
23,5,1143,542,1195,542,1143,592,1195,592
23,8,923,594,941,594,923,610,941,610
24,5,1152,540,1205,540,1152,592,1205,592
24,8,924,594,942,594,924,610,942,610
25,5,1160,538,1215,538,1160,591,1215,591
25,8,925,594,943,594,925,610,943,610
26,5,1170,536,1225,536,1170,590,1225,590
26,8,926,594,944,594,926,610,944,610
27,5,1179,534,1237,534,1179,590,1237,590
27,14,883,604,890,604,883,611,890,611
27,8,927,593,945,593,927,610,945,610
28,5,1189,532,1249,532,1189,589,1249,589
28,14,883,604,891,604,883,611,891,611
28,8,928,593,947,593,928,610,947,610
29,5,1200,529,1261,529,1200,588,1261,588
29,14,884,604,891,604,884,611,891,611
29,8,929,593,948,593,929,610,948,610
30,5,1212,526,1275,526,1212,587,1275,587
30,14,884,604,891,604,884,611,891,611
30,8,930,593,949,593,930,609,949,609
31,5,1224,523,1289,523,1224,586,1289,586
31,14,884,604,892,604,884,611,892,611
31,8,931,593,950,593,931,609,950,609
32,5,1237,520,1304,520,1237,585,1304,585
32,14,885,604,892,604,885,611,892,611
32,8,932,592,951,592,932,609,951,609
33,5,1251,517,1320,517,1251,584,1320,584
33,14,885,604,893,604,885,611,893,611
33,8,933,592,952,592,933,609,952,609
34,5,1266,514,1338,514,1266,583,1338,583
34,14,886,604,893,604,886,611,893,611
34,8,934,592,953,592,934,609,953,609
35,5,1282,510,1356,510,1282,582,1356,582
35,14,886,604,893,604,886,611,893,611
35,8,935,592,955,592,935,609,955,609
36,5,1299,506,1376,506,1299,580,1376,580
36,14,886,604,894,604,886,611,894,611
36,8,936,591,956,591,936,609,956,609
37,5,1317,502,1398,502,1317,579,1398,579
37,14,887,604,894,604,887,611,894,611
37,8,937,591,957,591,937,609,957,609
38,5,1337,497,1421,497,1337,578,1421,578
38,14,887,603,895,603,887,611,895,611
38,8,938,591,958,591,938,609,958,609
39,5,1359,492,1446,492,1359,576,1446,576
39,14,887,603,895,603,887,611,895,611
39,8,939,591,960,591,939,609,960,609
40,5,1383,487,1474,487,1383,574,1474,574
40,14,888,603,896,603,888,611,896,611
40,8,940,591,961,591,940,609,961,609
41,5,1408,481,1504,481,1408,572,1504,572
41,14,888,603,896,603,888,611,896,611
41,8,941,590,962,590,941,609,962,609
42,5,1436,474,1537,474,1436,570,1537,570
42,14,889,603,896,603,889,611,896,611
42,8,943,590,964,590,943,609,964,609
43,5,1467,467,1573,467,1467,568,1573,568
43,14,889,603,897,603,889,611,897,611
43,8,944,590,965,590,944,609,965,609
44,5,1501,459,1613,459,1501,565,1613,565
44,14,889,603,897,603,889,611,897,611
44,8,945,589,966,589,945,608,966,608
45,5,1539,450,1628,450,1539,562,1628,562
45,14,890,603,898,603,890,611,898,611
45,8,946,589,968,589,946,608,968,608
46,14,890,603,898,603,890,611,898,611
46,8,947,589,969,589,947,608,969,608
47,14,891,603,899,603,891,611,899,611
47,8,949,589,971,589,949,608,971,608
48,14,891,603,899,603,891,611,899,611
48,8,950,588,972,588,950,608,972,608
49,14,892,603,900,603,892,611,900,611
49,8,951,588,974,588,951,608,974,608
50,14,892,602,900,602,892,611,900,611
50,8,952,588,975,588,952,608,975,608
51,14,892,602,901,602,892,611,901,611
51,8,954,588,977,588,954,608,977,608
52,14,893,602,901,602,893,611,901,611
52,8,955,587,978,587,955,608,978,608
53,14,893,602,901,602,893,610,901,610
53,8,956,587,980,587,956,608,980,608
54,14,894,602,902,602,894,610,902,610
54,8,958,587,981,587,958,607,981,607
55,14,894,602,902,602,894,610,902,610
55,8,959,586,983,586,959,607,983,607
56,14,895,602,903,602,895,610,903,610
56,8,961,586,985,586,961,607,985,607
57,14,895,602,903,602,895,610,903,610
57,8,962,586,987,586,962,607,987,607
58,14,895,602,904,602,895,610,904,610
58,8,964,585,988,585,964,607,988,607
59,14,896,602,904,602,896,610,904,610
59,8,965,585,990,585,965,607,990,607
60,14,896,602,905,602,896,610,905,610
60,8,967,585,992,585,967,607,992,607
61,14,897,602,905,602,897,610,905,610
61,8,968,584,994,584,968,607,994,607
