frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,2,911,626,922,626,911,637,922,637
1,3,1063,602,1092,602,1063,629,1092,629
1,4,947,624,959,624,947,636,959,636
2,2,908,611,919,611,908,621,919,621
2,3,1062,583,1091,583,1062,611,1091,611
2,4,944,608,956,608,944,620,956,620
3,2,908,596,919,596,908,606,919,606
3,3,1066,566,1094,566,1066,595,1094,595
3,4,945,593,957,593,945,605,957,605
4,2,910,586,920,586,910,597,920,597
4,3,1071,556,1100,556,1071,585,1100,585
4,4,947,584,959,584,947,596,959,596
5,2,910,589,921,589,910,599,921,599
5,3,1074,558,1104,558,1074,587,1104,587
5,4,947,586,960,586,947,598,960,598
6,2,911,591,921,591,911,601,921,601
6,3,1078,560,1108,560,1078,589,1108,589
6,4,948,588,960,588,948,600,960,600
7,2,911,592,922,592,911,603,922,603
7,3,1082,561,1112,561,1082,591,1112,591
7,4,949,590,961,590,949,602,961,602
8,2,912,594,922,594,912,604,922,604
8,3,1086,562,1116,562,1086,593,1116,593
8,4,950,591,962,591,950,603,962,603
9,2,913,603,924,603,913,614,924,614
9,3,1091,574,1123,574,1091,605,1123,605
9,4,952,601,964,601,952,613,964,613
10,2,914,599,925,599,914,610,925,610
10,3,1095,566,1127,566,1095,598,1127,598
10,4,953,597,965,597,953,609,965,609
11,2,914,587,925,587,914,598,925,598
11,3,1098,552,1130,552,1098,584,1130,584
11,4,953,584,965,584,953,596,965,596
12,2,905,575,916,575,905,586,916,586
12,3,1093,541,1125,541,1093,574,1125,574
12,4,944,572,957,572,944,585,957,585
13,2,914,570,925,570,914,582,925,582
13,3,1107,536,1141,536,1107,569,1141,569
13,4,953,568,966,568,953,581,966,581
14,2,917,566,928,566,917,577,928,577
14,3,1116,531,1150,531,1116,564,1150,564
14,4,957,563,970,563,957,576,970,576
15,2,914,566,926,566,914,577,926,577
15,3,1117,531,1152,531,1117,565,1152,565
15,4,955,563,968,563,955,576,968,576
16,2,914,570,925,570,914,581,925,581
16,3,1121,536,1157,536,1121,570,1157,570
16,4,955,568,968,568,955,581,968,581
17,2,915,579,927,579,915,591,927,591
17,3,1126,539,1161,539,1126,575,1161,575
17,4,956,576,969,576,956,589,969,589
18,2,915,595,926,595,915,607,926,607
18,3,1128,556,1165,556,1128,591,1165,591
18,4,956,592,969,592,956,605,969,605
19,2,917,610,928,610,917,622,928,622
19,3,1135,573,1172,573,1135,608,1172,608
19,4,958,608,972,608,958,621,972,621
20,2,918,615,930,615,918,627,930,627
20,3,1142,578,1179,578,1142,614,1179,614
20,4,960,613,973,613,960,626,973,626
21,2,919,613,930,613,919,625,930,625
21,3,1148,575,1186,575,1148,612,1186,612
21,4,961,611,974,611,961,624,974,624
22,2,919,612,931,612,919,624,931,624
22,3,1154,572,1193,572,1154,610,1193,610
22,4,962,609,975,609,962,623,975,623
23,2,920,611,932,611,920,622,932,622
23,3,1160,570,1200,570,1160,609,1200,609
23,4,963,608,976,608,963,622,976,622
24,2,920,610,932,610,920,621,932,621
24,3,1167,568,1207,568,1167,607,1207,607
24,4,964,607,977,607,964,621,977,621
25,2,921,607,933,607,921,618,933,618
25,3,1174,564,1215,564,1174,604,1215,604
25,4,965,604,979,604,965,617,979,617
26,2,922,605,934,605,922,617,934,617
26,3,1181,562,1222,562,1181,602,1222,602
26,4,966,602,980,602,966,616,980,616
27,2,922,604,934,604,922,616,934,616
27,3,1188,560,1230,560,1188,601,1230,601
27,4,967,602,981,602,967,615,981,615
28,2,923,604,935,604,923,616,935,616
28,3,1195,558,1239,558,1195,600,1239,600
28,4,968,601,982,601,968,615,982,615
29,2,924,603,936,603,924,615,936,615
29,3,1203,556,1248,556,1203,599,1248,599
29,4,969,600,983,600,969,614,983,614
30,2,924,602,936,602,924,614,936,614
30,3,1211,554,1257,554,1211,598,1257,598
30,4,970,599,984,599,970,613,984,613
31,2,925,602,937,602,925,614,937,614
31,3,1220,552,1266,552,1220,597,1266,597
31,4,971,599,985,599,971,613,985,613
32,2,925,601,938,601,925,614,938,614
32,3,1229,550,1276,550,1229,596,1276,596
32,4,972,598,986,598,972,613,986,613
33,2,926,601,939,601,926,613,939,613
33,3,1238,549,1287,549,1238,596,1287,596
33,4,973,598,988,598,973,612,988,612
34,2,927,601,939,601,927,613,939,613
34,3,1248,547,1298,547,1248,595,1298,595
34,4,974,598,989,598,974,612,989,612
35,2,927,600,940,600,927,613,940,613
35,3,1258,545,1309,545,1258,594,1309,594
35,4,975,597,990,597,975,612,990,612
36,2,928,600,941,600,928,613,941,613
36,3,1269,543,1321,543,1269,593,1321,593
36,4,976,597,991,597,976,611,991,611
37,2,929,600,942,600,929,612,942,612
37,3,1280,541,1333,541,1280,593,1333,593
37,4,978,597,992,597,978,611,992,611
38,2,929,599,942,599,929,612,942,612
38,3,1292,539,1347,539,1292,592,1347,592
38,4,979,596,994,596,979,611,994,611
39,2,930,599,943,599,930,612,943,612
39,3,1304,536,1360,536,1304,591,1360,591
39,4,980,596,995,596,980,611,995,611
40,2,931,599,944,599,931,612,944,612
40,3,1317,534,1375,534,1317,590,1375,590
40,4,981,596,996,596,981,611,996,611
41,2,932,599,945,599,932,612,945,612
41,3,1330,532,1390,532,1330,589,1390,589
41,4,982,596,998,596,982,611,998,611
42,2,932,599,945,599,932,612,945,612
42,3,1345,529,1406,529,1345,588,1406,588
42,4,983,595,999,595,983,611,999,611
43,2,933,599,946,599,933,612,946,612
43,3,1360,527,1423,527,1360,588,1423,588
43,4,985,595,1000,595,985,610,1000,610
44,2,934,598,947,598,934,612,947,612
44,3,1376,524,1441,524,1376,587,1441,587
44,4,986,595,1002,595,986,610,1002,610
45,2,935,598,948,598,935,611,948,611
45,3,1393,521,1460,521,1393,586,1460,586
45,4,987,595,1003,595,987,610,1003,610
46,2,935,598,949,598,935,611,949,611
46,3,1411,518,1481,518,1411,585,1481,585
46,4,988,594,1004,594,988,610,1004,610
47,2,936,598,950,598,936,611,950,611
47,3,1431,515,1502,515,1431,583,1502,583
47,4,990,594,1006,594,990,610,1006,610
48,2,937,598,951,598,937,611,951,611
48,3,1451,511,1525,511,1451,582,1525,582
48,4,991,594,1007,594,991,610,1007,610
49,2,938,598,951,598,938,611,951,611
49,3,1473,508,1550,508,1473,581,1550,581
49,4,992,594,1009,594,992,610,1009,610
50,2,938,597,952,597,938,611,952,611
50,3,1496,504,1576,504,1496,580,1576,580
50,4,994,594,1010,594,994,610,1010,610
51,2,939,597,953,597,939,611,953,611
51,3,1522,499,1604,499,1522,578,1604,578
51,4,995,593,1012,593,995,610,1012,610
52,2,940,597,954,597,940,611,954,611
52,3,1549,495,1628,495,1549,577,1628,577
52,4,997,593,1013,593,997,610,1013,610
53,2,941,597,955,597,941,611,955,611
53,3,1578,490,1628,490,1578,575,1628,575
53,4,998,593,1015,593,998,610,1015,610
54,2,942,597,956,597,942,611,956,611
54,4,999,593,1016,593,999,610,1016,610
55,2,943,597,957,597,943,611,957,611
