frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
146,5,913,233,927,233,913,247,927,247
147,5,917,235,931,235,917,249,931,249
148,5,920,236,934,236,920,250,934,250
149,5,924,237,939,237,924,251,939,251
150,5,929,239,943,239,929,252,943,252
151,5,933,240,947,240,933,254,947,254
152,5,937,240,951,240,937,254,951,254
153,5,941,242,955,242,941,256,955,256
154,5,945,244,959,244,945,258,959,258
155,5,950,244,966,244,950,259,966,259
156,5,953,247,969,247,953,263,969,263
157,5,958,246,974,246,958,262,974,262
158,5,962,243,978,243,962,259,978,259
159,5,968,241,984,241,968,257,984,257
160,5,973,240,989,240,973,256,989,256
161,5,980,237,996,237,980,253,996,253
162,5,984,239,1000,239,984,255,1000,255
163,5,989,242,1007,242,989,258,1007,258
164,5,995,242,1013,242,995,259,1013,259
165,5,1002,241,1019,241,1002,258,1019,258
166,5,1007,241,1024,241,1007,259,1024,259
167,5,1014,242,1031,242,1014,260,1031,260
168,5,1022,239,1041,239,1022,259,1041,259
169,5,1028,239,1047,239,1028,259,1047,259
169,14,1015,239,1025,239,1015,249,1025,249
170,5,1038,239,1057,239,1038,261,1057,261
170,14,1019,242,1031,242,1019,252,1031,252
171,5,1045,239,1065,239,1045,261,1065,261
171,14,1023,242,1035,242,1023,252,1035,252
172,5,1054,240,1075,240,1054,263,1075,263
172,14,1029,240,1039,240,1029,251,1039,251
173,5,1062,240,1083,240,1062,263,1083,263
173,14,1033,240,1043,240,1033,251,1043,251
174,5,1070,240,1092,240,1070,263,1092,263
174,14,1037,240,1047,240,1037,251,1047,251
175,5,1083,240,1106,240,1083,263,1106,263
175,14,1041,240,1051,240,1041,251,1051,251
176,5,1091,242,1114,242,1091,265,1114,265
176,14,1044,239,1054,239,1044,251,1054,251
177,5,1101,243,1126,243,1101,269,1126,269
177,14,1048,241,1058,241,1048,253,1058,253
178,5,1112,245,1140,245,1112,271,1140,271
178,14,1052,242,1062,242,1052,254,1062,254
179,5,1123,247,1151,247,1123,275,1151,275
179,14,1056,244,1066,244,1056,256,1066,256
180,5,1135,250,1163,250,1135,278,1163,278
180,14,1060,246,1070,246,1060,258,1070,258
181,5,1149,250,1177,250,1149,278,1177,278
181,5,1132,248,1145,248,1132,264,1145,264
181,14,1064,245,1074,245,1064,257,1074,257
182,5,1161,248,1191,248,1161,278,1191,278
182,5,1138,247,1151,247,1138,263,1151,263
182,14,1066,244,1076,244,1066,256,1076,256
183,5,1171,252,1204,252,1171,283,1204,283
183,5,1143,250,1156,250,1143,266,1156,266
183,14,1068,246,1078,246,1068,258,1078,258
184,5,1185,251,1218,251,1185,285,1218,285
184,5,1148,249,1161,249,1148,265,1161,265
184,14,1069,245,1079,245,1069,257,1079,257
185,5,1198,248,1233,248,1198,282,1233,282
185,5,1153,248,1166,248,1153,264,1166,264
185,14,1070,243,1080,243,1070,255,1080,255
186,5,1214,254,1251,254,1214,289,1251,289
186,5,1158,252,1174,252,1158,268,1174,268
186,14,1071,247,1081,247,1071,259,1081,259
187,5,1232,256,1268,256,1232,293,1268,293
187,5,1163,253,1179,253,1163,269,1179,269
187,14,1073,248,1083,248,1073,260,1083,260
188,5,1250,253,1288,253,1250,292,1288,292
188,5,1169,249,1185,249,1169,265,1185,265
188,14,1075,244,1085,244,1075,256,1085,256
189,5,1270,255,1310,255,1270,296,1310,296
189,5,1178,251,1195,251,1178,267,1195,267
189,14,1076,245,1086,245,1076,257,1086,257
190,5,1291,255,1334,255,1291,298,1334,298
190,5,1183,250,1200,250,1183,266,1200,266
190,14,1078,244,1088,244,1078,256,1088,256
191,5,1316,255,1361,255,1316,299,1361,299
191,5,1189,248,1206,248,1189,264,1206,264
191,14,1080,241,1090,241,1080,253,1090,253
192,5,1343,260,1390,260,1343,306,1390,306
192,5,1195,251,1212,251,1195,268,1212,268
192,14,1081,244,1091,244,1081,256,1091,256
193,5,1369,263,1422,263,1369,315,1422,315
193,5,1203,254,1221,254,1203,271,1221,271
193,14,1082,246,1092,246,1082,258,1092,258
194,5,1404,267,1457,267,1404,319,1457,319
194,5,1210,255,1228,255,1210,272,1228,272
194,14,1083,246,1093,246,1083,260,1093,260
195,5,1441,268,1498,268,1441,325,1498,325
195,5,1217,253,1238,253,1217,273,1238,273
195,14,1085,246,1095,246,1085,260,1095,260
196,5,1483,274,1544,274,1483,335,1544,335
196,5,1227,256,1246,256,1227,276,1246,276
196,14,1086,248,1096,248,1086,262,1096,262
197,5,1527,273,1595,273,1527,341,1595,341
197,5,1236,256,1255,256,1236,276,1255,276
197,14,1087,247,1097,247,1087,261,1097,261
198,5,1580,272,1626,272,1580,350,1626,350
198,5,1241,255,1263,255,1241,275,1263,275
198,14,1087,246,1097,246,1087,260,1097,260
199,5,1249,253,1272,253,1249,275,1272,275
199,14,1089,244,1099,244,1089,258,1099,258
200,5,1257,252,1280,252,1257,274,1280,274
200,14,1088,242,1098,242,1088,256,1098,256
201,5,1264,252,1287,252,1264,274,1287,274
201,14,1086,243,1096,243,1086,256,1096,256
202,5,1271,253,1296,253,1271,275,1296,275
202,14,1084,243,1094,243,1084,256,1094,256
203,5,1278,255,1303,255,1278,277,1303,277
203,14,1082,245,1092,245,1082,258,1092,258
204,5,1287,255,1311,255,1287,279,1311,279
204,14,1081,244,1091,244,1081,257,1091,257
205,5,1295,255,1321,255,1295,280,1321,280
205,14,1079,242,1089,242,1079,256,1089,256
206,5,1306,255,1332,255,1306,282,1332,282
206,14,1075,242,1086,242,1075,258,1086,258
207,5,1315,259,1343,259,1315,287,1343,287
207,14,1072,244,1083,244,1072,260,1083,260
208,5,1324,264,1352,264,1324,292,1352,292
208,14,1069,248,1080,248,1069,264,1080,264
209,5,1334,267,1363,267,1334,295,1363,295
209,14,1066,250,1077,250,1066,266,1077,266
210,5,1346,269,1378,269,1346,299,1378,299
210,14,1063,251,1074,251,1063,267,1074,267
211,5,1360,268,1392,268,1360,300,1392,300
211,14,1060,249,1071,249,1060,265,1071,265
212,5,1374,268,1406,268,1374,301,1406,301
212,14,1057,247,1068,247,1057,262,1068,262
213,5,1390,271,1423,271,1390,304,1423,304
213,14,1054,248,1065,248,1054,263,1065,263
214,5,1406,272,1441,272,1406,308,1441,308
214,14,1050,249,1061,249,1050,264,1061,264
215,5,1424,273,1460,273,1424,310,1460,310
215,14,1046,250,1057,250,1046,264,1057,264
216,5,1444,279,1481,279,1444,318,1481,318
216,14,1043,252,1055,252,1043,268,1055,268
217,5,1467,280,1507,280,1467,322,1507,322
217,14,1040,251,1052,251,1040,267,1052,267
218,5,1492,277,1535,277,1492,320,1535,320
218,14,1037,247,1049,247,1037,263,1049,263
219,5,1520,280,1564,280,1520,325,1564,325
219,14,1035,247,1046,247,1035,263,1046,263
220,5,1552,283,1599,283,1552,332,1599,332
220,14,1032,249,1043,249,1032,265,1043,265
221,5,1588,284,1627,284,1588,335,1627,335
221,14,1028,247,1039,247,1028,263,1039,263
222,14,1025,245,1036,245,1025,261,1036,261
223,14,1022,244,1033,244,1022,260,1033,260
224,14,1018,246,1031,246,1018,262,1031,262
225,14,1016,252,1029,252,1016,268,1029,268
226,14,1015,260,1028,260,1015,276,1028,276
227,14,1014,266,1027,266,1014,282,1027,282
