frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,5,1027,614,1049,614,1027,636,1049,636
1,3,938,628,950,628,938,640,950,640
2,5,1026,599,1049,599,1026,621,1049,621
2,3,937,615,949,615,937,626,949,626
3,5,1027,582,1050,582,1027,604,1050,604
3,3,936,599,949,599,936,611,949,611
4,5,1032,569,1055,569,1032,592,1055,592
4,3,939,587,951,587,939,599,951,599
5,5,1035,570,1058,570,1035,593,1058,593
5,3,940,587,952,587,940,599,952,599
6,5,1038,573,1061,573,1038,596,1061,596
6,3,941,590,953,590,941,602,953,602
7,5,1040,575,1064,575,1040,598,1064,598
7,3,942,592,954,592,942,604,954,604
8,5,1043,577,1066,577,1043,600,1066,600
8,3,943,594,955,594,943,606,955,606
9,5,1045,578,1069,578,1045,602,1069,602
9,3,943,596,956,596,943,608,956,608
10,5,1049,582,1073,582,1049,606,1073,606
10,3,945,600,957,600,945,613,957,613
11,5,1051,568,1076,568,1051,592,1076,592
11,3,946,588,959,588,946,601,959,601
12,5,1049,556,1074,556,1049,581,1074,581
12,3,942,576,955,576,942,589,955,589
13,5,1056,548,1081,548,1056,573,1081,573
13,3,946,568,959,568,946,581,959,581
14,5,1060,543,1085,543,1060,568,1085,568
14,3,948,563,960,563,948,576,960,576
15,5,1062,540,1087,540,1062,566,1087,566
15,3,947,560,960,560,947,573,960,573
16,5,1064,544,1090,544,1064,570,1090,570
16,3,947,564,960,564,947,577,960,577
17,5,1071,551,1098,551,1071,577,1098,577
17,3,952,573,965,573,952,586,965,586
18,5,1068,562,1095,562,1068,589,1095,589
18,3,948,585,961,585,948,598,961,598
19,5,1070,578,1097,578,1070,605,1097,605
19,3,948,600,961,600,948,614,961,614
20,5,1077,590,1104,590,1077,616,1104,616
20,3,952,611,965,611,952,624,965,624
21,5,1081,587,1108,587,1081,614,1108,614
21,3,953,609,966,609,953,622,966,622
22,5,1084,585,1112,585,1084,612,1112,612
22,3,954,607,967,607,954,620,967,620
23,5,1088,583,1116,583,1088,611,1116,611
23,3,955,605,968,605,955,619,968,619
24,5,1092,582,1120,582,1092,610,1120,610
24,3,956,604,969,604,956,617,969,617
25,5,1095,580,1125,580,1095,609,1125,609
25,3,957,603,970,603,957,616,970,616
26,5,1099,579,1129,579,1099,608,1129,608
26,3,958,602,971,602,958,616,971,616
27,5,1104,577,1133,577,1104,607,1133,607
27,3,959,601,972,601,959,615,972,615
28,5,1108,576,1138,576,1108,606,1138,606
28,3,960,600,973,600,960,614,973,614
29,5,1112,575,1143,575,1112,605,1143,605
29,3,961,600,975,600,961,614,975,614
30,5,1116,574,1148,574,1116,605,1148,605
30,3,962,599,976,599,962,613,976,613
31,5,1121,573,1153,573,1121,604,1153,604
31,3,963,599,977,599,963,613,977,613
32,5,1126,572,1158,572,1126,604,1158,604
32,3,964,598,978,598,964,612,978,612
33,5,1130,571,1163,571,1130,603,1163,603
33,3,965,598,979,598,965,612,979,612
34,5,1135,570,1168,570,1135,603,1168,603
34,3,966,598,980,598,966,612,980,612
35,5,1140,569,1174,569,1140,602,1174,602
35,3,967,597,981,597,967,612,981,612
36,5,1146,568,1180,568,1146,602,1180,602
36,3,968,597,982,597,968,611,982,611
37,5,1151,567,1186,567,1151,601,1186,601
37,3,969,597,984,597,969,611,984,611
38,5,1157,566,1192,566,1157,601,1192,601
38,3,970,596,985,596,970,611,985,611
39,5,1162,565,1198,565,1162,601,1198,601
39,3,971,596,986,596,971,611,986,611
40,5,1168,564,1205,564,1168,600,1205,600
40,3,972,596,987,596,972,611,987,611
41,5,1174,563,1212,563,1174,600,1212,600
41,3,973,596,988,596,973,611,988,611
42,5,1181,562,1219,562,1181,600,1219,600
42,3,974,595,990,595,974,611,990,611
43,5,1187,562,1226,562,1187,599,1226,599
43,3,976,595,991,595,976,611,991,611
44,5,1194,560,1234,560,1194,599,1234,599
44,3,977,595,992,595,977,610,992,610
45,5,1201,559,1242,559,1201,598,1242,598
45,3,978,595,994,595,978,610,994,610
46,5,1209,558,1250,558,1209,598,1250,598
46,3,979,595,995,595,979,610,995,610
47,5,1216,557,1258,557,1216,598,1258,598
47,3,980,594,996,594,980,610,996,610
48,5,1224,556,1267,556,1224,597,1267,597
48,3,982,594,998,594,982,610,998,610
49,5,1233,554,1276,554,1233,597,1276,597
49,3,983,594,999,594,983,610,999,610
50,5,1241,553,1286,553,1241,596,1286,596
50,3,984,594,1001,594,984,610,1001,610
51,5,1250,552,1295,552,1250,596,1295,596
51,3,986,594,1002,594,986,610,1002,610
52,5,1259,550,1306,550,1259,595,1306,595
52,3,987,593,1003,593,987,610,1003,610
53,5,1269,549,1317,549,1269,595,1317,595
53,3,988,593,1005,593,988,610,1005,610
54,5,1279,547,1328,547,1279,594,1328,594
54,3,990,593,1006,593,990,610,1006,610
54,1,920,603,931,603,920,613,931,613
55,5,1290,546,1340,546,1290,594,1340,594
55,3,991,593,1008,593,991,610,1008,610
55,1,921,603,931,603,921,613,931,613
56,5,1301,544,1352,544,1301,593,1352,593
56,3,992,593,1010,593,992,609,1010,609
56,1,921,603,932,603,921,613,932,613
57,5,1313,542,1365,542,1313,593,1365,593
57,3,994,592,1011,592,994,609,1011,609
57,1,922,603,932,603,922,613,932,613
58,5,1325,540,1378,540,1325,592,1378,592
58,3,995,592,1013,592,995,609,1013,609
58,1,922,602,933,602,922,613,933,613
59,5,1338,538,1393,538,1338,591,1393,591
59,3,997,592,1014,592,997,609,1014,609
59,1,923,602,933,602,923,613,933,613
60,5,1351,536,1407,536,1351,591,1407,591
60,3,998,592,1016,592,998,609,1016,609
60,1,923,602,934,602,923,613,934,613
61,5,1365,534,1423,534,1365,590,1423,590
61,3,1000,592,1018,592,1000,609,1018,609
61,1,924,602,935,602,924,613,935,613
62,5,1380,532,1440,532,1380,589,1440,589
62,3,1001,591,1019,591,1001,609,1019,609
62,1,925,602,935,602,925,613,935,613
63,5,1396,529,1457,529,1396,588,1457,588
63,3,1003,591,1021,591,1003,609,1021,609
63,1,925,602,936,602,925,613,936,613
64,5,1412,527,1476,527,1412,588,1476,588
64,3,1005,591,1023,591,1005,609,1023,609
64,1,926,602,936,602,926,613,936,613
65,5,1430,524,1495,524,1430,586,1495,586
65,3,1006,591,1025,591,1006,609,1025,609
65,1,926,602,937,602,926,613,937,613
66,5,1449,521,1516,521,1449,586,1516,586
66,3,1008,590,1027,590,1008,609,1027,609
66,1,927,602,938,602,927,613,938,613
67,5,1468,518,1538,518,1468,585,1538,585
67,3,1010,590,1028,590,1010,609,1028,609
67,1,927,602,938,602,927,613,938,613
68,5,1490,515,1561,515,1490,583,1561,583
68,3,1011,590,1030,590,1011,609,1030,609
68,1,928,602,939,602,928,612,939,612
69,5,1512,512,1586,512,1512,582,1586,582
69,3,1013,590,1032,590,1013,609,1032,609
69,1,929,602,940,602,929,612,940,612
70,5,1536,508,1613,508,1536,581,1613,581
70,3,1015,589,1034,589,1015,608,1034,608
70,1,929,601,940,601,929,612,940,612
71,5,1562,504,1628,504,1562,580,1628,580
71,3,1017,589,1036,589,1017,608,1036,608
71,1,930,601,941,601,930,612,941,612
72,3,1019,589,1038,589,1019,608,1038,608
72,1,930,601,942,601,930,612,942,612
73,3,1020,589,1040,589,1020,608,1040,608
73,1,931,601,942,601,931,612,942,612
74,3,1022,588,1042,588,1022,608,1042,608
74,1,932,601,943,601,932,612,943,612
75,3,1024,588,1045,588,1024,608,1045,608
75,1,932,601,944,601,932,612,944,612
76,3,1026,588,1047,588,1026,608,1047,608
76,1,933,601,944,601,933,612,944,612
77,3,1028,587,1049,587,1028,608,1049,608
77,1,934,601,945,601,934,612,945,612
78,3,1030,587,1051,587,1030,608,1051,608
78,1,934,601,946,601,934,612,946,612
79,3,1033,587,1053,587,1033,607,1053,607
79,1,935,601,946,601,935,612,946,612
80,3,1035,587,1056,587,1035,607,1056,607
80,1,935,601,947,601,935,612,947,612
81,3,1037,586,1058,586,1037,607,1058,607
81,1,936,600,948,600,936,612,948,612
82,3,1039,586,1061,586,1039,607,1061,607
82,1,937,600,949,600,937,612,949,612
83,3,1041,586,1063,586,1041,607,1063,607
83,1,937,600,949,600,937,612,949,612
84,3,1044,585,1066,585,1044,607,1066,607
84,1,938,600,950,600,938,612,950,612
85,3,1046,585,1068,585,1046,607,1068,607
85,1,939,600,951,600,939,612,951,612
86,3,1048,585,1071,585,1048,607,1071,607
86,1,940,600,952,600,940,612,952,612
87,3,1051,584,1074,584,1051,607,1074,607
87,1,940,600,952,600,940,612,952,612
88,3,1053,584,1076,584,1053,607,1076,607
88,1,941,600,953,600,941,612,953,612
