frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,2,923,596,937,596,923,610,937,610
1,8,1070,567,1108,567,1070,600,1108,600
2,2,923,596,938,596,923,610,938,610
2,8,1074,566,1113,566,1074,600,1113,600
3,2,924,596,938,596,924,610,938,610
3,8,1078,565,1117,565,1078,599,1117,599
4,2,925,596,939,596,925,610,939,610
4,8,1083,565,1122,565,1083,599,1122,599
5,2,926,596,940,596,926,610,940,610
5,8,1087,564,1127,564,1087,599,1127,599
6,2,926,596,941,596,926,610,941,610
6,8,1091,563,1132,563,1091,599,1132,599
7,2,927,595,942,595,927,610,942,610
7,8,1096,562,1138,562,1096,598,1138,598
8,2,928,595,943,595,928,610,943,610
8,8,1101,561,1143,561,1101,598,1143,598
9,2,929,595,944,595,929,610,944,610
9,8,1106,560,1149,560,1106,598,1149,598
10,2,930,595,945,595,930,610,945,610
10,8,1111,559,1155,559,1111,597,1155,597
11,2,930,595,946,595,930,610,946,610
11,8,1117,558,1161,558,1117,597,1161,597
12,2,931,595,947,595,931,610,947,610
12,8,1122,557,1168,557,1122,596,1168,596
13,2,932,595,948,595,932,610,948,610
13,8,1128,555,1175,555,1128,596,1175,596
14,2,933,594,949,594,933,610,949,610
14,8,1135,554,1182,554,1135,596,1182,596
15,2,934,594,950,594,934,610,950,610
15,8,1141,553,1189,553,1141,595,1189,595
16,2,935,594,951,594,935,610,951,610
16,8,1148,552,1197,552,1148,595,1197,595
17,2,936,594,952,594,936,609,952,609
17,8,1155,550,1205,550,1155,594,1205,594
18,2,937,594,953,594,937,609,953,609
18,8,1162,549,1213,549,1162,594,1213,594
19,2,938,593,954,593,938,609,954,609
19,8,1170,547,1222,547,1170,593,1222,593
20,2,939,593,955,593,939,609,955,609
20,8,1178,546,1231,546,1178,593,1231,593
21,2,940,593,956,593,940,609,956,609
21,8,1186,544,1241,544,1186,592,1241,592
22,2,941,593,957,593,941,609,957,609
22,8,1195,542,1251,542,1195,591,1251,591
23,2,942,593,958,593,942,609,958,609
23,8,1204,540,1262,540,1204,591,1262,591
24,2,943,592,960,592,943,609,960,609
24,8,1214,538,1273,538,1214,590,1273,590
25,2,944,592,961,592,944,609,961,609
25,8,1224,536,1285,536,1224,589,1285,589
26,2,945,592,962,592,945,609,962,609
26,8,1235,534,1297,534,1235,589,1297,589
27,2,946,592,963,592,946,609,963,609
27,8,1247,532,1311,532,1247,588,1311,588
28,2,947,592,964,592,947,609,964,609
28,8,1259,529,1325,529,1259,587,1325,587
29,2,948,591,966,591,948,609,966,609
29,8,1272,527,1339,527,1272,586,1339,586
30,2,950,591,967,591,950,609,967,609
30,8,1286,524,1355,524,1286,585,1355,585
31,2,951,591,968,591,951,608,968,608
31,8,1300,521,1372,521,1300,584,1372,584
32,2,952,591,970,591,952,608,970,608
32,8,1316,518,1390,518,1316,583,1390,583
33,2,953,590,971,590,953,608,971,608
33,8,1333,515,1409,515,1333,582,1409,582
34,2,954,590,973,590,954,608,973,608
34,8,1351,511,1430,511,1351,581,1430,581
35,9,911,602,921,602,911,612,921,612
35,2,956,590,974,590,956,608,974,608
35,8,1370,507,1452,507,1370,579,1452,579
36,9,912,602,922,602,912,612,922,612
36,2,957,590,976,590,957,608,976,608
36,8,1390,503,1476,503,1390,578,1476,578
37,9,912,602,922,602,912,612,922,612
37,6,885,602,896,602,885,613,896,613
37,2,958,589,977,589,958,608,977,608
37,8,1413,499,1502,499,1413,576,1502,576
38,9,913,602,923,602,913,612,923,612
38,6,886,602,896,602,886,613,896,613
38,2,960,589,979,589,960,608,979,608
38,8,1437,494,1529,494,1437,575,1529,575
39,9,913,602,924,602,913,612,924,612
39,6,886,602,896,602,886,612,896,612
39,2,961,589,980,589,961,608,980,608
39,8,1463,489,1560,489,1463,573,1560,573
40,9,914,602,924,602,914,612,924,612
40,6,887,602,897,602,887,612,897,612
40,2,963,589,982,589,963,608,982,608
40,8,1492,483,1593,483,1492,571,1593,571
41,9,914,602,925,602,914,612,925,612
41,6,887,602,897,602,887,612,897,612
41,2,964,588,984,588,964,608,984,608
41,8,1524,477,1628,477,1524,568,1628,568
42,9,915,602,925,602,915,612,925,612
42,6,887,602,898,602,887,612,898,612
42,2,966,588,985,588,966,607,985,607
42,8,1558,470,1628,470,1558,566,1628,566
43,9,915,602,926,602,915,612,926,612
43,6,888,602,898,602,888,612,898,612
43,2,967,588,987,588,967,607,987,607
44,9,916,602,927,602,916,612,927,612
44,6,888,602,899,602,888,612,899,612
44,2,969,587,989,587,969,607,989,607
45,9,917,602,927,602,917,612,927,612
45,6,889,602,899,602,889,612,899,612
45,2,970,587,991,587,970,607,991,607
46,9,917,601,928,601,917,612,928,612
46,6,889,602,900,602,889,612,900,612
46,2,972,587,993,587,972,607,993,607
47,9,918,601,929,601,918,612,929,612
47,6,890,602,900,602,890,612,900,612
47,2,974,586,995,586,974,607,995,607
48,9,918,601,929,601,918,612,929,612
48,6,890,602,901,602,890,612,901,612
48,2,976,586,997,586,976,607,997,607
49,9,919,601,930,601,919,612,930,612
49,6,890,601,901,601,890,612,901,612
49,2,977,586,999,586,977,607,999,607
50,9,920,601,931,601,920,612,931,612
50,6,891,601,902,601,891,612,902,612
