frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,7,845,596,859,596,845,611,859,611
2,7,854,596,869,596,854,611,869,611
3,7,863,596,878,596,863,610,878,610
4,7,872,596,887,596,872,610,887,610
5,7,880,595,895,595,880,610,895,610
6,7,889,595,904,595,889,610,904,610
7,7,896,595,911,595,896,610,911,610
8,7,904,595,919,595,904,610,919,610
9,7,911,595,926,595,911,610,926,610
10,7,918,594,933,594,918,610,933,610
11,7,924,594,940,594,924,610,940,610
12,7,931,594,947,594,931,610,947,610
13,7,937,594,953,594,937,610,953,610
14,7,943,594,959,594,943,610,959,610
15,7,948,593,964,593,948,610,964,610
16,7,953,593,970,593,953,610,970,610
17,7,958,593,975,593,958,610,975,610
18,7,963,593,980,593,963,610,980,610
19,7,967,593,984,593,967,609,984,609
20,7,972,592,989,592,972,609,989,609
21,7,976,592,993,592,976,609,993,609
22,7,979,592,997,592,979,609,997,609
23,7,985,592,1002,592,985,609,1002,609
24,7,990,592,1008,592,990,609,1008,609
25,7,995,591,1013,591,995,609,1013,609
26,7,999,591,1017,591,999,609,1017,609
27,7,1002,591,1020,591,1002,609,1020,609
28,7,1006,591,1024,591,1006,609,1024,609
29,7,1009,591,1027,591,1009,609,1027,609
30,7,1012,591,1030,591,1012,609,1030,609
31,7,1014,590,1033,590,1014,609,1033,609
32,7,1017,590,1036,590,1017,609,1036,609
33,7,1020,590,1039,590,1020,609,1039,609
34,7,1023,590,1042,590,1023,609,1042,609
35,7,1026,590,1045,590,1026,609,1045,609
36,7,1029,589,1048,589,1029,609,1048,609
37,7,1032,589,1051,589,1032,609,1051,609
38,7,1035,589,1054,589,1035,608,1054,608
39,7,1038,588,1058,588,1038,608,1058,608
40,7,1041,588,1061,588,1041,608,1061,608
41,7,1044,587,1065,587,1044,608,1065,608
42,7,1048,587,1069,587,1048,608,1069,608
43,7,1051,587,1072,587,1051,607,1072,607
44,7,1055,586,1077,586,1055,607,1077,607
45,7,1059,586,1081,586,1059,607,1081,607
46,7,1063,585,1085,585,1063,607,1085,607
47,7,1067,585,1090,585,1067,607,1090,607
48,7,1070,584,1092,584,1070,607,1092,607
49,7,1072,584,1095,584,1072,607,1095,607
50,7,1074,584,1097,584,1074,606,1097,606
51,7,1077,583,1100,583,1077,606,1100,606
52,7,1079,583,1103,583,1079,606,1103,606
53,7,1082,583,1106,583,1082,606,1106,606
54,7,1084,583,1108,583,1084,606,1108,606
55,7,1087,582,1111,582,1087,606,1111,606
56,7,1090,582,1114,582,1090,606,1114,606
57,7,1093,582,1118,582,1093,606,1118,606
58,7,1096,581,1121,581,1096,606,1121,606
59,7,1099,581,1124,581,1099,605,1124,605
60,7,1102,580,1128,580,1102,605,1128,605
61,7,1105,580,1131,580,1105,605,1131,605
62,7,1109,580,1135,580,1109,605,1135,605
63,7,1112,579,1138,579,1112,605,1138,605
64,7,1116,579,1142,579,1116,605,1142,605
65,7,1119,578,1146,578,1119,605,1146,605
66,7,1123,578,1151,578,1123,605,1151,605
67,7,1127,578,1155,578,1127,605,1155,605
68,2,919,603,929,603,919,613,929,613
68,7,1131,578,1159,578,1131,605,1159,605
69,2,920,603,930,603,920,614,930,614
69,7,1135,577,1164,577,1135,605,1164,605
70,2,920,603,931,603,920,614,931,614
70,7,1140,577,1169,577,1140,605,1169,605
71,2,921,603,931,603,921,614,931,614
71,7,1144,576,1174,576,1144,605,1174,605
72,2,921,603,932,603,921,614,932,614
72,7,1149,576,1179,576,1149,605,1179,605
73,2,922,603,932,603,922,614,932,614
73,7,1154,575,1184,575,1154,605,1184,605
74,2,923,603,933,603,923,614,933,614
74,7,1159,575,1189,575,1159,605,1189,605
75,2,923,603,934,603,923,614,934,614
75,7,1164,574,1195,574,1164,604,1195,604
76,2,924,603,935,603,924,614,935,614
76,7,1169,573,1201,573,1169,604,1201,604
77,2,925,603,935,603,925,614,935,614
77,7,1175,573,1207,573,1175,604,1207,604
