frameNumber,signType,llx,lly,lrx,lry,ulx,uly,urx,ury
1,14,909,604,916,604,909,611,916,611
1,8,1010,593,1029,593,1010,610,1029,610
2,14,909,604,917,604,909,611,917,611
2,8,1012,593,1031,593,1012,609,1031,609
3,14,910,604,918,604,910,611,918,611
3,8,1013,592,1033,592,1013,609,1033,609
4,14,910,603,918,603,910,611,918,611
4,8,1015,592,1035,592,1015,609,1035,609
5,14,911,603,919,603,911,611,919,611
5,8,1017,592,1036,592,1017,609,1036,609
6,14,911,603,919,603,911,611,919,611
6,8,1019,592,1038,592,1019,609,1038,609
7,14,912,603,920,603,912,611,920,611
7,8,1020,591,1040,591,1020,609,1040,609
8,14,912,603,920,603,912,611,920,611
8,8,1022,591,1042,591,1022,609,1042,609
9,14,913,603,921,603,913,611,921,611
9,8,1024,591,1044,591,1024,609,1044,609
10,14,913,603,921,603,913,611,921,611
10,8,1026,591,1046,591,1026,609,1046,609
11,14,914,603,922,603,914,611,922,611
11,8,1027,591,1048,591,1027,609,1048,609
12,14,914,603,922,603,914,611,922,611
12,8,1029,590,1050,590,1029,609,1050,609
13,14,915,603,923,603,915,611,923,611
13,8,1031,590,1052,590,1031,609,1052,609
14,14,915,603,923,603,915,611,923,611
14,8,1032,590,1054,590,1032,609,1054,609
15,14,916,603,924,603,916,611,924,611
15,8,1034,590,1056,590,1034,608,1056,608
16,14,916,603,924,603,916,611,924,611
16,8,1036,589,1058,589,1036,608,1058,608
17,14,916,602,925,602,916,611,925,611
17,8,1038,589,1060,589,1038,608,1060,608
18,14,917,602,925,602,917,611,925,611
18,8,1040,589,1062,589,1040,608,1062,608
19,14,917,602,926,602,917,610,926,610
19,8,1042,589,1064,589,1042,608,1064,608
20,14,918,602,926,602,918,610,926,610
20,8,1044,588,1066,588,1044,608,1066,608
21,14,918,602,927,602,918,610,927,610
21,8,1046,588,1068,588,1046,608,1068,608
22,14,919,602,927,602,919,610,927,610
22,8,1048,588,1071,588,1048,608,1071,608
23,14,920,602,928,602,920,610,928,610
23,8,1050,587,1073,587,1050,608,1073,608
24,14,920,602,929,602,920,610,929,610
24,8,1052,587,1075,587,1052,608,1075,608
25,14,921,602,929,602,921,610,929,610
25,8,1054,587,1078,587,1054,608,1078,608
26,14,921,602,930,602,921,610,930,610
26,8,1057,587,1080,587,1057,607,1080,607
27,14,922,602,930,602,922,610,930,610
27,8,1059,586,1083,586,1059,607,1083,607
28,14,922,601,931,601,922,610,931,610
