# frame,sign,llx,lly,lrx,lry,ulx,uly,urx,ury
4.000000000000000000e+00,1.000000000000000000e+01,2.380000000000000000e+02,1.840000000000000000e+02,2.710000000000000000e+02,2.230000000000000000e+02,2.520000000000000000e+02,2.750000000000000000e+02,2.850000000000000000e+02,3.140000000000000000e+02
5.000000000000000000e+00,1.000000000000000000e+01,2.230000000000000000e+02,1.870000000000000000e+02,2.580000000000000000e+02,2.260000000000000000e+02,2.380000000000000000e+02,2.780000000000000000e+02,2.730000000000000000e+02,3.170000000000000000e+02
6.000000000000000000e+00,1.000000000000000000e+01,2.150000000000000000e+02,1.850000000000000000e+02,2.480000000000000000e+02,2.250000000000000000e+02,2.290000000000000000e+02,2.790000000000000000e+02,2.620000000000000000e+02,3.190000000000000000e+02
7.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+02,1.850000000000000000e+02,2.400000000000000000e+02,2.250000000000000000e+02,2.170000000000000000e+02,2.790000000000000000e+02,2.570000000000000000e+02,3.190000000000000000e+02
8.000000000000000000e+00,1.000000000000000000e+01,1.860000000000000000e+02,1.820000000000000000e+02,2.280000000000000000e+02,2.240000000000000000e+02,2.040000000000000000e+02,2.800000000000000000e+02,2.460000000000000000e+02,3.220000000000000000e+02
9.000000000000000000e+00,1.000000000000000000e+01,1.730000000000000000e+02,1.820000000000000000e+02,2.170000000000000000e+02,2.240000000000000000e+02,1.920000000000000000e+02,2.800000000000000000e+02,2.360000000000000000e+02,3.220000000000000000e+02
1.000000000000000000e+01,1.000000000000000000e+01,1.550000000000000000e+02,1.760000000000000000e+02,2.060000000000000000e+02,2.220000000000000000e+02,1.770000000000000000e+02,2.830000000000000000e+02,2.280000000000000000e+02,3.290000000000000000e+02
1.100000000000000000e+01,1.000000000000000000e+01,1.430000000000000000e+02,1.710000000000000000e+02,1.920000000000000000e+02,2.200000000000000000e+02,1.640000000000000000e+02,2.850000000000000000e+02,2.130000000000000000e+02,3.340000000000000000e+02
1.200000000000000000e+01,1.000000000000000000e+01,1.220000000000000000e+02,1.740000000000000000e+02,1.800000000000000000e+02,2.230000000000000000e+02,1.470000000000000000e+02,2.880000000000000000e+02,2.050000000000000000e+02,3.370000000000000000e+02
1.300000000000000000e+01,1.000000000000000000e+01,1.090000000000000000e+02,1.730000000000000000e+02,1.630000000000000000e+02,2.230000000000000000e+02,1.320000000000000000e+02,2.900000000000000000e+02,1.860000000000000000e+02,3.400000000000000000e+02
1.400000000000000000e+01,1.000000000000000000e+01,8.700000000000000000e+01,1.670000000000000000e+02,1.470000000000000000e+02,2.210000000000000000e+02,1.130000000000000000e+02,2.930000000000000000e+02,1.730000000000000000e+02,3.470000000000000000e+02
1.500000000000000000e+01,1.000000000000000000e+01,6.400000000000000000e+01,1.670000000000000000e+02,1.300000000000000000e+02,2.210000000000000000e+02,9.200000000000000000e+01,2.930000000000000000e+02,1.580000000000000000e+02,3.470000000000000000e+02
1.600000000000000000e+01,1.000000000000000000e+01,4.200000000000000000e+01,1.660000000000000000e+02,1.100000000000000000e+02,2.230000000000000000e+02,7.100000000000000000e+01,2.990000000000000000e+02,1.390000000000000000e+02,3.560000000000000000e+02
