# frame,sign,llx,lly,lrx,lry,ulx,uly,urx,ury
1.000000000000000000e+00,9.000000000000000000e+00,9.300000000000000000e+02,5.820000000000000000e+02,9.580000000000000000e+02,5.930000000000000000e+02,9.420000000000000000e+02,6.080000000000000000e+02,9.700000000000000000e+02,6.190000000000000000e+02
1.000000000000000000e+00,6.000000000000000000e+00,9.090000000000000000e+02,5.810000000000000000e+02,9.350000000000000000e+02,5.930000000000000000e+02,9.200000000000000000e+02,6.090000000000000000e+02,9.460000000000000000e+02,6.210000000000000000e+02
1.000000000000000000e+00,2.000000000000000000e+00,1.018000000000000000e+03,5.370000000000000000e+02,1.079000000000000000e+03,5.630000000000000000e+02,1.044000000000000000e+03,5.970000000000000000e+02,1.105000000000000000e+03,6.230000000000000000e+02
2.000000000000000000e+00,9.000000000000000000e+00,9.310000000000000000e+02,5.820000000000000000e+02,9.590000000000000000e+02,5.930000000000000000e+02,9.430000000000000000e+02,6.080000000000000000e+02,9.710000000000000000e+02,6.190000000000000000e+02
2.000000000000000000e+00,6.000000000000000000e+00,9.100000000000000000e+02,5.810000000000000000e+02,9.360000000000000000e+02,5.930000000000000000e+02,9.210000000000000000e+02,6.090000000000000000e+02,9.470000000000000000e+02,6.210000000000000000e+02
2.000000000000000000e+00,2.000000000000000000e+00,1.021000000000000000e+03,5.370000000000000000e+02,1.084000000000000000e+03,5.630000000000000000e+02,1.048000000000000000e+03,5.970000000000000000e+02,1.111000000000000000e+03,6.230000000000000000e+02
3.000000000000000000e+00,9.000000000000000000e+00,9.320000000000000000e+02,5.790000000000000000e+02,9.600000000000000000e+02,5.920000000000000000e+02,9.440000000000000000e+02,6.090000000000000000e+02,9.720000000000000000e+02,6.220000000000000000e+02
3.000000000000000000e+00,6.000000000000000000e+00,9.090000000000000000e+02,5.810000000000000000e+02,9.370000000000000000e+02,5.930000000000000000e+02,9.210000000000000000e+02,6.090000000000000000e+02,9.490000000000000000e+02,6.210000000000000000e+02
3.000000000000000000e+00,2.000000000000000000e+00,1.025000000000000000e+03,5.360000000000000000e+02,1.088000000000000000e+03,5.620000000000000000e+02,1.052000000000000000e+03,5.970000000000000000e+02,1.115000000000000000e+03,6.230000000000000000e+02
4.000000000000000000e+00,9.000000000000000000e+00,9.320000000000000000e+02,5.790000000000000000e+02,9.620000000000000000e+02,5.920000000000000000e+02,9.450000000000000000e+02,6.090000000000000000e+02,9.750000000000000000e+02,6.220000000000000000e+02
