# frame,sign,llx,lly,lrx,lry,ulx,uly,urx,ury
4.000000000000000000e+00,1.300000000000000000e+01,7.050000000000000000e+02,2.310000000000000000e+02,7.230000000000000000e+02,2.400000000000000000e+02,7.130000000000000000e+02,2.520000000000000000e+02,7.310000000000000000e+02,2.610000000000000000e+02
5.000000000000000000e+00,1.300000000000000000e+01,7.040000000000000000e+02,2.290000000000000000e+02,7.220000000000000000e+02,2.380000000000000000e+02,7.120000000000000000e+02,2.500000000000000000e+02,7.300000000000000000e+02,2.590000000000000000e+02
6.000000000000000000e+00,1.300000000000000000e+01,7.030000000000000000e+02,2.270000000000000000e+02,7.210000000000000000e+02,2.360000000000000000e+02,7.110000000000000000e+02,2.480000000000000000e+02,7.290000000000000000e+02,2.570000000000000000e+02
7.000000000000000000e+00,1.300000000000000000e+01,7.020000000000000000e+02,2.260000000000000000e+02,7.200000000000000000e+02,2.350000000000000000e+02,7.100000000000000000e+02,2.470000000000000000e+02,7.280000000000000000e+02,2.560000000000000000e+02
8.000000000000000000e+00,1.300000000000000000e+01,7.010000000000000000e+02,2.250000000000000000e+02,7.190000000000000000e+02,2.340000000000000000e+02,7.090000000000000000e+02,2.460000000000000000e+02,7.270000000000000000e+02,2.550000000000000000e+02
9.000000000000000000e+00,1.300000000000000000e+01,7.010000000000000000e+02,2.240000000000000000e+02,7.190000000000000000e+02,2.330000000000000000e+02,7.090000000000000000e+02,2.450000000000000000e+02,7.270000000000000000e+02,2.540000000000000000e+02
1.000000000000000000e+01,1.300000000000000000e+01,7.010000000000000000e+02,2.240000000000000000e+02,7.190000000000000000e+02,2.330000000000000000e+02,7.090000000000000000e+02,2.450000000000000000e+02,7.270000000000000000e+02,2.540000000000000000e+02
1.000000000000000000e+01,1.300000000000000000e+01,1.680000000000000000e+02,2.310000000000000000e+02,2.010000000000000000e+02,2.450000000000000000e+02,1.820000000000000000e+02,2.630000000000000000e+02,2.150000000000000000e+02,2.770000000000000000e+02
1.100000000000000000e+01,1.300000000000000000e+01,7.010000000000000000e+02,2.250000000000000000e+02,7.190000000000000000e+02,2.340000000000000000e+02,7.090000000000000000e+02,2.460000000000000000e+02,7.270000000000000000e+02,2.550000000000000000e+02
1.100000000000000000e+01,1.300000000000000000e+01,1.600000000000000000e+02,2.370000000000000000e+02,1.920000000000000000e+02,2.480000000000000000e+02,1.740000000000000000e+02,2.630000000000000000e+02,2.060000000000000000e+02,2.740000000000000000e+02
1.200000000000000000e+01,1.300000000000000000e+01,7.020000000000000000e+02,2.260000000000000000e+02,7.200000000000000000e+02,2.350000000000000000e+02,7.100000000000000000e+02,2.470000000000000000e+02,7.280000000000000000e+02,2.560000000000000000e+02
1.200000000000000000e+01,1.300000000000000000e+01,1.520000000000000000e+02,2.390000000000000000e+02,1.820000000000000000e+02,2.500000000000000000e+02,1.650000000000000000e+02,2.650000000000000000e+02,1.950000000000000000e+02,2.760000000000000000e+02
1.300000000000000000e+01,1.300000000000000000e+01,7.020000000000000000e+02,2.260000000000000000e+02,7.200000000000000000e+02,2.350000000000000000e+02,7.100000000000000000e+02,2.470000000000000000e+02,7.280000000000000000e+02,2.560000000000000000e+02
1.300000000000000000e+01,1.300000000000000000e+01,1.460000000000000000e+02,2.400000000000000000e+02,1.760000000000000000e+02,2.510000000000000000e+02,1.590000000000000000e+02,2.660000000000000000e+02,1.890000000000000000e+02,2.770000000000000000e+02
1.400000000000000000e+01,1.300000000000000000e+01,7.040000000000000000e+02,2.260000000000000000e+02,7.220000000000000000e+02,2.350000000000000000e+02,7.120000000000000000e+02,2.470000000000000000e+02,7.300000000000000000e+02,2.560000000000000000e+02
1.400000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+02,2.420000000000000000e+02,1.680000000000000000e+02,2.530000000000000000e+02,1.520000000000000000e+02,2.680000000000000000e+02,1.800000000000000000e+02,2.790000000000000000e+02
1.500000000000000000e+01,1.300000000000000000e+01,7.070000000000000000e+02,2.290000000000000000e+02,7.250000000000000000e+02,2.380000000000000000e+02,7.150000000000000000e+02,2.500000000000000000e+02,7.330000000000000000e+02,2.590000000000000000e+02
1.500000000000000000e+01,1.300000000000000000e+01,1.320000000000000000e+02,2.460000000000000000e+02,1.620000000000000000e+02,2.570000000000000000e+02,1.450000000000000000e+02,2.720000000000000000e+02,1.750000000000000000e+02,2.830000000000000000e+02
1.600000000000000000e+01,1.300000000000000000e+01,7.100000000000000000e+02,2.310000000000000000e+02,7.280000000000000000e+02,2.400000000000000000e+02,7.180000000000000000e+02,2.520000000000000000e+02,7.360000000000000000e+02,2.610000000000000000e+02
1.600000000000000000e+01,1.300000000000000000e+01,1.260000000000000000e+02,2.490000000000000000e+02,1.560000000000000000e+02,2.600000000000000000e+02,1.390000000000000000e+02,2.750000000000000000e+02,1.690000000000000000e+02,2.860000000000000000e+02
1.700000000000000000e+01,1.300000000000000000e+01,7.150000000000000000e+02,2.320000000000000000e+02,7.330000000000000000e+02,2.410000000000000000e+02,7.230000000000000000e+02,2.530000000000000000e+02,7.410000000000000000e+02,2.620000000000000000e+02
1.700000000000000000e+01,1.300000000000000000e+01,1.210000000000000000e+02,2.520000000000000000e+02,1.510000000000000000e+02,2.620000000000000000e+02,1.340000000000000000e+02,2.760000000000000000e+02,1.640000000000000000e+02,2.860000000000000000e+02
1.800000000000000000e+01,1.300000000000000000e+01,7.210000000000000000e+02,2.330000000000000000e+02,7.390000000000000000e+02,2.420000000000000000e+02,7.290000000000000000e+02,2.540000000000000000e+02,7.470000000000000000e+02,2.630000000000000000e+02
1.800000000000000000e+01,1.300000000000000000e+01,1.180000000000000000e+02,2.550000000000000000e+02,1.480000000000000000e+02,2.650000000000000000e+02,1.310000000000000000e+02,2.790000000000000000e+02,1.610000000000000000e+02,2.890000000000000000e+02
1.900000000000000000e+01,1.300000000000000000e+01,7.290000000000000000e+02,2.340000000000000000e+02,7.470000000000000000e+02,2.430000000000000000e+02,7.370000000000000000e+02,2.550000000000000000e+02,7.550000000000000000e+02,2.640000000000000000e+02
1.900000000000000000e+01,1.300000000000000000e+01,1.170000000000000000e+02,2.560000000000000000e+02,1.470000000000000000e+02,2.670000000000000000e+02,1.300000000000000000e+02,2.820000000000000000e+02,1.600000000000000000e+02,2.930000000000000000e+02
2.000000000000000000e+01,1.300000000000000000e+01,7.390000000000000000e+02,2.340000000000000000e+02,7.570000000000000000e+02,2.430000000000000000e+02,7.470000000000000000e+02,2.550000000000000000e+02,7.650000000000000000e+02,2.640000000000000000e+02
2.000000000000000000e+01,1.300000000000000000e+01,1.170000000000000000e+02,2.580000000000000000e+02,1.470000000000000000e+02,2.690000000000000000e+02,1.300000000000000000e+02,2.840000000000000000e+02,1.600000000000000000e+02,2.950000000000000000e+02
2.100000000000000000e+01,1.300000000000000000e+01,7.500000000000000000e+02,2.330000000000000000e+02,7.680000000000000000e+02,2.420000000000000000e+02,7.580000000000000000e+02,2.540000000000000000e+02,7.760000000000000000e+02,2.630000000000000000e+02
2.100000000000000000e+01,1.300000000000000000e+01,1.190000000000000000e+02,2.580000000000000000e+02,1.490000000000000000e+02,2.690000000000000000e+02,1.320000000000000000e+02,2.840000000000000000e+02,1.620000000000000000e+02,2.950000000000000000e+02
2.200000000000000000e+01,1.300000000000000000e+01,7.630000000000000000e+02,2.330000000000000000e+02,7.810000000000000000e+02,2.420000000000000000e+02,7.710000000000000000e+02,2.540000000000000000e+02,7.890000000000000000e+02,2.630000000000000000e+02
2.200000000000000000e+01,1.300000000000000000e+01,1.220000000000000000e+02,2.590000000000000000e+02,1.520000000000000000e+02,2.700000000000000000e+02,1.350000000000000000e+02,2.850000000000000000e+02,1.650000000000000000e+02,2.960000000000000000e+02
2.300000000000000000e+01,1.300000000000000000e+01,7.770000000000000000e+02,2.330000000000000000e+02,7.950000000000000000e+02,2.420000000000000000e+02,7.850000000000000000e+02,2.540000000000000000e+02,8.030000000000000000e+02,2.630000000000000000e+02
2.300000000000000000e+01,1.300000000000000000e+01,1.260000000000000000e+02,2.580000000000000000e+02,1.560000000000000000e+02,2.700000000000000000e+02,1.390000000000000000e+02,2.860000000000000000e+02,1.690000000000000000e+02,2.980000000000000000e+02
2.400000000000000000e+01,1.300000000000000000e+01,7.920000000000000000e+02,2.330000000000000000e+02,8.100000000000000000e+02,2.420000000000000000e+02,8.000000000000000000e+02,2.540000000000000000e+02,8.180000000000000000e+02,2.630000000000000000e+02
2.400000000000000000e+01,1.300000000000000000e+01,1.310000000000000000e+02,2.580000000000000000e+02,1.610000000000000000e+02,2.700000000000000000e+02,1.440000000000000000e+02,2.860000000000000000e+02,1.740000000000000000e+02,2.980000000000000000e+02
2.500000000000000000e+01,1.300000000000000000e+01,8.080000000000000000e+02,2.320000000000000000e+02,8.260000000000000000e+02,2.410000000000000000e+02,8.160000000000000000e+02,2.530000000000000000e+02,8.340000000000000000e+02,2.620000000000000000e+02
2.500000000000000000e+01,1.300000000000000000e+01,1.360000000000000000e+02,2.560000000000000000e+02,1.660000000000000000e+02,2.690000000000000000e+02,1.490000000000000000e+02,2.860000000000000000e+02,1.790000000000000000e+02,2.990000000000000000e+02
2.600000000000000000e+01,1.300000000000000000e+01,8.240000000000000000e+02,2.310000000000000000e+02,8.420000000000000000e+02,2.400000000000000000e+02,8.320000000000000000e+02,2.520000000000000000e+02,8.500000000000000000e+02,2.610000000000000000e+02
2.600000000000000000e+01,1.300000000000000000e+01,1.420000000000000000e+02,2.550000000000000000e+02,1.720000000000000000e+02,2.680000000000000000e+02,1.550000000000000000e+02,2.850000000000000000e+02,1.850000000000000000e+02,2.980000000000000000e+02
2.700000000000000000e+01,1.300000000000000000e+01,8.410000000000000000e+02,2.300000000000000000e+02,8.590000000000000000e+02,2.390000000000000000e+02,8.490000000000000000e+02,2.510000000000000000e+02,8.670000000000000000e+02,2.600000000000000000e+02
2.700000000000000000e+01,1.300000000000000000e+01,1.470000000000000000e+02,2.550000000000000000e+02,1.800000000000000000e+02,2.680000000000000000e+02,1.610000000000000000e+02,2.850000000000000000e+02,1.940000000000000000e+02,2.980000000000000000e+02
2.800000000000000000e+01,1.300000000000000000e+01,8.590000000000000000e+02,2.290000000000000000e+02,8.770000000000000000e+02,2.380000000000000000e+02,8.670000000000000000e+02,2.500000000000000000e+02,8.850000000000000000e+02,2.590000000000000000e+02
2.800000000000000000e+01,1.300000000000000000e+01,1.550000000000000000e+02,2.540000000000000000e+02,1.880000000000000000e+02,2.670000000000000000e+02,1.690000000000000000e+02,2.840000000000000000e+02,2.020000000000000000e+02,2.970000000000000000e+02
2.900000000000000000e+01,1.300000000000000000e+01,8.790000000000000000e+02,2.290000000000000000e+02,8.970000000000000000e+02,2.380000000000000000e+02,8.870000000000000000e+02,2.500000000000000000e+02,9.050000000000000000e+02,2.590000000000000000e+02
2.900000000000000000e+01,1.300000000000000000e+01,1.640000000000000000e+02,2.540000000000000000e+02,1.970000000000000000e+02,2.670000000000000000e+02,1.780000000000000000e+02,2.840000000000000000e+02,2.110000000000000000e+02,2.970000000000000000e+02
3.000000000000000000e+01,1.300000000000000000e+01,8.990000000000000000e+02,2.290000000000000000e+02,9.170000000000000000e+02,2.380000000000000000e+02,9.070000000000000000e+02,2.500000000000000000e+02,9.250000000000000000e+02,2.590000000000000000e+02
3.000000000000000000e+01,1.300000000000000000e+01,1.720000000000000000e+02,2.540000000000000000e+02,2.070000000000000000e+02,2.670000000000000000e+02,1.870000000000000000e+02,2.840000000000000000e+02,2.220000000000000000e+02,2.970000000000000000e+02
3.100000000000000000e+01,1.300000000000000000e+01,9.230000000000000000e+02,2.300000000000000000e+02,9.410000000000000000e+02,2.390000000000000000e+02,9.310000000000000000e+02,2.510000000000000000e+02,9.490000000000000000e+02,2.600000000000000000e+02
3.100000000000000000e+01,1.300000000000000000e+01,1.830000000000000000e+02,2.530000000000000000e+02,2.180000000000000000e+02,2.660000000000000000e+02,1.980000000000000000e+02,2.830000000000000000e+02,2.330000000000000000e+02,2.960000000000000000e+02
3.200000000000000000e+01,1.300000000000000000e+01,9.450000000000000000e+02,2.270000000000000000e+02,9.660000000000000000e+02,2.370000000000000000e+02,9.540000000000000000e+02,2.500000000000000000e+02,9.750000000000000000e+02,2.600000000000000000e+02
3.200000000000000000e+01,1.300000000000000000e+01,1.910000000000000000e+02,2.470000000000000000e+02,2.350000000000000000e+02,2.630000000000000000e+02,2.100000000000000000e+02,2.850000000000000000e+02,2.540000000000000000e+02,3.010000000000000000e+02
3.300000000000000000e+01,1.300000000000000000e+01,9.710000000000000000e+02,2.240000000000000000e+02,9.920000000000000000e+02,2.340000000000000000e+02,9.800000000000000000e+02,2.470000000000000000e+02,1.001000000000000000e+03,2.570000000000000000e+02
3.300000000000000000e+01,1.300000000000000000e+01,2.050000000000000000e+02,2.450000000000000000e+02,2.490000000000000000e+02,2.610000000000000000e+02,2.240000000000000000e+02,2.830000000000000000e+02,2.680000000000000000e+02,2.990000000000000000e+02
3.400000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+03,2.210000000000000000e+02,1.021000000000000000e+03,2.320000000000000000e+02,1.009000000000000000e+03,2.470000000000000000e+02,1.030000000000000000e+03,2.580000000000000000e+02
3.400000000000000000e+01,1.300000000000000000e+01,2.210000000000000000e+02,2.420000000000000000e+02,2.650000000000000000e+02,2.580000000000000000e+02,2.400000000000000000e+02,2.800000000000000000e+02,2.840000000000000000e+02,2.960000000000000000e+02
3.500000000000000000e+01,1.300000000000000000e+01,1.032000000000000000e+03,2.210000000000000000e+02,1.053000000000000000e+03,2.320000000000000000e+02,1.041000000000000000e+03,2.470000000000000000e+02,1.062000000000000000e+03,2.580000000000000000e+02
3.500000000000000000e+01,1.300000000000000000e+01,2.380000000000000000e+02,2.380000000000000000e+02,2.870000000000000000e+02,2.580000000000000000e+02,2.590000000000000000e+02,2.840000000000000000e+02,3.080000000000000000e+02,3.040000000000000000e+02
3.600000000000000000e+01,1.300000000000000000e+01,1.064000000000000000e+03,2.270000000000000000e+02,1.085000000000000000e+03,2.380000000000000000e+02,1.073000000000000000e+03,2.530000000000000000e+02,1.094000000000000000e+03,2.640000000000000000e+02
3.600000000000000000e+01,1.300000000000000000e+01,2.590000000000000000e+02,2.400000000000000000e+02,3.080000000000000000e+02,2.600000000000000000e+02,2.800000000000000000e+02,2.860000000000000000e+02,3.290000000000000000e+02,3.060000000000000000e+02
3.700000000000000000e+01,1.300000000000000000e+01,1.099000000000000000e+03,2.310000000000000000e+02,1.120000000000000000e+03,2.420000000000000000e+02,1.108000000000000000e+03,2.570000000000000000e+02,1.129000000000000000e+03,2.680000000000000000e+02
3.700000000000000000e+01,1.300000000000000000e+01,2.810000000000000000e+02,2.410000000000000000e+02,3.300000000000000000e+02,2.610000000000000000e+02,3.020000000000000000e+02,2.870000000000000000e+02,3.510000000000000000e+02,3.070000000000000000e+02
3.800000000000000000e+01,1.300000000000000000e+01,1.135000000000000000e+03,2.310000000000000000e+02,1.156000000000000000e+03,2.430000000000000000e+02,1.144000000000000000e+03,2.590000000000000000e+02,1.165000000000000000e+03,2.710000000000000000e+02
3.800000000000000000e+01,1.300000000000000000e+01,3.030000000000000000e+02,2.400000000000000000e+02,3.550000000000000000e+02,2.610000000000000000e+02,3.250000000000000000e+02,2.890000000000000000e+02,3.770000000000000000e+02,3.100000000000000000e+02
3.900000000000000000e+01,1.300000000000000000e+01,1.172000000000000000e+03,2.360000000000000000e+02,1.193000000000000000e+03,2.480000000000000000e+02,1.181000000000000000e+03,2.640000000000000000e+02,1.202000000000000000e+03,2.760000000000000000e+02
3.900000000000000000e+01,1.300000000000000000e+01,3.300000000000000000e+02,2.420000000000000000e+02,3.790000000000000000e+02,2.630000000000000000e+02,3.510000000000000000e+02,2.910000000000000000e+02,4.000000000000000000e+02,3.120000000000000000e+02
4.000000000000000000e+01,1.300000000000000000e+01,1.212000000000000000e+03,2.370000000000000000e+02,1.233000000000000000e+03,2.490000000000000000e+02,1.221000000000000000e+03,2.650000000000000000e+02,1.242000000000000000e+03,2.770000000000000000e+02
4.000000000000000000e+01,1.300000000000000000e+01,3.550000000000000000e+02,2.420000000000000000e+02,4.040000000000000000e+02,2.630000000000000000e+02,3.760000000000000000e+02,2.910000000000000000e+02,4.250000000000000000e+02,3.120000000000000000e+02
4.100000000000000000e+01,1.300000000000000000e+01,1.253000000000000000e+03,2.350000000000000000e+02,1.274000000000000000e+03,2.470000000000000000e+02,1.262000000000000000e+03,2.630000000000000000e+02,1.283000000000000000e+03,2.750000000000000000e+02
4.100000000000000000e+01,1.300000000000000000e+01,3.810000000000000000e+02,2.380000000000000000e+02,4.300000000000000000e+02,2.590000000000000000e+02,4.020000000000000000e+02,2.870000000000000000e+02,4.510000000000000000e+02,3.080000000000000000e+02
4.200000000000000000e+01,1.300000000000000000e+01,1.295000000000000000e+03,2.290000000000000000e+02,1.316000000000000000e+03,2.410000000000000000e+02,1.304000000000000000e+03,2.570000000000000000e+02,1.325000000000000000e+03,2.690000000000000000e+02
4.200000000000000000e+01,1.300000000000000000e+01,4.060000000000000000e+02,2.310000000000000000e+02,4.550000000000000000e+02,2.520000000000000000e+02,4.270000000000000000e+02,2.800000000000000000e+02,4.760000000000000000e+02,3.010000000000000000e+02
4.300000000000000000e+01,1.300000000000000000e+01,1.339000000000000000e+03,2.300000000000000000e+02,1.360000000000000000e+03,2.420000000000000000e+02,1.348000000000000000e+03,2.580000000000000000e+02,1.369000000000000000e+03,2.700000000000000000e+02
4.300000000000000000e+01,1.300000000000000000e+01,4.300000000000000000e+02,2.210000000000000000e+02,4.840000000000000000e+02,2.450000000000000000e+02,4.530000000000000000e+02,2.770000000000000000e+02,5.070000000000000000e+02,3.010000000000000000e+02
4.400000000000000000e+01,1.300000000000000000e+01,1.383000000000000000e+03,2.320000000000000000e+02,1.404000000000000000e+03,2.440000000000000000e+02,1.392000000000000000e+03,2.600000000000000000e+02,1.413000000000000000e+03,2.720000000000000000e+02
4.400000000000000000e+01,1.300000000000000000e+01,4.570000000000000000e+02,2.220000000000000000e+02,5.110000000000000000e+02,2.460000000000000000e+02,4.800000000000000000e+02,2.780000000000000000e+02,5.340000000000000000e+02,3.020000000000000000e+02
