# frame,sign,llx,lly,lrx,lry,ulx,uly,urx,ury
1.000000000000000000e+00,5.000000000000000000e+00,7.910000000000000000e+02,1.990000000000000000e+02,8.090000000000000000e+02,2.070000000000000000e+02,7.990000000000000000e+02,2.170000000000000000e+02,8.170000000000000000e+02,2.250000000000000000e+02
2.000000000000000000e+00,5.000000000000000000e+00,7.910000000000000000e+02,1.990000000000000000e+02,8.090000000000000000e+02,2.070000000000000000e+02,7.990000000000000000e+02,2.170000000000000000e+02,8.170000000000000000e+02,2.250000000000000000e+02
3.000000000000000000e+00,5.000000000000000000e+00,7.880000000000000000e+02,2.070000000000000000e+02,8.060000000000000000e+02,2.150000000000000000e+02,7.960000000000000000e+02,2.250000000000000000e+02,8.140000000000000000e+02,2.330000000000000000e+02
4.000000000000000000e+00,5.000000000000000000e+00,7.810000000000000000e+02,2.000000000000000000e+02,7.990000000000000000e+02,2.080000000000000000e+02,7.890000000000000000e+02,2.180000000000000000e+02,8.070000000000000000e+02,2.260000000000000000e+02
5.000000000000000000e+00,5.000000000000000000e+00,7.780000000000000000e+02,1.930000000000000000e+02,7.960000000000000000e+02,2.010000000000000000e+02,7.860000000000000000e+02,2.110000000000000000e+02,8.040000000000000000e+02,2.190000000000000000e+02
6.000000000000000000e+00,5.000000000000000000e+00,7.780000000000000000e+02,2.000000000000000000e+02,7.960000000000000000e+02,2.080000000000000000e+02,7.860000000000000000e+02,2.180000000000000000e+02,8.040000000000000000e+02,2.260000000000000000e+02
7.000000000000000000e+00,5.000000000000000000e+00,7.770000000000000000e+02,2.100000000000000000e+02,7.950000000000000000e+02,2.180000000000000000e+02,7.850000000000000000e+02,2.280000000000000000e+02,8.030000000000000000e+02,2.360000000000000000e+02
8.000000000000000000e+00,5.000000000000000000e+00,7.720000000000000000e+02,2.090000000000000000e+02,7.900000000000000000e+02,2.170000000000000000e+02,7.800000000000000000e+02,2.270000000000000000e+02,7.980000000000000000e+02,2.350000000000000000e+02
9.000000000000000000e+00,5.000000000000000000e+00,7.680000000000000000e+02,2.040000000000000000e+02,7.860000000000000000e+02,2.120000000000000000e+02,7.760000000000000000e+02,2.220000000000000000e+02,7.940000000000000000e+02,2.300000000000000000e+02
1.000000000000000000e+01,5.000000000000000000e+00,7.650000000000000000e+02,2.040000000000000000e+02,7.830000000000000000e+02,2.120000000000000000e+02,7.730000000000000000e+02,2.220000000000000000e+02,7.910000000000000000e+02,2.300000000000000000e+02
1.100000000000000000e+01,5.000000000000000000e+00,7.620000000000000000e+02,2.050000000000000000e+02,7.800000000000000000e+02,2.130000000000000000e+02,7.700000000000000000e+02,2.230000000000000000e+02,7.880000000000000000e+02,2.310000000000000000e+02
1.200000000000000000e+01,5.000000000000000000e+00,7.600000000000000000e+02,2.070000000000000000e+02,7.780000000000000000e+02,2.150000000000000000e+02,7.680000000000000000e+02,2.250000000000000000e+02,7.860000000000000000e+02,2.330000000000000000e+02
1.300000000000000000e+01,5.000000000000000000e+00,7.580000000000000000e+02,2.130000000000000000e+02,7.760000000000000000e+02,2.210000000000000000e+02,7.660000000000000000e+02,2.310000000000000000e+02,7.840000000000000000e+02,2.390000000000000000e+02
1.400000000000000000e+01,5.000000000000000000e+00,7.530000000000000000e+02,2.110000000000000000e+02,7.710000000000000000e+02,2.190000000000000000e+02,7.610000000000000000e+02,2.290000000000000000e+02,7.790000000000000000e+02,2.370000000000000000e+02
1.500000000000000000e+01,5.000000000000000000e+00,7.500000000000000000e+02,2.070000000000000000e+02,7.680000000000000000e+02,2.150000000000000000e+02,7.580000000000000000e+02,2.250000000000000000e+02,7.760000000000000000e+02,2.330000000000000000e+02
1.600000000000000000e+01,5.000000000000000000e+00,7.470000000000000000e+02,2.040000000000000000e+02,7.650000000000000000e+02,2.120000000000000000e+02,7.550000000000000000e+02,2.220000000000000000e+02,7.730000000000000000e+02,2.300000000000000000e+02
1.700000000000000000e+01,5.000000000000000000e+00,7.410000000000000000e+02,2.010000000000000000e+02,7.640000000000000000e+02,2.110000000000000000e+02,7.510000000000000000e+02,2.250000000000000000e+02,7.740000000000000000e+02,2.350000000000000000e+02
1.800000000000000000e+01,5.000000000000000000e+00,7.390000000000000000e+02,2.030000000000000000e+02,7.620000000000000000e+02,2.130000000000000000e+02,7.490000000000000000e+02,2.270000000000000000e+02,7.720000000000000000e+02,2.370000000000000000e+02
1.900000000000000000e+01,5.000000000000000000e+00,7.390000000000000000e+02,2.030000000000000000e+02,7.620000000000000000e+02,2.130000000000000000e+02,7.490000000000000000e+02,2.270000000000000000e+02,7.720000000000000000e+02,2.370000000000000000e+02
2.000000000000000000e+01,5.000000000000000000e+00,7.370000000000000000e+02,1.990000000000000000e+02,7.600000000000000000e+02,2.090000000000000000e+02,7.470000000000000000e+02,2.230000000000000000e+02,7.700000000000000000e+02,2.330000000000000000e+02
2.100000000000000000e+01,5.000000000000000000e+00,7.350000000000000000e+02,1.970000000000000000e+02,7.580000000000000000e+02,2.070000000000000000e+02,7.450000000000000000e+02,2.210000000000000000e+02,7.680000000000000000e+02,2.310000000000000000e+02
2.200000000000000000e+01,5.000000000000000000e+00,7.350000000000000000e+02,1.950000000000000000e+02,7.580000000000000000e+02,2.050000000000000000e+02,7.450000000000000000e+02,2.190000000000000000e+02,7.680000000000000000e+02,2.290000000000000000e+02
2.300000000000000000e+01,5.000000000000000000e+00,7.350000000000000000e+02,1.940000000000000000e+02,7.580000000000000000e+02,2.040000000000000000e+02,7.450000000000000000e+02,2.180000000000000000e+02,7.680000000000000000e+02,2.280000000000000000e+02
