# frame,sign,llx,lly,lrx,lry,ulx,uly,urx,ury
1.000000000000000000e+00,1.400000000000000000e+01,6.330000000000000000e+02,2.280000000000000000e+02,6.510000000000000000e+02,2.380000000000000000e+02,6.410000000000000000e+02,2.510000000000000000e+02,6.590000000000000000e+02,2.610000000000000000e+02
1.000000000000000000e+00,7.000000000000000000e+00,1.730000000000000000e+02,2.800000000000000000e+02,1.970000000000000000e+02,2.920000000000000000e+02,1.830000000000000000e+02,3.080000000000000000e+02,2.070000000000000000e+02,3.200000000000000000e+02
2.000000000000000000e+00,1.400000000000000000e+01,6.570000000000000000e+02,2.290000000000000000e+02,6.750000000000000000e+02,2.390000000000000000e+02,6.650000000000000000e+02,2.520000000000000000e+02,6.830000000000000000e+02,2.620000000000000000e+02
2.000000000000000000e+00,7.000000000000000000e+00,1.920000000000000000e+02,2.830000000000000000e+02,2.160000000000000000e+02,2.950000000000000000e+02,2.020000000000000000e+02,3.110000000000000000e+02,2.260000000000000000e+02,3.230000000000000000e+02
2.000000000000000000e+00,1.400000000000000000e+01,9.000000000000000000e+00,2.410000000000000000e+02,2.700000000000000000e+01,2.510000000000000000e+02,1.700000000000000000e+01,2.650000000000000000e+02,3.500000000000000000e+01,2.750000000000000000e+02
3.000000000000000000e+00,1.400000000000000000e+01,6.800000000000000000e+02,2.300000000000000000e+02,6.980000000000000000e+02,2.400000000000000000e+02,6.880000000000000000e+02,2.540000000000000000e+02,7.060000000000000000e+02,2.640000000000000000e+02
3.000000000000000000e+00,7.000000000000000000e+00,2.130000000000000000e+02,2.850000000000000000e+02,2.370000000000000000e+02,2.970000000000000000e+02,2.230000000000000000e+02,3.130000000000000000e+02,2.470000000000000000e+02,3.250000000000000000e+02
3.000000000000000000e+00,1.400000000000000000e+01,3.400000000000000000e+01,2.430000000000000000e+02,5.300000000000000000e+01,2.530000000000000000e+02,4.200000000000000000e+01,2.670000000000000000e+02,6.100000000000000000e+01,2.770000000000000000e+02
4.000000000000000000e+00,5.000000000000000000e+00,9.340000000000000000e+02,2.350000000000000000e+02,9.850000000000000000e+02,2.540000000000000000e+02,9.560000000000000000e+02,2.790000000000000000e+02,1.007000000000000000e+03,2.980000000000000000e+02
4.000000000000000000e+00,1.400000000000000000e+01,7.060000000000000000e+02,2.280000000000000000e+02,7.240000000000000000e+02,2.380000000000000000e+02,7.140000000000000000e+02,2.520000000000000000e+02,7.320000000000000000e+02,2.620000000000000000e+02
4.000000000000000000e+00,7.000000000000000000e+00,2.330000000000000000e+02,2.840000000000000000e+02,2.570000000000000000e+02,2.960000000000000000e+02,2.430000000000000000e+02,3.120000000000000000e+02,2.670000000000000000e+02,3.240000000000000000e+02
4.000000000000000000e+00,1.400000000000000000e+01,5.700000000000000000e+01,2.420000000000000000e+02,7.600000000000000000e+01,2.520000000000000000e+02,6.500000000000000000e+01,2.660000000000000000e+02,8.400000000000000000e+01,2.760000000000000000e+02
5.000000000000000000e+00,5.000000000000000000e+00,9.610000000000000000e+02,2.370000000000000000e+02,1.012000000000000000e+03,2.560000000000000000e+02,9.830000000000000000e+02,2.810000000000000000e+02,1.034000000000000000e+03,3.000000000000000000e+02
5.000000000000000000e+00,1.400000000000000000e+01,7.320000000000000000e+02,2.280000000000000000e+02,7.500000000000000000e+02,2.380000000000000000e+02,7.400000000000000000e+02,2.520000000000000000e+02,7.580000000000000000e+02,2.620000000000000000e+02
5.000000000000000000e+00,7.000000000000000000e+00,2.530000000000000000e+02,2.790000000000000000e+02,2.790000000000000000e+02,2.940000000000000000e+02,2.640000000000000000e+02,3.140000000000000000e+02,2.900000000000000000e+02,3.290000000000000000e+02
5.000000000000000000e+00,1.400000000000000000e+01,7.700000000000000000e+01,2.420000000000000000e+02,9.800000000000000000e+01,2.520000000000000000e+02,8.600000000000000000e+01,2.660000000000000000e+02,1.070000000000000000e+02,2.760000000000000000e+02
