# frame,sign,llx,lly,lrx,lry,ulx,uly,urx,ury
1.000000000000000000e+00,1.400000000000000000e+01,9.520000000000000000e+02,5.920000000000000000e+02,9.680000000000000000e+02,5.990000000000000000e+02,9.590000000000000000e+02,6.080000000000000000e+02,9.750000000000000000e+02,6.150000000000000000e+02
1.000000000000000000e+00,8.000000000000000000e+00,1.033000000000000000e+03,5.440000000000000000e+02,1.098000000000000000e+03,5.680000000000000000e+02,1.061000000000000000e+03,6.000000000000000000e+02,1.126000000000000000e+03,6.240000000000000000e+02
2.000000000000000000e+00,1.400000000000000000e+01,9.530000000000000000e+02,5.920000000000000000e+02,9.690000000000000000e+02,5.990000000000000000e+02,9.600000000000000000e+02,6.080000000000000000e+02,9.760000000000000000e+02,6.150000000000000000e+02
2.000000000000000000e+00,8.000000000000000000e+00,1.037000000000000000e+03,5.440000000000000000e+02,1.102000000000000000e+03,5.680000000000000000e+02,1.065000000000000000e+03,6.000000000000000000e+02,1.130000000000000000e+03,6.240000000000000000e+02
3.000000000000000000e+00,1.400000000000000000e+01,9.520000000000000000e+02,5.920000000000000000e+02,9.700000000000000000e+02,5.990000000000000000e+02,9.600000000000000000e+02,6.080000000000000000e+02,9.780000000000000000e+02,6.150000000000000000e+02
3.000000000000000000e+00,8.000000000000000000e+00,1.041000000000000000e+03,5.420000000000000000e+02,1.106000000000000000e+03,5.670000000000000000e+02,1.069000000000000000e+03,6.000000000000000000e+02,1.134000000000000000e+03,6.250000000000000000e+02
4.000000000000000000e+00,1.400000000000000000e+01,9.530000000000000000e+02,5.920000000000000000e+02,9.710000000000000000e+02,5.990000000000000000e+02,9.610000000000000000e+02,6.080000000000000000e+02,9.790000000000000000e+02,6.150000000000000000e+02
4.000000000000000000e+00,8.000000000000000000e+00,1.043000000000000000e+03,5.400000000000000000e+02,1.111000000000000000e+03,5.660000000000000000e+02,1.072000000000000000e+03,6.000000000000000000e+02,1.140000000000000000e+03,6.260000000000000000e+02
5.000000000000000000e+00,1.400000000000000000e+01,9.540000000000000000e+02,5.920000000000000000e+02,9.720000000000000000e+02,5.990000000000000000e+02,9.620000000000000000e+02,6.080000000000000000e+02,9.800000000000000000e+02,6.150000000000000000e+02
5.000000000000000000e+00,8.000000000000000000e+00,1.047000000000000000e+03,5.410000000000000000e+02,1.115000000000000000e+03,5.660000000000000000e+02,1.076000000000000000e+03,5.990000000000000000e+02,1.144000000000000000e+03,6.240000000000000000e+02
6.000000000000000000e+00,1.400000000000000000e+01,9.550000000000000000e+02,5.920000000000000000e+02,9.730000000000000000e+02,5.990000000000000000e+02,9.630000000000000000e+02,6.080000000000000000e+02,9.810000000000000000e+02,6.150000000000000000e+02
6.000000000000000000e+00,8.000000000000000000e+00,1.052000000000000000e+03,5.390000000000000000e+02,1.120000000000000000e+03,5.650000000000000000e+02,1.081000000000000000e+03,5.990000000000000000e+02,1.149000000000000000e+03,6.250000000000000000e+02
7.000000000000000000e+00,1.400000000000000000e+01,9.560000000000000000e+02,5.920000000000000000e+02,9.740000000000000000e+02,5.990000000000000000e+02,9.640000000000000000e+02,6.080000000000000000e+02,9.820000000000000000e+02,6.150000000000000000e+02
7.000000000000000000e+00,8.000000000000000000e+00,1.055000000000000000e+03,5.380000000000000000e+02,1.125000000000000000e+03,5.640000000000000000e+02,1.085000000000000000e+03,5.990000000000000000e+02,1.155000000000000000e+03,6.250000000000000000e+02
8.000000000000000000e+00,1.400000000000000000e+01,9.570000000000000000e+02,5.920000000000000000e+02,9.750000000000000000e+02,5.990000000000000000e+02,9.650000000000000000e+02,6.080000000000000000e+02,9.830000000000000000e+02,6.150000000000000000e+02
8.000000000000000000e+00,8.000000000000000000e+00,1.058000000000000000e+03,5.360000000000000000e+02,1.130000000000000000e+03,5.630000000000000000e+02,1.089000000000000000e+03,5.990000000000000000e+02,1.161000000000000000e+03,6.260000000000000000e+02
9.000000000000000000e+00,1.400000000000000000e+01,9.580000000000000000e+02,5.900000000000000000e+02,9.760000000000000000e+02,5.980000000000000000e+02,9.660000000000000000e+02,6.080000000000000000e+02,9.840000000000000000e+02,6.160000000000000000e+02
9.000000000000000000e+00,8.000000000000000000e+00,1.063000000000000000e+03,5.350000000000000000e+02,1.135000000000000000e+03,5.620000000000000000e+02,1.094000000000000000e+03,5.980000000000000000e+02,1.166000000000000000e+03,6.250000000000000000e+02
1.000000000000000000e+01,1.400000000000000000e+01,9.580000000000000000e+02,5.900000000000000000e+02,9.770000000000000000e+02,5.980000000000000000e+02,9.660000000000000000e+02,6.080000000000000000e+02,9.850000000000000000e+02,6.160000000000000000e+02
1.000000000000000000e+01,8.000000000000000000e+00,1.067000000000000000e+03,5.330000000000000000e+02,1.141000000000000000e+03,5.610000000000000000e+02,1.099000000000000000e+03,5.980000000000000000e+02,1.173000000000000000e+03,6.260000000000000000e+02
1.100000000000000000e+01,1.400000000000000000e+01,9.590000000000000000e+02,5.900000000000000000e+02,9.780000000000000000e+02,5.980000000000000000e+02,9.670000000000000000e+02,6.080000000000000000e+02,9.860000000000000000e+02,6.160000000000000000e+02
1.100000000000000000e+01,8.000000000000000000e+00,1.072000000000000000e+03,5.320000000000000000e+02,1.146000000000000000e+03,5.600000000000000000e+02,1.104000000000000000e+03,5.980000000000000000e+02,1.178000000000000000e+03,6.260000000000000000e+02
1.200000000000000000e+01,1.400000000000000000e+01,9.600000000000000000e+02,5.900000000000000000e+02,9.790000000000000000e+02,5.980000000000000000e+02,9.680000000000000000e+02,6.080000000000000000e+02,9.870000000000000000e+02,6.160000000000000000e+02
1.200000000000000000e+01,8.000000000000000000e+00,1.077000000000000000e+03,5.310000000000000000e+02,1.152000000000000000e+03,5.590000000000000000e+02,1.109000000000000000e+03,5.970000000000000000e+02,1.184000000000000000e+03,6.250000000000000000e+02
1.300000000000000000e+01,1.400000000000000000e+01,9.610000000000000000e+02,5.900000000000000000e+02,9.800000000000000000e+02,5.980000000000000000e+02,9.690000000000000000e+02,6.080000000000000000e+02,9.880000000000000000e+02,6.160000000000000000e+02
1.300000000000000000e+01,8.000000000000000000e+00,1.080000000000000000e+03,5.290000000000000000e+02,1.159000000000000000e+03,5.580000000000000000e+02,1.114000000000000000e+03,5.970000000000000000e+02,1.193000000000000000e+03,6.260000000000000000e+02
1.400000000000000000e+01,1.400000000000000000e+01,9.620000000000000000e+02,5.900000000000000000e+02,9.810000000000000000e+02,5.980000000000000000e+02,9.700000000000000000e+02,6.080000000000000000e+02,9.890000000000000000e+02,6.160000000000000000e+02
1.400000000000000000e+01,8.000000000000000000e+00,1.086000000000000000e+03,5.270000000000000000e+02,1.165000000000000000e+03,5.570000000000000000e+02,1.120000000000000000e+03,5.970000000000000000e+02,1.199000000000000000e+03,6.270000000000000000e+02
1.500000000000000000e+01,1.400000000000000000e+01,9.630000000000000000e+02,5.900000000000000000e+02,9.820000000000000000e+02,5.980000000000000000e+02,9.710000000000000000e+02,6.080000000000000000e+02,9.900000000000000000e+02,6.160000000000000000e+02
1.500000000000000000e+01,8.000000000000000000e+00,1.090000000000000000e+03,5.260000000000000000e+02,1.172000000000000000e+03,5.560000000000000000e+02,1.125000000000000000e+03,5.960000000000000000e+02,1.207000000000000000e+03,6.260000000000000000e+02
1.600000000000000000e+01,1.400000000000000000e+01,9.640000000000000000e+02,5.900000000000000000e+02,9.830000000000000000e+02,5.980000000000000000e+02,9.720000000000000000e+02,6.080000000000000000e+02,9.910000000000000000e+02,6.160000000000000000e+02
1.600000000000000000e+01,8.000000000000000000e+00,1.097000000000000000e+03,5.240000000000000000e+02,1.179000000000000000e+03,5.550000000000000000e+02,1.132000000000000000e+03,5.960000000000000000e+02,1.214000000000000000e+03,6.270000000000000000e+02
1.700000000000000000e+01,1.400000000000000000e+01,9.650000000000000000e+02,5.890000000000000000e+02,9.840000000000000000e+02,5.970000000000000000e+02,9.730000000000000000e+02,6.080000000000000000e+02,9.920000000000000000e+02,6.160000000000000000e+02
1.700000000000000000e+01,8.000000000000000000e+00,1.102000000000000000e+03,5.210000000000000000e+02,1.186000000000000000e+03,5.530000000000000000e+02,1.138000000000000000e+03,5.950000000000000000e+02,1.222000000000000000e+03,6.270000000000000000e+02
1.800000000000000000e+01,1.400000000000000000e+01,9.660000000000000000e+02,5.890000000000000000e+02,9.850000000000000000e+02,5.970000000000000000e+02,9.740000000000000000e+02,6.080000000000000000e+02,9.930000000000000000e+02,6.160000000000000000e+02
1.800000000000000000e+01,8.000000000000000000e+00,1.108000000000000000e+03,5.200000000000000000e+02,1.194000000000000000e+03,5.520000000000000000e+02,1.145000000000000000e+03,5.950000000000000000e+02,1.231000000000000000e+03,6.270000000000000000e+02
1.900000000000000000e+01,1.400000000000000000e+01,9.680000000000000000e+02,5.890000000000000000e+02,9.860000000000000000e+02,5.970000000000000000e+02,9.760000000000000000e+02,6.080000000000000000e+02,9.940000000000000000e+02,6.160000000000000000e+02
1.900000000000000000e+01,8.000000000000000000e+00,1.114000000000000000e+03,5.190000000000000000e+02,1.202000000000000000e+03,5.510000000000000000e+02,1.152000000000000000e+03,5.940000000000000000e+02,1.240000000000000000e+03,6.260000000000000000e+02
2.000000000000000000e+01,1.400000000000000000e+01,9.690000000000000000e+02,5.890000000000000000e+02,9.870000000000000000e+02,5.970000000000000000e+02,9.770000000000000000e+02,6.080000000000000000e+02,9.950000000000000000e+02,6.160000000000000000e+02
2.000000000000000000e+01,8.000000000000000000e+00,1.121000000000000000e+03,5.150000000000000000e+02,1.210000000000000000e+03,5.490000000000000000e+02,1.159000000000000000e+03,5.940000000000000000e+02,1.248000000000000000e+03,6.280000000000000000e+02
2.100000000000000000e+01,1.400000000000000000e+01,9.700000000000000000e+02,5.890000000000000000e+02,9.890000000000000000e+02,5.970000000000000000e+02,9.780000000000000000e+02,6.080000000000000000e+02,9.970000000000000000e+02,6.160000000000000000e+02
2.100000000000000000e+01,8.000000000000000000e+00,1.126000000000000000e+03,5.140000000000000000e+02,1.219000000000000000e+03,5.480000000000000000e+02,1.166000000000000000e+03,5.930000000000000000e+02,1.259000000000000000e+03,6.270000000000000000e+02
2.200000000000000000e+01,1.400000000000000000e+01,9.710000000000000000e+02,5.890000000000000000e+02,9.900000000000000000e+02,5.970000000000000000e+02,9.790000000000000000e+02,6.080000000000000000e+02,9.980000000000000000e+02,6.160000000000000000e+02
2.200000000000000000e+01,8.000000000000000000e+00,1.134000000000000000e+03,5.110000000000000000e+02,1.228000000000000000e+03,5.460000000000000000e+02,1.174000000000000000e+03,5.930000000000000000e+02,1.268000000000000000e+03,6.280000000000000000e+02
2.300000000000000000e+01,1.400000000000000000e+01,9.720000000000000000e+02,5.890000000000000000e+02,9.910000000000000000e+02,5.970000000000000000e+02,9.800000000000000000e+02,6.070000000000000000e+02,9.990000000000000000e+02,6.150000000000000000e+02
2.300000000000000000e+01,8.000000000000000000e+00,1.142000000000000000e+03,5.080000000000000000e+02,1.238000000000000000e+03,5.440000000000000000e+02,1.183000000000000000e+03,5.920000000000000000e+02,1.279000000000000000e+03,6.280000000000000000e+02
2.400000000000000000e+01,1.400000000000000000e+01,9.730000000000000000e+02,5.880000000000000000e+02,9.920000000000000000e+02,5.960000000000000000e+02,9.810000000000000000e+02,6.070000000000000000e+02,1.000000000000000000e+03,6.150000000000000000e+02
2.400000000000000000e+01,8.000000000000000000e+00,1.150000000000000000e+03,5.050000000000000000e+02,1.248000000000000000e+03,5.420000000000000000e+02,1.192000000000000000e+03,5.910000000000000000e+02,1.290000000000000000e+03,6.280000000000000000e+02
