# frame,sign,llx,lly,lrx,lry,ulx,uly,urx,ury
1.200000000000000000e+02,5.000000000000000000e+00,8.630000000000000000e+02,2.190000000000000000e+02,8.870000000000000000e+02,2.310000000000000000e+02,8.730000000000000000e+02,2.470000000000000000e+02,8.970000000000000000e+02,2.590000000000000000e+02
1.210000000000000000e+02,5.000000000000000000e+00,8.670000000000000000e+02,2.230000000000000000e+02,8.910000000000000000e+02,2.350000000000000000e+02,8.770000000000000000e+02,2.510000000000000000e+02,9.010000000000000000e+02,2.630000000000000000e+02
1.220000000000000000e+02,5.000000000000000000e+00,8.710000000000000000e+02,2.230000000000000000e+02,8.950000000000000000e+02,2.350000000000000000e+02,8.810000000000000000e+02,2.510000000000000000e+02,9.050000000000000000e+02,2.630000000000000000e+02
1.230000000000000000e+02,5.000000000000000000e+00,8.760000000000000000e+02,2.170000000000000000e+02,9.000000000000000000e+02,2.290000000000000000e+02,8.860000000000000000e+02,2.450000000000000000e+02,9.100000000000000000e+02,2.570000000000000000e+02
1.240000000000000000e+02,5.000000000000000000e+00,8.790000000000000000e+02,2.100000000000000000e+02,9.030000000000000000e+02,2.240000000000000000e+02,8.890000000000000000e+02,2.430000000000000000e+02,9.130000000000000000e+02,2.570000000000000000e+02
1.250000000000000000e+02,5.000000000000000000e+00,8.810000000000000000e+02,2.130000000000000000e+02,9.090000000000000000e+02,2.270000000000000000e+02,8.930000000000000000e+02,2.460000000000000000e+02,9.210000000000000000e+02,2.600000000000000000e+02
1.260000000000000000e+02,5.000000000000000000e+00,8.860000000000000000e+02,2.140000000000000000e+02,9.140000000000000000e+02,2.280000000000000000e+02,8.980000000000000000e+02,2.470000000000000000e+02,9.260000000000000000e+02,2.610000000000000000e+02
1.270000000000000000e+02,5.000000000000000000e+00,8.920000000000000000e+02,2.110000000000000000e+02,9.200000000000000000e+02,2.250000000000000000e+02,9.040000000000000000e+02,2.440000000000000000e+02,9.320000000000000000e+02,2.580000000000000000e+02
1.280000000000000000e+02,5.000000000000000000e+00,8.970000000000000000e+02,2.110000000000000000e+02,9.250000000000000000e+02,2.250000000000000000e+02,9.090000000000000000e+02,2.440000000000000000e+02,9.370000000000000000e+02,2.580000000000000000e+02
1.290000000000000000e+02,5.000000000000000000e+00,9.030000000000000000e+02,2.150000000000000000e+02,9.310000000000000000e+02,2.290000000000000000e+02,9.150000000000000000e+02,2.480000000000000000e+02,9.430000000000000000e+02,2.620000000000000000e+02
1.300000000000000000e+02,5.000000000000000000e+00,9.080000000000000000e+02,2.100000000000000000e+02,9.360000000000000000e+02,2.260000000000000000e+02,9.200000000000000000e+02,2.480000000000000000e+02,9.480000000000000000e+02,2.640000000000000000e+02
1.310000000000000000e+02,5.000000000000000000e+00,9.150000000000000000e+02,2.060000000000000000e+02,9.430000000000000000e+02,2.220000000000000000e+02,9.270000000000000000e+02,2.440000000000000000e+02,9.550000000000000000e+02,2.600000000000000000e+02
1.320000000000000000e+02,5.000000000000000000e+00,9.180000000000000000e+02,2.080000000000000000e+02,9.500000000000000000e+02,2.240000000000000000e+02,9.320000000000000000e+02,2.460000000000000000e+02,9.640000000000000000e+02,2.620000000000000000e+02
1.330000000000000000e+02,5.000000000000000000e+00,9.220000000000000000e+02,2.130000000000000000e+02,9.570000000000000000e+02,2.290000000000000000e+02,9.370000000000000000e+02,2.510000000000000000e+02,9.720000000000000000e+02,2.670000000000000000e+02
1.340000000000000000e+02,5.000000000000000000e+00,9.290000000000000000e+02,2.160000000000000000e+02,9.640000000000000000e+02,2.320000000000000000e+02,9.440000000000000000e+02,2.540000000000000000e+02,9.790000000000000000e+02,2.700000000000000000e+02
1.350000000000000000e+02,5.000000000000000000e+00,9.370000000000000000e+02,2.140000000000000000e+02,9.720000000000000000e+02,2.300000000000000000e+02,9.520000000000000000e+02,2.520000000000000000e+02,9.870000000000000000e+02,2.680000000000000000e+02
1.360000000000000000e+02,5.000000000000000000e+00,9.420000000000000000e+02,2.170000000000000000e+02,9.800000000000000000e+02,2.330000000000000000e+02,9.580000000000000000e+02,2.550000000000000000e+02,9.960000000000000000e+02,2.710000000000000000e+02
1.370000000000000000e+02,5.000000000000000000e+00,9.500000000000000000e+02,2.180000000000000000e+02,9.880000000000000000e+02,2.340000000000000000e+02,9.660000000000000000e+02,2.560000000000000000e+02,1.004000000000000000e+03,2.720000000000000000e+02
1.380000000000000000e+02,5.000000000000000000e+00,9.580000000000000000e+02,2.160000000000000000e+02,9.950000000000000000e+02,2.320000000000000000e+02,9.740000000000000000e+02,2.540000000000000000e+02,1.011000000000000000e+03,2.700000000000000000e+02
1.390000000000000000e+02,5.000000000000000000e+00,9.660000000000000000e+02,2.100000000000000000e+02,1.006000000000000000e+03,2.280000000000000000e+02,9.830000000000000000e+02,2.520000000000000000e+02,1.023000000000000000e+03,2.700000000000000000e+02
1.400000000000000000e+02,5.000000000000000000e+00,9.760000000000000000e+02,2.120000000000000000e+02,1.016000000000000000e+03,2.300000000000000000e+02,9.930000000000000000e+02,2.540000000000000000e+02,1.033000000000000000e+03,2.720000000000000000e+02
1.410000000000000000e+02,5.000000000000000000e+00,9.830000000000000000e+02,2.120000000000000000e+02,1.027000000000000000e+03,2.320000000000000000e+02,1.002000000000000000e+03,2.590000000000000000e+02,1.046000000000000000e+03,2.790000000000000000e+02
1.420000000000000000e+02,5.000000000000000000e+00,9.910000000000000000e+02,2.090000000000000000e+02,1.038000000000000000e+03,2.310000000000000000e+02,1.011000000000000000e+03,2.600000000000000000e+02,1.058000000000000000e+03,2.820000000000000000e+02
1.430000000000000000e+02,5.000000000000000000e+00,1.001000000000000000e+03,2.070000000000000000e+02,1.048000000000000000e+03,2.290000000000000000e+02,1.021000000000000000e+03,2.580000000000000000e+02,1.068000000000000000e+03,2.800000000000000000e+02
1.440000000000000000e+02,5.000000000000000000e+00,1.012000000000000000e+03,2.040000000000000000e+02,1.059000000000000000e+03,2.260000000000000000e+02,1.032000000000000000e+03,2.550000000000000000e+02,1.079000000000000000e+03,2.770000000000000000e+02
1.450000000000000000e+02,5.000000000000000000e+00,1.024000000000000000e+03,2.020000000000000000e+02,1.071000000000000000e+03,2.240000000000000000e+02,1.044000000000000000e+03,2.530000000000000000e+02,1.091000000000000000e+03,2.750000000000000000e+02
1.460000000000000000e+02,5.000000000000000000e+00,1.035000000000000000e+03,1.980000000000000000e+02,1.084000000000000000e+03,2.220000000000000000e+02,1.056000000000000000e+03,2.540000000000000000e+02,1.105000000000000000e+03,2.780000000000000000e+02
1.470000000000000000e+02,5.000000000000000000e+00,1.042000000000000000e+03,1.980000000000000000e+02,1.096000000000000000e+03,2.220000000000000000e+02,1.065000000000000000e+03,2.540000000000000000e+02,1.119000000000000000e+03,2.780000000000000000e+02
1.480000000000000000e+02,5.000000000000000000e+00,1.053000000000000000e+03,2.010000000000000000e+02,1.107000000000000000e+03,2.250000000000000000e+02,1.076000000000000000e+03,2.570000000000000000e+02,1.130000000000000000e+03,2.810000000000000000e+02
1.490000000000000000e+02,5.000000000000000000e+00,1.062000000000000000e+03,2.030000000000000000e+02,1.118000000000000000e+03,2.270000000000000000e+02,1.086000000000000000e+03,2.590000000000000000e+02,1.142000000000000000e+03,2.830000000000000000e+02
1.500000000000000000e+02,5.000000000000000000e+00,1.071000000000000000e+03,2.010000000000000000e+02,1.129000000000000000e+03,2.270000000000000000e+02,1.096000000000000000e+03,2.620000000000000000e+02,1.154000000000000000e+03,2.880000000000000000e+02
1.510000000000000000e+02,5.000000000000000000e+00,1.079000000000000000e+03,2.020000000000000000e+02,1.140000000000000000e+03,2.300000000000000000e+02,1.105000000000000000e+03,2.670000000000000000e+02,1.166000000000000000e+03,2.950000000000000000e+02
1.520000000000000000e+02,5.000000000000000000e+00,1.092000000000000000e+03,2.040000000000000000e+02,1.153000000000000000e+03,2.320000000000000000e+02,1.118000000000000000e+03,2.690000000000000000e+02,1.179000000000000000e+03,2.970000000000000000e+02
1.530000000000000000e+02,5.000000000000000000e+00,1.102000000000000000e+03,2.040000000000000000e+02,1.167000000000000000e+03,2.320000000000000000e+02,1.130000000000000000e+03,2.700000000000000000e+02,1.195000000000000000e+03,2.980000000000000000e+02
1.540000000000000000e+02,5.000000000000000000e+00,1.116000000000000000e+03,2.020000000000000000e+02,1.184000000000000000e+03,2.320000000000000000e+02,1.145000000000000000e+03,2.720000000000000000e+02,1.213000000000000000e+03,3.020000000000000000e+02
1.550000000000000000e+02,5.000000000000000000e+00,1.132000000000000000e+03,2.010000000000000000e+02,1.202000000000000000e+03,2.330000000000000000e+02,1.162000000000000000e+03,2.760000000000000000e+02,1.232000000000000000e+03,3.080000000000000000e+02
1.560000000000000000e+02,5.000000000000000000e+00,1.148000000000000000e+03,1.960000000000000000e+02,1.225000000000000000e+03,2.300000000000000000e+02,1.181000000000000000e+03,2.760000000000000000e+02,1.258000000000000000e+03,3.100000000000000000e+02
1.570000000000000000e+02,5.000000000000000000e+00,1.166000000000000000e+03,1.890000000000000000e+02,1.254000000000000000e+03,2.270000000000000000e+02,1.204000000000000000e+03,2.780000000000000000e+02,1.292000000000000000e+03,3.160000000000000000e+02
1.580000000000000000e+02,5.000000000000000000e+00,1.190000000000000000e+03,1.880000000000000000e+02,1.283000000000000000e+03,2.280000000000000000e+02,1.230000000000000000e+03,2.820000000000000000e+02,1.323000000000000000e+03,3.220000000000000000e+02
1.590000000000000000e+02,5.000000000000000000e+00,1.217000000000000000e+03,1.890000000000000000e+02,1.313000000000000000e+03,2.310000000000000000e+02,1.258000000000000000e+03,2.870000000000000000e+02,1.354000000000000000e+03,3.290000000000000000e+02
1.600000000000000000e+02,5.000000000000000000e+00,1.247000000000000000e+03,1.870000000000000000e+02,1.350000000000000000e+03,2.330000000000000000e+02,1.291000000000000000e+03,2.940000000000000000e+02,1.394000000000000000e+03,3.400000000000000000e+02
1.610000000000000000e+02,5.000000000000000000e+00,1.283000000000000000e+03,1.870000000000000000e+02,1.393000000000000000e+03,2.350000000000000000e+02,1.330000000000000000e+03,2.990000000000000000e+02,1.440000000000000000e+03,3.470000000000000000e+02
1.620000000000000000e+02,5.000000000000000000e+00,1.323000000000000000e+03,1.790000000000000000e+02,1.444000000000000000e+03,2.320000000000000000e+02,1.375000000000000000e+03,3.030000000000000000e+02,1.496000000000000000e+03,3.560000000000000000e+02
1.630000000000000000e+02,5.000000000000000000e+00,1.371000000000000000e+03,1.740000000000000000e+02,1.507000000000000000e+03,2.320000000000000000e+02,1.429000000000000000e+03,3.090000000000000000e+02,1.565000000000000000e+03,3.670000000000000000e+02
1.640000000000000000e+02,5.000000000000000000e+00,1.433000000000000000e+03,1.650000000000000000e+02,1.582000000000000000e+03,2.300000000000000000e+02,1.497000000000000000e+03,3.170000000000000000e+02,1.627000000000000000e+03,3.820000000000000000e+02
1.650000000000000000e+02,5.000000000000000000e+00,1.541000000000000000e+03,1.510000000000000000e+02,1.627000000000000000e+03,2.270000000000000000e+02,1.578000000000000000e+03,3.280000000000000000e+02,1.627000000000000000e+03,4.040000000000000000e+02
2.440000000000000000e+02,5.000000000000000000e+00,9.040000000000000000e+02,2.170000000000000000e+02,9.300000000000000000e+02,2.270000000000000000e+02,9.150000000000000000e+02,2.410000000000000000e+02,9.410000000000000000e+02,2.510000000000000000e+02
2.450000000000000000e+02,5.000000000000000000e+00,9.060000000000000000e+02,2.190000000000000000e+02,9.320000000000000000e+02,2.290000000000000000e+02,9.170000000000000000e+02,2.430000000000000000e+02,9.430000000000000000e+02,2.530000000000000000e+02
2.460000000000000000e+02,5.000000000000000000e+00,9.080000000000000000e+02,2.230000000000000000e+02,9.340000000000000000e+02,2.330000000000000000e+02,9.190000000000000000e+02,2.470000000000000000e+02,9.450000000000000000e+02,2.570000000000000000e+02
2.470000000000000000e+02,5.000000000000000000e+00,9.120000000000000000e+02,2.220000000000000000e+02,9.380000000000000000e+02,2.320000000000000000e+02,9.230000000000000000e+02,2.460000000000000000e+02,9.490000000000000000e+02,2.560000000000000000e+02
2.480000000000000000e+02,5.000000000000000000e+00,9.140000000000000000e+02,2.200000000000000000e+02,9.400000000000000000e+02,2.300000000000000000e+02,9.250000000000000000e+02,2.440000000000000000e+02,9.510000000000000000e+02,2.540000000000000000e+02
2.490000000000000000e+02,5.000000000000000000e+00,9.180000000000000000e+02,2.200000000000000000e+02,9.440000000000000000e+02,2.300000000000000000e+02,9.290000000000000000e+02,2.440000000000000000e+02,9.550000000000000000e+02,2.540000000000000000e+02
2.500000000000000000e+02,5.000000000000000000e+00,9.210000000000000000e+02,2.180000000000000000e+02,9.470000000000000000e+02,2.280000000000000000e+02,9.320000000000000000e+02,2.420000000000000000e+02,9.580000000000000000e+02,2.520000000000000000e+02
2.510000000000000000e+02,5.000000000000000000e+00,9.240000000000000000e+02,2.200000000000000000e+02,9.500000000000000000e+02,2.300000000000000000e+02,9.350000000000000000e+02,2.440000000000000000e+02,9.610000000000000000e+02,2.540000000000000000e+02
2.520000000000000000e+02,5.000000000000000000e+00,9.310000000000000000e+02,2.200000000000000000e+02,9.540000000000000000e+02,2.300000000000000000e+02,9.410000000000000000e+02,2.440000000000000000e+02,9.640000000000000000e+02,2.540000000000000000e+02
2.530000000000000000e+02,5.000000000000000000e+00,9.340000000000000000e+02,2.230000000000000000e+02,9.570000000000000000e+02,2.330000000000000000e+02,9.440000000000000000e+02,2.470000000000000000e+02,9.670000000000000000e+02,2.570000000000000000e+02
2.540000000000000000e+02,5.000000000000000000e+00,9.380000000000000000e+02,2.260000000000000000e+02,9.610000000000000000e+02,2.360000000000000000e+02,9.480000000000000000e+02,2.500000000000000000e+02,9.710000000000000000e+02,2.600000000000000000e+02
